	Playing Time	Performance	Per 90 Minutes	
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
574	Albert Rusnák	sk SVK	MF,FW	Seattle Sounders	31-334	1994	12	8	834	9.3	3	3	6	1	2	2	0	0	0.32	0.32	0.65	0.11	0.43	Matches
575	Jorge Ruvalcaba	mx MEX	FW,MF	RB New York	24-318	2001	15	14	1,134	12.6	7	0	7	7	0	0	4	0	0.56	0.00	0.56	0.56	0.56	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
576	Emmanuel Sabbi	us USA	MF	Vancouver W'caps	28-164	1997	11	7	607	6.7	2	2	4	2	0	0	2	0	0.30	0.30	0.59	0.30	0.59	Matches
577	Besard Sabovic	se SWE	MF	Austin FC	28-152	1998	10	2	373	4.1	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
578	Anisse Saidi	tn TUN	FW	San Diego FC	17-351	2008	2	0	21	0.2	0	1	1	0	0	0	0	0	0.00	4.29	4.29	0.00	4.29	Matches
579	Anton Salétros	se SWE	MF	Chicago Fire	30-055	1996	12	12	1,054	11.7	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
580	Dániel Sallói	hu HUN	MF,FW	Toronto FC	29-322	1996	14	13	1,199	13.3	4	3	7	4	0	0	1	0	0.30	0.23	0.53	0.30	0.53	Matches
581	Diadie Samassékou	ml MLI	MF	Houston Dynamo	30-146	1996	12	8	635	7.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
582	Lucas Sanabria	uy URU	MF	LA Galaxy	22-162	2003	15	10	882	9.8	2	1	3	2	0	0	4	0	0.20	0.10	0.31	0.20	0.31	Matches
583	Cooper Sanchez	us USA	MF	Atlanta Utd	18-072	2008	13	12	930	10.3	0	1	1	0	0	0	4	0	0.00	0.10	0.10	0.00	0.10	Matches
584	Ilie Sánchez	es ESP	MF	Austin FC	35-197	1990	12	11	744	8.3	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
585	William Sands	us USA	DF	NE Revolution	25-335	2000	14	14	1,196	13.3	1	0	1	1	0	0	2	0	0.08	0.00	0.08	0.08	0.08	Matches
586	Edvard Sandvik Tagseth	no NOR	MF	Nashville SC	25-134	2001	9	8	689	7.7	1	0	1	1	0	0	1	0	0.13	0.00	0.13	0.13	0.13	Matches
587	Jeong Sangbin	kr KOR	MF,FW	St. Louis City	24-066	2002	8	5	308	3.4	1	1	2	1	0	0	0	0	0.29	0.29	0.58	0.29	0.58	Matches
588	Sergio Santos Gomes	br BRA	FW	Atlanta Utd	31-275	1994	3	0	35	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
589	Lineker Rodrigues dos Santos	br BRA		Real Salt Lake	24-086	2002	1	0	31	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
590	Rafael Santos	br BRA	MF,DF	St. Louis City	28-121	1998	12	10	876	9.7	1	1	2	1	0	0	1	0	0.10	0.10	0.21	0.10	0.21	Matches
591	Harvey Sarajian	us USA	FW	Orlando City	21-131	2005	2	0	12	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
592	Kieran Sargeant	us USA	DF	San Diego FC	23-052	2003	8	6	439	4.9	0	1	1	0	0	0	0	0	0.00	0.21	0.21	0.00	0.21	Matches
593	Josh Sargent	us USA	FW	Toronto FC	26-106	2000	8	7	556	6.2	3	1	4	3	0	0	0	0	0.49	0.16	0.65	0.49	0.65	Matches
594	Samuel Sarver	us USA	MF	FC Dallas	23-095	2003	10	1	214	2.4	3	0	3	3	0	0	4	0	1.26	0.00	1.26	1.26	1.26	Matches
595	David Schnegg	at AUT	DF	Charlotte	27-250	1998	9	5	522	5.8	1	1	2	1	0	0	4	1	0.17	0.17	0.34	0.17	0.34	Matches
596	Sebastian Schonlau	de GER	DF,MF	Vancouver W'caps	31-305	1994	1	0	26	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
597	Patrick Schulte	us USA	GK	Columbus Crew	25-085	2001	15	15	1,350	15.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
598	Brian Schwake	us USA	GK	Nashville SC	24-286	2001	14	14	1,260	14.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
599	Dante Sealy	tt TRI	MF,FW	Colorado Rapids	23-050	2003	14	10	774	8.6	0	2	2	0	0	0	1	0	0.00	0.23	0.23	0.00	0.23	Matches
600	Telasco Segovia	ve VEN	MF	Inter Miami	23-065	2003	14	13	1,129	12.5	2	6	8	2	0	0	7	0	0.16	0.48	0.64	0.16	0.64	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
601	Eddie Segura	co COL	DF	LAFC	29-124	1997	13	13	1,116	12.4	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
602	Amar Sejdic	us USA	MF	Columbus Crew	29-189	1996	7	1	186	2.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
603	Giovanny Sequera	ve VEN	DF	Philadelphia Union	20-112	2006	1	1	81	0.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
604	Brandon Servania	us USA	MF	D.C. United	27-086	1999	14	14	1,190	13.2	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
605	Japhet Sery	dk DEN	DF	Philadelphia Union	26-057	2000	10	9	730	8.1	1	0	1	1	0	0	4	1	0.12	0.00	0.12	0.12	0.12	Matches
606	Jacob Shaffelburg	ca CAN	MF	LAFC	26-192	1999	6	2	225	2.5	0	2	2	0	0	0	0	0	0.00	0.80	0.80	0.00	0.80	Matches
607	Alexander Shaw	us USA	MF	Inter Miami	18-094	2008	2	0	24	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
608	Jason Shokalook	us USA	FW	Chicago Fire	23-249	2002	8	0	43	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
609	Jonathan Shore	us USA	MF	NYCFC	19-054	2007	10	0	120	1.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
610	Mateo Silvetti	ar ARG	MF,FW	Inter Miami	20-143	2006	10	7	615	6.8	3	3	6	3	0	0	1	0	0.44	0.44	0.88	0.44	0.88	Matches
611	Nicholas Simmonds	jm JAM	FW	FC Dallas	19-171	2006	4	1	108	1.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
612	Jonathan Sirois	ca CAN	GK	FC Dallas	24-344	2001	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
613	Pablo Sisniega	mx MEX	GK	San Diego FC	30-334	1995	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
614	Jack Skahan	us USA	MF,FW	SJ Earthquakes	28-119	1998	13	6	473	5.3	2	2	4	2	0	0	1	0	0.38	0.38	0.76	0.38	0.76	Matches
615	Tyger Smalls		FW	Charlotte	23-261	2002	6	0	64	0.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
616	Ian Smith	us USA	DF	Portland Timbers	23-325	2002	11	1	321	3.6	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
617	Kyle Smith	us USA	DF,MF	FC Cincinnati	34-148	1992	11	7	651	7.2	1	0	1	1	0	0	1	1	0.14	0.00	0.14	0.14	0.14	Matches
618	Artem Smoliakov	ua UKR	MF,DF	LAFC	23-008	2003	5	2	175	1.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
619	Mohammed Sofo	gh GHA	MF,FW	RB New York	21-188	2004	8	2	283	3.1	1	0	1	1	0	0	0	0	0.32	0.00	0.32	0.32	0.32	Matches
620	Sergi Solans	es ESP	FW	Real Salt Lake	23-100	2003	14	10	872	9.7	6	3	9	6	0	0	0	0	0.62	0.31	0.93	0.62	0.93	Matches
621	Pedro Soma	us USA	MF	San Diego FC	19-341	2006	9	4	400	4.4	1	2	3	1	0	0	2	0	0.23	0.45	0.68	0.23	0.68	Matches
622	Tyrese Spicer	tt TRI	MF,FW	Orlando City	25-184	2000	11	4	440	4.9	2	1	3	2	0	0	1	0	0.41	0.20	0.61	0.41	0.61	Matches
623	Stijn Spierings	nl NED	MF	Real Salt Lake	30-086	1996	11	9	752	8.4	1	1	2	1	0	0	1	0	0.12	0.12	0.24	0.12	0.24	Matches
624	Dayne St. Clair	ca CAN	GK	Inter Miami	29-028	1997	14	14	1,260	14.0	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
625	Lazar Stefanovic	ca CAN	DF	Toronto FC	19-300	2006	6	1	198	2.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
626	Zack Steffen	us USA	GK	Colorado Rapids	31-065	1995	9	9	810	9.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
627	Kimani Stewart-Baynes	ca CAN	FW	Colorado Rapids	21-140	2005	1	0	10	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
628	Noah Streit	ch SUI	FW	CF Montréal	20-238	2005	11	4	427	4.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
629	Jared Stroud	us USA	MF	D.C. United	29-331	1996	9	4	347	3.9	1	0	1	1	0	0	2	0	0.26	0.00	0.26	0.26	0.26	Matches
630	Brad Stuver	us USA	GK	Austin FC	35-051	1991	15	15	1,350	15.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
631	Luis Suárez	uy URU	FW	Inter Miami	39-133	1987	11	7	614	6.8	6	1	7	6	0	0	1	0	0.88	0.15	1.03	0.88	1.03	Matches
632	Magomed-Shapi Suleymanov	ru RUS	MF,FW	Sporting KC	26-172	1999	13	9	742	8.2	1	1	2	1	0	0	1	0	0.12	0.12	0.24	0.12	0.24	Matches
633	Cavan Sullivan	us USA	MF	Philadelphia Union	16-251	2009	13	6	551	6.1	1	1	2	1	0	0	1	0	0.16	0.16	0.33	0.16	0.33	Matches
634	Finn Sundstrom	us USA	DF	Philadelphia Union	19-199	2006	2	1	53	0.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
635	Finn Surman	nz NZL	DF	Portland Timbers	22-256	2003	14	14	1,215	13.5	0	1	1	0	0	0	1	0	0.00	0.07	0.07	0.00	0.07	Matches
636	Sam Surridge	eng ENG	FW	Nashville SC	27-313	1998	8	4	457	5.1	9	0	9	8	1	1	0	0	1.77	0.00	1.77	1.58	1.58	Matches
637	Oleksandr Svatok	ua UKR	DF	Austin FC	31-252	1994	14	14	1,238	13.8	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
638	Erik Sviatchenko	dk DEN	DF	Houston Dynamo	34-245	1991	8	7	583	6.5	1	0	1	1	0	0	3	1	0.15	0.00	0.15	0.15	0.15	Matches
639	Caleb Swann	us USA	MF	FC Dallas	19-122	2007	2	0	8	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
640	Hennadii Synchuk	ua UKR	MF	CF Montréal	19-331	2006	8	4	362	4.0	1	0	1	1	0	0	2	0	0.25	0.00	0.25	0.25	0.25	Matches
641	Osvald Søe	dk DEN	DF	San Diego FC	20-213	2005	6	5	417	4.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
642	Nkosi Tafari	us USA	DF	LAFC	29-075	1997	15	13	1,223	13.6	0	1	1	0	0	0	2	0	0.00	0.07	0.07	0.00	0.07	Matches
643	Zakaria Taifi	us USA	DF,MF	Orlando City	20-248	2005	10	3	338	3.8	0	2	2	0	0	0	0	0	0.00	0.53	0.53	0.00	0.53	Matches
644	Yohei Takaoka	jp JPN	GK	Vancouver W'caps	30-082	1996	13	13	1,143	12.7	0	1	1	0	0	0	0	1	0.00	0.08	0.08	0.00	0.08	Matches
645	Strahinja Tanasijević	rs SRB	DF	NYCFC	28-359	1997	3	1	83	0.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
646	D.J. Taylor	us USA	DF	Minnesota Utd	28-284	1997	4	1	116	1.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
647	Robert Taylor	fi FIN	FW,MF	Austin FC	31-228	1994	2	0	55	0.6	0	1	1	0	0	0	0	0	0.00	1.64	1.64	0.00	1.64	Matches
648	Jude Terry	us USA	MF	LAFC	17-241	2008	5	2	150	1.7	1	0	1	1	0	0	0	0	0.60	0.00	0.60	0.60	0.60	Matches
649	Cedric Teuchert	de GER	FW,MF	St. Louis City	29-143	1997	10	4	300	3.3	0	1	1	0	0	0	0	0	0.00	0.30	0.30	0.00	0.30	Matches
650	Jamal Thiaré	sn SEN	FW	Columbus Crew	33-067	1993	9	0	141	1.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
651	Andrew Thomas	ru RUS	GK	Seattle Sounders	27-278	1998	13	13	1,170	13.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
652	Erik Thommy	de GER	MF	LA Galaxy	31-290	1994	9	5	425	4.7	1	0	1	1	0	0	1	0	0.21	0.00	0.21	0.21	0.21	Matches
653	Kosi Thompson	ca CAN	DF	Toronto FC	23-130	2003	2	2	135	1.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
654	Kosi Thompson	ca CAN	DF	Colorado Rapids	23-130	2003	8	7	565	6.3	2	0	2	2	0	0	2	0	0.32	0.00	0.32	0.32	0.32	Matches
655	Tiago	br BRA	MF,FW	Orlando City	21-059	2005	13	8	584	6.5	1	1	2	1	0	0	3	0	0.15	0.15	0.31	0.15	0.31	Matches
656	Cheikh Tidiane Sabaly	sn SEN	MF	Vancouver W'caps	27-094	1999	10	7	466	5.2	2	1	3	2	0	0	1	0	0.39	0.19	0.58	0.39	0.58	Matches
657	Sékou Tidiany Bangoura	gn GUI	MF	Columbus Crew	24-062	2002	13	4	459	5.1	1	0	1	1	0	0	2	0	0.20	0.00	0.20	0.20	0.20	Matches
658	Timothy Tillman	us USA	MF	LAFC	27-153	1999	14	10	919	10.2	1	2	3	1	0	0	3	0	0.10	0.20	0.29	0.10	0.29	Matches
659	Harry Toffolo	eng ENG	DF	Charlotte	30-291	1995	10	10	795	8.8	0	2	2	0	0	0	2	0	0.00	0.23	0.23	0.00	0.23	Matches
660	Cayman Togashi	jp JPN	FW	Atlanta Utd	32-300	1993	6	1	93	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
661	Nouhou Tolo	cm CMR	DF	Seattle Sounders	28-348	1997	13	13	1,144	12.7	0	1	1	0	0	0	1	0	0.00	0.08	0.08	0.00	0.08	Matches
662	Ervin Torres	us USA	DF	Austin FC	18-204	2007	2	0	26	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
663	Facundo Torres	uy URU	MF,FW	Austin FC	26-054	2000	15	15	1,255	13.9	1	5	6	1	0	0	3	0	0.07	0.36	0.43	0.07	0.43	Matches
664	Tomas Totland	no NOR	MF	St. Louis City	26-251	1999	10	5	516	5.7	1	0	1	1	0	0	1	0	0.17	0.00	0.17	0.17	0.17	Matches
665	Wil Trapp	us USA	MF	Minnesota Utd	33-142	1993	14	8	802	8.9	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
666	Jackson Travis	us USA	DF	Colorado Rapids	22-103	2004	13	11	799	8.9	0	1	1	0	0	0	2	1	0.00	0.11	0.11	0.00	0.11	Matches
667	Kai Trewin	au AUS	MF,DF	NYCFC	25-019	2001	15	14	1,254	13.9	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
668	Nectarios Triantis	gr GRE	MF	Minnesota Utd	23-026	2003	15	14	1,159	12.9	1	1	2	1	0	0	2	0	0.08	0.08	0.16	0.08	0.16	Matches
669	Niko Tsakiris	us USA	MF	SJ Earthquakes	20-352	2005	11	10	907	10.1	2	4	6	1	1	1	2	0	0.20	0.40	0.60	0.10	0.50	Matches
670	Cielo Tschantret	us USA	MF	Sporting KC	20-104	2006	1	1	50	0.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
671	Yutaro Tsukada	jp JPN	FW	Orlando City	24-313	2001	2	0	24	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
672	Dor Turgeman	il ISR	FW	NE Revolution	22-225	2003	14	14	1,171	13.0	2	4	6	2	0	0	1	0	0.15	0.31	0.46	0.15	0.46	Matches
673	Gavin Turner	us USA	MF	D.C. United	19-152	2007	3	0	46	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
674	Matt Turner	us USA	GK	NE Revolution	31-347	1994	14	14	1,260	14.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
675	Jeppe Tverskov	dk DEN	MF	San Diego FC	33-086	1993	10	9	845	9.4	0	1	1	0	0	0	1	0	0.00	0.11	0.11	0.00	0.11	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
676	Osaze Urhoghide	nl NED	DF	FC Dallas	25-337	2000	12	12	1,079	12.0	1	1	2	1	0	0	4	0	0.08	0.08	0.17	0.08	0.17	Matches
677	Myrto Uzuni	al ALB	FW	Austin FC	31-006	1995	13	13	1,129	12.5	5	0	5	4	1	1	2	0	0.40	0.00	0.40	0.32	0.32	Matches
678	Onni Valakari	fi FIN	MF	San Diego FC	26-292	1999	15	15	1,256	14.0	3	3	6	2	1	1	0	0	0.21	0.21	0.43	0.14	0.36	Matches
679	Omar Valencia	pa PAN	DF	RB New York	21-363	2004	9	1	284	3.2	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
680	Gerardo Valenzuela	us USA	MF,FW	FC Cincinnati	21-251	2004	13	9	773	8.6	1	1	2	1	0	0	2	1	0.12	0.12	0.23	0.12	0.23	Matches
681	Joaquín Valiente	uy URU	MF,FW	FC Dallas	25-054	2001	14	9	863	9.6	0	2	2	0	0	0	0	0	0.00	0.21	0.21	0.00	0.21	Matches
682	Kerwin Vargas	co COL	MF,FW	Charlotte	24-155	2002	15	10	819	9.1	2	3	5	2	0	0	0	0	0.22	0.33	0.55	0.22	0.55	Matches
683	Indiana Vassilev	us USA	MF	Philadelphia Union	25-110	2001	14	12	951	10.6	1	0	1	0	1	1	1	0	0.09	0.00	0.09	0.00	0.00	Matches
684	Brandon Vazquez	us USA	FW	Austin FC	27-235	1998	4	0	58	0.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
685	David Vazquez	us USA	MF,FW	San Diego FC	20-104	2006	14	9	740	8.2	3	0	3	3	0	0	3	0	0.36	0.00	0.36	0.36	0.36	Matches
686	Kristoffer Velde	no NOR	MF,FW	Portland Timbers	26-270	1999	14	14	1,225	13.6	4	1	5	4	0	1	3	0	0.29	0.07	0.37	0.29	0.37	Matches
687	Brayan Vera	co COL	DF	CF Montréal	27-142	1999	12	12	1,007	11.2	0	0	0	0	0	0	4	1	0.00	0.00	0.00	0.00	0.00	Matches
688	Oscar Verhoeven	us USA	DF,MF	San Diego FC	20-006	2006	14	9	910	10.1	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
689	Ranko Veselinović	rs SRB	DF	Vancouver W'caps	27-074	1999	2	0	21	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
690	Ronaldo Vieira	gw GNB	MF	SJ Earthquakes	27-322	1998	13	12	1,044	11.6	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
691	Jules-Anthony Vilsaint	ca CAN	FW	Toronto FC	23-151	2003	2	0	25	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
692	Sam Vines	us USA	DF	Houston Dynamo	27-006	1999	3	1	83	0.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
693	Robert Voloder	ba BIH	DF	RB New York	25-028	2001	8	8	709	7.9	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
694	Conrad Wallem	no NOR	MF	St. Louis City	25-362	2000	12	12	1,050	11.7	0	0	0	0	0	0	3	1	0.00	0.00	0.00	0.00	0.00	Matches
695	Joel Waterman	ca CAN	DF,MF	Chicago Fire	30-133	1996	10	6	647	7.2	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
696	Timo Werner	de GER	MF	SJ Earthquakes	30-092	1996	7	4	456	5.1	4	3	7	2	2	2	1	0	0.79	0.59	1.38	0.39	0.99	Matches
697	Francis Westfield	us USA	DF	Philadelphia Union	20-179	2005	11	11	890	9.9	0	2	2	0	0	0	1	0	0.00	0.20	0.20	0.00	0.20	Matches
698	Ashley Westwood	eng ENG	MF	Charlotte	36-066	1990	14	13	1,203	13.4	1	1	2	1	0	0	6	0	0.07	0.07	0.15	0.07	0.15	Matches
699	Brian White	us USA	FW	Vancouver W'caps	30-123	1996	14	14	1,197	13.3	10	2	12	9	1	1	1	0	0.75	0.15	0.90	0.68	0.83	Matches
700	Henry Wingo	us USA	DF,MF	Toronto FC	30-245	1995	1	0	13	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
701	Maxwell Woledzi	gh GHA	DF	Nashville SC	24-339	2001	14	13	1,182	13.1	1	0	1	1	0	0	0	0	0.08	0.00	0.08	0.08	0.08	Matches
702	Hannes Wolf	at AUT	MF,FW	NYCFC	27-051	1999	14	12	1,014	11.3	5	2	7	5	0	0	2	0	0.44	0.18	0.62	0.44	0.62	Matches
703	Owen Wolff	us USA	MF	Austin FC	21-158	2004	5	2	196	2.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
704	Elijah Wynder	us USA	MF	LA Galaxy	23-088	2003	14	8	719	8.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
705	Miki Yamane	jp JPN	DF,MF	LA Galaxy	32-166	1993	13	9	724	8.0	0	1	1	0	0	0	1	0	0.00	0.12	0.12	0.00	0.12	Matches
706	Darren Yapi	us USA	FW,MF	Colorado Rapids	21-199	2004	15	9	791	8.8	3	2	5	3	0	0	2	0	0.34	0.23	0.57	0.34	0.57	Matches
707	Patrick Yazbek	au AUS	MF	Nashville SC	24-062	2002	10	7	657	7.3	1	3	4	1	0	0	0	0	0.14	0.41	0.55	0.14	0.55	Matches
708	Kelvin Yeboah	it ITA	FW	Minnesota Utd	26-031	2000	14	14	1,193	13.3	8	0	8	7	1	2	2	0	0.60	0.00	0.60	0.53	0.53	Matches
709	DeAndre Yedlin	us USA	DF	Real Salt Lake	32-332	1993	9	8	670	7.4	0	1	1	0	0	0	4	0	0.00	0.13	0.13	0.00	0.13	Matches
710	Maya Yoshida	jp JPN	DF	LA Galaxy	37-286	1988	11	6	550	6.1	1	0	1	1	0	0	0	0	0.16	0.00	0.16	0.16	0.16	Matches
711	Griffin Yow	us USA	MF,FW	NE Revolution	23-254	2002	13	8	661	7.3	1	0	1	1	0	0	3	0	0.14	0.00	0.14	0.14	0.14	Matches
712	Jackson Yueill	us USA	MF	NE Revolution	29-079	1997	7	1	134	1.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
713	Alhassan Yusuf	ng NGA	MF	NE Revolution	25-323	2000	14	11	1,074	11.9	2	0	2	2	0	0	1	0	0.17	0.00	0.17	0.17	0.17	Matches
714	Wilfried Zaha	ci CIV	MF,FW	Charlotte	33-208	1992	13	13	1,161	12.9	3	1	4	3	0	0	7	0	0.23	0.08	0.31	0.23	0.31	Matches
715	Bryan Zamblé	ci CIV	FW	San Diego FC	18-107	2008	7	1	137	1.5	2	0	2	2	0	0	0	0	1.31	0.00	1.31	1.31	1.31	Matches
716	Marcos Zambrano	us USA	FW	NE Revolution	21-137	2005	2	0	25	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
717	Sean Zawadzki	us USA	DF,MF	Columbus Crew	26-046	2000	15	15	1,350	15.0	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
718	Walker Zimmerman	us USA	DF	Toronto FC	33-018	1993	11	10	822	9.1	1	0	1	1	0	0	3	0	0.11	0.00	0.11	0.11	0.11	Matches
719	Philip Zinckernagel	dk DEN	MF	Chicago Fire	31-172	1994	14	14	1,137	12.6	5	6	11	4	1	2	4	0	0.40	0.47	0.87	0.32	0.79	Matches
720	Mateja Đorđević	rs SRB	DF	Austin FC	23-140	2003	2	0	43	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
