Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,xG,npxG,xAG,source_file
56,Myron van Brederode,nl NED,"FW,MF",Mechelen,22,2003,31.5,9,41,17,41.5,1.3,0.54,0.2,0.47,1,1,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
57,Lucas Bretelle,fr FRA,MF,La Louvière,23,2002,0.2,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
58,Lucca Brughmans,be BEL,GK,Genk,17,2008,10.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
59,Eliot Bujupi,xk KVX,FW,Westerlo,19,2006,0.1,0,2,1,50.0,13.85,6.92,0.0,0.0,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
60,Christian Burgess,eng ENG,DF,Union SG,33,1991,35.0,2,22,9,40.9,0.63,0.26,0.09,0.22,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
61,Royer Caicedo,co COL,DF,Cercle Brugge,19,2006,0.8,0,2,1,50.0,2.37,1.18,0.0,0.0,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
62,Alexandro Calut,be BEL,"DF,MF",Standard Liège,22,2003,4.6,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
63,Etienne Camara,fr FRA,MF,Charleroi,22,2003,33.5,2,20,6,30.0,0.6,0.18,0.1,0.33,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
64,Ilay Camara,sn SEN,"DF,MF",Anderlecht,22,2003,14.5,2,15,7,46.7,1.04,0.48,0.13,0.29,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
65,Shandre Campbell,za RSA,MF,Club Brugge,20,2005,1.2,1,5,1,20.0,4.29,0.86,0.2,1.0,0,0,Matches,0.0,0.0,0.0,belgian_pro_league_shooting_clean.csv
