	Playing Time	Performance	Per 90 Minutes	
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
20	Raymond Asante	gh GHA	FW	Charleroi	21	2004	2	0	19	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
21	Dirk Asare	be BEL	MF	Zulte Waregem	21	2004	11	9	818	9.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
22	Majeed Ashimeru	gh GHA	MF	La Louvière	27	1997	9	6	410	4.6	0	0	0	0	0	0	2	1	0.00	0.00	0.00	0.00	0.00	Matches
23	Steeven Assengue	be BEL	DF	Standard Liège	20	2005	6	0	117	1.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
24	Lynnt Audoor	be BEL	MF	Club Brugge	21	2003	7	3	197	2.2	0	1	1	0	0	0	0	0	0.00	0.46	0.46	0.00	0.46	Matches
25	Ludwig Augustinsson	se SWE	DF	Anderlecht	31	1994	27	24	2,073	23.0	0	3	3	0	0	0	4	0	0.00	0.13	0.13	0.00	0.13	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
26	Rachid Ayindé	bf BFA	DF	Gent	20	2005	2	0	9	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
27	Isaac Babadi	nl NED	MF	Antwerp	20	2005	17	3	479	5.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
28	Bilal Bafdili	be BEL	MF,FW	Mechelen	20	2004	19	11	855	9.5	1	3	4	1	0	0	2	0	0.11	0.32	0.42	0.11	0.42	Matches
29	Michel-Ange Balikwisha	cd COD	MF	Antwerp	24	2001	4	4	345	3.8	1	0	1	0	1	1	0	0	0.26	0.00	0.26	0.00	0.00	Matches
30	William Balikwisha	cd COD	MF	OH Leuven	26	1999	11	3	302	3.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
31	Hassane Bandé	bf BFA	FW,MF	Mechelen	26	1998	7	0	72	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
32	David Bates	sct SCO	DF	Standard Liège	28	1996	18	15	1,377	15.3	1	0	1	1	0	0	3	0	0.07	0.00	0.07	0.07	0.07	Matches
33	Alama Bayo	gn GUI	FW	Cercle Brugge	19	2006	5	0	17	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
34	Emin Bayram	tr TUR	DF	Westerlo	22	2003	38	38	3,320	36.9	4	2	6	3	1	1	4	2	0.11	0.05	0.16	0.08	0.14	Matches
35	Alexis Beka Beka	fr FRA	MF	La Louvière	24	2001	7	2	171	1.9	1	0	1	1	0	0	0	0	0.53	0.00	0.53	0.53	0.53	Matches
36	Rafik Belghali	dz ALG	DF	Mechelen	23	2002	3	3	239	2.7	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
37	Mouhamed Belkheir	fr FRA	FW	La Louvière	26	1999	3	2	167	1.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
38	Quentin Benaets	be BEL	FW	Charleroi	21	2003	1	0	7	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
39	Mauricio Benítez	ar ARG	MF,DF	Antwerp	21	2004	27	17	1,501	16.7	3	0	3	3	0	0	4	0	0.18	0.00	0.18	0.18	0.18	Matches
40	Antoine Bernier	be BEL	MF	Charleroi	27	1997	38	31	2,355	26.2	7	2	9	7	0	0	7	0	0.27	0.08	0.34	0.27	0.34	Matches
41	Adriano Bertaccini	be BEL	MF,FW	Anderlecht	24	2000	32	17	1,545	17.2	6	1	7	6	0	0	7	1	0.35	0.06	0.41	0.35	0.41	Matches
42	Adriano Bertaccini	be BEL	FW,MF	Sint-Truiden	24	2000	1	0	28	0.3	1	1	2	1	0	0	0	0	3.21	3.21	6.43	3.21	6.43	Matches
43	Mohamed Berte	be BEL	FW	Dender	23	2002	28	8	967	10.7	2	0	2	2	0	0	1	0	0.19	0.00	0.19	0.19	0.19	Matches
44	Joshua Bethume	be BEL	MF	Anderlecht	16	2009	3	0	36	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
45	Aaron Bibout	cm CMR	FW	Genk	20	2004	20	12	1,107	12.3	6	0	6	6	0	0	0	0	0.49	0.00	0.49	0.49	0.49	Matches
46	Glenn Bijl	nl NED	DF,MF	Antwerp	30	1995	11	8	643	7.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
47	Mateo Biondic	hr CRO	FW,MF	Union SG	22	2003	15	9	756	8.4	4	2	6	4	0	0	0	0	0.48	0.24	0.71	0.48	0.71	Matches
48	Lewin Blum	ch SUI	DF	Charleroi	24	2001	32	17	1,784	19.8	0	1	1	0	0	0	8	0	0.00	0.05	0.05	0.00	0.05	Matches
49	Bouke Boersma	nl NED	FW	Mechelen	20	2005	17	15	1,320	14.7	3	3	6	3	0	0	1	0	0.20	0.20	0.41	0.20	0.41	Matches
50	Naoufal Bohamdi-Kamoni	be BEL	FW	Westerlo	17	2007	11	0	116	1.3	0	1	1	0	0	0	0	0	0.00	0.78	0.78	0.00	0.78	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
51	Boli Bolingoli-Mbombo	be BEL	DF	Standard Liège	30	1995	3	1	116	1.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
52	Sofiane Boufal	ma MAR	FW,MF	Union SG	31	1993	9	0	178	2.0	0	1	1	0	0	0	0	0	0.00	0.51	0.51	0.00	0.51	Matches
53	Amine Boukamir	ma MAR	MF	Charleroi	18	2006	7	6	448	5.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
54	Mehdi Boukamir	ma MAR	DF	Charleroi	21	2004	16	1	302	3.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
55	Rosen Bozhinov	bg BUL	DF	Antwerp	20	2005	16	15	1,278	14.2	1	0	1	1	0	0	1	0	0.07	0.00	0.07	0.07	0.07	Matches
56	Myron van Brederode	nl NED	FW,MF	Mechelen	22	2003	34	32	2,833	31.5	9	5	14	8	1	1	2	0	0.29	0.16	0.44	0.25	0.41	Matches
57	Lucas Bretelle	fr FRA	MF	La Louvière	23	2002	1	0	14	0.2	0	1	1	0	0	0	0	0	0.00	6.43	6.43	0.00	6.43	Matches
58	Lucca Brughmans	be BEL	GK	Genk	17	2008	10	10	900	10.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
59	Eliot Bujupi	xk KVX	FW	Westerlo	19	2006	5	0	13	0.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
60	Christian Burgess	eng ENG	DF	Union SG	33	1991	35	35	3,146	35.0	2	3	5	2	0	0	16	1	0.06	0.09	0.14	0.06	0.14	Matches
61	Royer Caicedo	co COL	DF	Cercle Brugge	19	2006	2	1	76	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
62	Alexandro Calut	be BEL	DF,MF	Standard Liège	22	2003	9	4	418	4.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
63	Etienne Camara	fr FRA	MF	Charleroi	22	2003	38	38	3,016	33.5	2	3	5	2	0	0	13	1	0.06	0.09	0.15	0.06	0.15	Matches
64	Ilay Camara	sn SEN	DF,MF	Anderlecht	22	2003	25	17	1,303	14.5	2	1	3	2	0	0	1	0	0.14	0.07	0.21	0.14	0.21	Matches
65	Shandre Campbell	za RSA	MF	Club Brugge	20	2005	11	0	105	1.2	1	0	1	1	0	0	1	0	0.86	0.00	0.86	0.86	0.86	Matches
66	Yannick Cappelle	be BEL	DF,MF	Zulte Waregem	22	2003	30	22	2,016	22.4	1	1	2	1	0	0	2	0	0.04	0.04	0.09	0.04	0.09	Matches
67	Alessio Castro-Montes	be BEL	MF	Union SG	28	1997	5	2	144	1.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
68	Vic Chambaere	be BEL	GK	Union SG	22	2003	9	8	765	8.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
69	Nikoloz Chikovani	ge GEO	FW	Charleroi	18	2007	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
70	Ibrahima Cissé	sn SEN	FW	Gent	17	2007	11	1	276	3.1	1	0	1	1	0	0	1	0	0.33	0.00	0.33	0.33	0.33	Matches
71	Yoann Cissé	fr FRA	MF	Charleroi	20	2004	5	0	29	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
72	Thomas Claes	be BEL	MF	Zulte Waregem	21	2004	34	32	2,775	30.8	2	1	3	2	0	0	3	0	0.06	0.03	0.10	0.06	0.10	Matches
73	Antoine Colassin	be BEL	MF,FW	Charleroi	24	2001	29	6	630	7.0	2	2	4	2	0	0	2	0	0.29	0.29	0.57	0.29	0.57	Matches
74	Kobe Cools	be BEL	DF	Dender	28	1997	19	15	1,325	14.7	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
75	Colin Coosemans	be BEL	GK	Anderlecht	32	1992	38	38	3,420	38.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
76	Jo Coppens	be BEL	GK	Sint-Truiden	34	1990	1	0	2	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
77	Antonio Cordero	es ESP	MF	Westerlo	18	2006	7	0	92	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
78	Coba da Costa	es ESP	MF	Anderlecht	23	2002	5	2	147	1.6	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
79	Mihajlo Cvetković	rs SRB	FW,MF	Anderlecht	18	2007	29	19	1,622	18.0	9	2	11	9	0	0	4	1	0.50	0.11	0.61	0.50	0.61	Matches
80	Amine Daali	be BEL	MF	Dender	21	2004	5	0	110	1.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
81	Gabriel David	ng NGA	FW	Antwerp	18	2007	8	0	118	1.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
82	Promise David	ca CAN	FW	Union SG	24	2001	24	17	1,489	16.5	9	1	10	9	0	1	1	0	0.54	0.06	0.60	0.54	0.60	Matches
83	Nathan De Cat	be BEL	MF	Anderlecht	17	2008	36	34	2,725	30.3	2	4	6	2	0	0	8	0	0.07	0.13	0.20	0.07	0.20	Matches
84	Luc De Fougerolles	ca CAN	DF	Dender	19	2005	27	18	1,650	18.3	0	1	1	0	0	0	6	2	0.00	0.05	0.05	0.00	0.05	Matches
85	Benoit De Jaegere	be BEL	DF	Zulte Waregem	21	2004	17	10	931	10.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
86	Bo De Kerf	be BEL	DF	Dender	21	2003	8	5	459	5.1	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	Matches
87	Gilles De Meyer	be BEL	DF	Gent	18	2006	1	0	8	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
88	Kamiel Van De Perre	be BEL	MF	Union SG	21	2004	30	25	2,201	24.5	0	3	3	0	0	0	9	0	0.00	0.12	0.12	0.00	0.12	Matches
89	Alexander De Ridder	be BEL	MF	Anderlecht	17	2008	1	0	36	0.4	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
90	Celestin De Schrevel	be BEL	GK	La Louvière	23	2002	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
91	Tibe De Vlieger	be BEL	MF	Gent	19	2005	24	17	1,565	17.4	0	0	0	0	0	0	5	0	0.00	0.00	0.00	0.00	0.00	Matches
92	August De Wannemacker	be BEL	MF	Genk	16	2008	3	0	42	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
93	Nils De Wilde	be BEL	MF	Cercle Brugge	22	2003	10	0	99	1.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
94	Ortwin De Wolf	be BEL	GK	Mechelen	28	1997	8	7	675	7.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
95	Max Dean	eng ENG	FW,MF	Gent	21	2004	23	11	1,180	13.1	7	1	8	5	2	3	2	1	0.53	0.08	0.61	0.38	0.46	Matches
96	Massimo Decoene	be BEL	DF	Mechelen	21	2004	8	2	242	2.7	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
97	Tristan Degreef	be BEL	MF	Anderlecht	20	2005	34	21	1,884	20.9	4	2	6	4	0	0	3	1	0.19	0.10	0.29	0.19	0.29	Matches
98	Maxime Delanghe	be BEL	GK	Cercle Brugge	24	2001	18	17	1,591	17.7	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
99	Martin Delavallée	be BEL	GK	Charleroi	21	2004	21	21	1,890	21.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
100	Mathias Delorge	be BEL	MF	Gent	21	2004	19	18	1,269	14.1	0	3	3	0	0	0	1	0	0.00	0.21	0.21	0.00	0.21	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
101	Isaías Delpupo	ar ARG	MF	Sint-Truiden	22	2003	4	0	25	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
102	Dani van den Heuvel	nl NED	GK	Club Brugge	22	2003	10	8	764	8.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
103	Anthony Descotte	be BEL	FW	Charleroi	21	2003	3	1	93	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
104	Enis Destan	tr TUR	FW	Westerlo	23	2002	3	1	97	1.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
105	Niels Devalckeneer	be BEL	GK	Antwerp	21	2004	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
106	Ibrahima Diaby	gn GUI	MF,DF	Cercle Brugge	18	2007	26	10	1,018	11.3	2	1	3	2	0	0	6	1	0.18	0.09	0.27	0.18	0.27	Matches
107	Mamadou Diakhon	sn SEN	MF,FW	Club Brugge	19	2005	23	8	802	8.9	0	7	7	0	0	0	1	0	0.00	0.79	0.79	0.00	0.79	Matches
108	Ibrahim Diakité	gn GUI	DF,MF	Cercle Brugge	21	2003	19	10	859	9.5	0	1	1	0	0	0	3	0	0.00	0.10	0.10	0.00	0.10	Matches
109	Oumar Diakité	ci CIV	FW	Cercle Brugge	21	2003	25	15	1,424	15.8	7	0	7	6	1	1	4	1	0.44	0.00	0.44	0.38	0.38	Matches
110	Moussa Diarra	ml MLI	DF	Anderlecht	24	2000	12	12	966	10.7	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
111	Mahamadou Diawara	fr FRA	MF	Antwerp	20	2005	8	6	398	4.4	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
112	Daan Dierckx	be BEL	DF	Standard Liège	22	2003	20	16	1,317	14.6	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
113	Xander Dierckx	be BEL	MF	Antwerp	16	2009	19	16	1,355	15.1	1	0	1	1	0	0	4	1	0.07	0.00	0.07	0.07	0.07	Matches
114	Guillaume Dietsch	fr FRA	GK	Dender	24	2001	14	13	1,195	13.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
115	Edan Diop	fr FRA	MF	Cercle Brugge	20	2004	33	31	2,597	28.9	7	3	10	6	1	1	6	0	0.24	0.10	0.35	0.21	0.31	Matches
116	Moctar Diop	sn SEN	FW	Gent	20	2005	3	0	33	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
117	Gora Diouf	sn SEN	DF	Mechelen	21	2003	18	9	929	10.3	1	1	2	1	0	0	5	1	0.10	0.10	0.19	0.10	0.19	Matches
118	Oumar Diouf	sn SEN	FW	Sint-Truiden	22	2003	16	0	204	2.3	3	0	3	3	0	0	1	0	1.32	0.00	1.32	1.32	1.32	Matches
119	Alouis Diriken	be BEL	DF	Sint-Truiden	21	2004	7	0	69	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
120	Kasper Dolberg	dk DEN	FW	Anderlecht	27	1997	3	1	123	1.4	1	0	1	0	1	1	0	0	0.73	0.00	0.73	0.00	0.00	Matches
121	Mahamadou Doumbia	ml MLI	MF	Antwerp	21	2004	6	6	526	5.8	2	1	3	1	1	2	2	0	0.34	0.17	0.51	0.17	0.34	Matches
122	Vetle Dragsnes	no NOR	DF	Charleroi	31	1994	2	1	94	1.0	1	0	1	1	0	0	0	0	0.96	0.00	0.96	0.96	0.96	Matches
123	Noë Dussenne	be BEL	DF	OH Leuven	33	1992	23	22	1,869	20.8	1	0	1	1	0	0	6	0	0.05	0.00	0.05	0.05	0.05	Matches
124	Jean-Kevin Duverne	ht HAI	DF,MF	Gent	28	1997	22	12	1,157	12.9	1	1	2	1	0	0	5	0	0.08	0.08	0.16	0.08	0.16	Matches
125	Dennis Eckert		FW,MF	Standard Liège	28	1997	35	23	1,979	22.0	5	0	5	4	1	1	2	0	0.23	0.00	0.23	0.18	0.18	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
126	Anosike Ementa	dk DEN	FW	Zulte Waregem	23	2002	32	29	2,615	29.1	4	8	12	4	0	0	5	0	0.14	0.28	0.41	0.14	0.41	Matches
127	Theo Epailly	fr FRA	FW	La Louvière	26	1999	4	1	89	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
128	Matthieu Epolo	be BEL	GK	Standard Liège	20	2005	29	29	2,610	29.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
129	Jusef Erabi	se SWE	FW	Genk	22	2003	15	4	463	5.1	1	0	1	1	0	0	2	0	0.19	0.00	0.19	0.19	0.19	Matches
130	Jeppe Erenbjerg	dk DEN	MF,FW	Zulte Waregem	25	2000	34	31	2,676	29.7	14	3	17	13	1	2	2	0	0.47	0.10	0.57	0.44	0.54	Matches
131	Hatim Es-Saoubi	ma MAR	DF	Gent	24	2000	10	2	198	2.2	0	0	0	0	0	0	0	1	0.00	0.00	0.00	0.00	0.00	Matches
132	Wagane Faye	sn SEN	DF	La Louvière	31	1993	27	26	2,302	25.6	3	1	4	3	0	0	6	0	0.12	0.04	0.16	0.12	0.16	Matches
133	Andrés Ferrari	uy URU	FW,MF	Sint-Truiden	22	2003	20	10	867	9.6	3	1	4	2	1	2	4	0	0.31	0.10	0.42	0.21	0.31	Matches
134	Fabio Ferraro	be BEL	DF,MF	Dender	22	2002	29	29	2,524	28.0	1	3	4	1	0	0	5	0	0.04	0.11	0.14	0.04	0.14	Matches
135	Nacho Ferri	es ESP	FW	Westerlo	20	2004	36	34	2,891	32.1	11	2	13	11	0	0	7	0	0.34	0.06	0.40	0.34	0.40	Matches
136	Mathias Fixelles	be BEL	MF	Westerlo	28	1996	4	0	29	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
137	Raul Florucz	at AUT	FW,MF	Union SG	24	2001	24	15	1,207	13.4	7	3	10	5	2	2	1	0	0.52	0.22	0.75	0.37	0.60	Matches
138	Modibo Fofana	ci CIV	MF	Antwerp	17	2007	2	0	37	0.4	1	0	1	1	0	0	0	0	2.43	0.00	2.43	2.43	2.43	Matches
139	Carlos Forbs	pt POR	MF	Club Brugge	21	2004	37	34	2,794	31.0	8	8	16	8	0	0	3	0	0.26	0.26	0.52	0.26	0.52	Matches
140	Marlon Fossey	us USA	DF,MF	Standard Liège	26	1998	20	20	1,463	16.3	1	2	3	1	0	0	2	1	0.06	0.12	0.18	0.06	0.18	Matches
141	Daam Foulon	be BEL	MF,DF	Antwerp	26	1999	33	29	2,279	25.3	0	4	4	0	0	0	7	2	0.00	0.16	0.16	0.00	0.16	Matches
142	Guillaume François	be BEL	DF,FW	Union SG	35	1990	2	0	24	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
143	Benjamin Fredrick	ng NGA	DF,MF	Dender	20	2005	14	10	860	9.6	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
144	Matija Frigan	hr CRO	FW	Westerlo	22	2003	3	2	175	1.9	1	0	1	1	0	0	0	0	0.51	0.00	0.51	0.51	0.51	Matches
145	Darío Fuentes	es ESP	MF	La Louvière	22	2003	20	12	968	10.8	0	1	1	0	0	0	1	0	0.00	0.09	0.09	0.00	0.09	Matches
146	Kaye Furo	be BEL	FW	Club Brugge	18	2007	5	0	89	1.0	1	0	1	1	0	0	0	0	1.01	0.00	1.01	1.01	1.01	Matches
147	Mohammed Fuseini	gh GHA	FW,MF	Union SG	23	2002	21	4	594	6.6	1	0	1	1	0	0	0	0	0.15	0.00	0.15	0.15	0.15	Matches
148	Brent Gabriël	be BEL	GK	Zulte Waregem	26	1999	36	36	3,240	36.0	0	1	1	0	0	0	1	0	0.00	0.03	0.03	0.00	0.03	Matches
149	Gauthier Gallon	fr FRA	GK	Dender	32	1993	13	13	1,145	12.7	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
150	Omri Gandelman	il ISR	MF	Gent	25	2000	18	16	1,425	15.8	7	1	8	7	0	0	1	0	0.44	0.06	0.51	0.44	0.51	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Jules Gaudin	fr FRA	DF	Charleroi	25	2000	19	6	640	7.1	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	Matches
152	Stavros Gavriel	cy CYP	MF	Zulte Waregem	23	2002	22	7	633	7.0	1	1	2	1	0	0	0	0	0.14	0.14	0.28	0.14	0.28	Matches
153	Wouter George	be BEL	MF	OH Leuven	23	2002	24	12	1,182	13.1	1	1	2	1	0	0	2	0	0.08	0.08	0.15	0.08	0.15	Matches
154	Pieter Gerkens	be BEL	MF	Cercle Brugge	29	1995	35	31	2,830	31.4	6	1	7	5	1	1	2	0	0.19	0.03	0.22	0.16	0.19	Matches
155	Marc Giger	ch SUI	MF,FW	Union SG	21	2004	16	5	480	5.3	3	1	4	3	0	1	2	0	0.56	0.19	0.75	0.56	0.75	Matches
156	Óscar Gil	es ESP	MF,DF	OH Leuven	28	1997	33	29	2,314	25.7	2	1	3	2	0	0	14	1	0.08	0.04	0.12	0.08	0.12	Matches
157	Nolan Gillot	fr FRA	MF	La Louvière	22	2002	21	13	1,283	14.3	2	4	6	2	0	0	0	0	0.14	0.28	0.42	0.14	0.42	Matches
158	Jeff Godelaine	be BEL	FW	Antwerp	18	2007	1	0	8	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
