	Playing Time	Performance	Per 90 Minutes	
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
294	Mohammed Al-Kwikbi	sa KSA	FW,MF	Al-Taawoun	30	1994	23	18	1,486	16.5	4	7	11	4	0	0	1	0	0.24	0.42	0.67	0.24	0.67	Matches
295	Alexandre Lacazette	fr FRA	FW	Neom	34	1991	32	31	2,673	29.7	11	4	15	7	4	5	3	0	0.37	0.13	0.51	0.24	0.37	Matches
296	Ali Lajami	sa KSA	DF	Al-Hilal	29	1996	25	5	642	7.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
297	Qassem Lajami	sa KSA	DF	Al-Qadsiah	29	1996	4	2	158	1.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
298	Qassem Lajami	sa KSA	DF	Al-Taawoun	29	1996	14	14	1,256	14.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
299	Lázaro	br BRA	FW,MF	Al-Najma	23	2002	25	23	2,015	22.4	7	1	8	5	2	3	5	1	0.31	0.04	0.36	0.22	0.27	Matches
300	Khaled Al Lazem		FW	Al Okhdood SC			15	8	671	7.5	0	1	1	0	0	0	3	0	0.00	0.13	0.13	0.00	0.13	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
301	Victor Lekhal	dz ALG	MF	Al-Riyadh SC	31	1994	15	15	1,350	15.0	0	1	1	0	0	0	2	0	0.00	0.07	0.07	0.00	0.07	Matches
302	Marcos Leonardo	br BRA	FW	Al-Hilal	22	2003	27	18	1,573	17.5	13	1	14	13	0	0	2	0	0.74	0.06	0.80	0.74	0.80	Matches
303	Yazan Madani	sa KSA	DF	Al-Ahli	20	2005	3	0	10	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
304	Abdullah Madu	sa KSA	DF	Al-Ettifaq	32	1993	13	9	802	8.9	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
305	Abdulhakim Maghfori		MF	Al-Ettifaq			3	0	14	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
306	Aschraf El Mahdioui	ma MAR	MF	Al-Taawoun	29	1996	33	33	2,970	33.0	0	2	2	0	0	0	7	0	0.00	0.06	0.06	0.00	0.06	Matches
307	Ibrahim Mahnashi	sa KSA	DF	Al-Qadsiah	25	1999	12	3	292	3.2	1	0	1	1	0	0	1	0	0.31	0.00	0.31	0.31	0.31	Matches
308	Riyad Mahrez	dz ALG	MF,FW	Al-Ahli	34	1991	27	27	2,298	25.5	4	8	12	4	0	0	2	0	0.16	0.31	0.47	0.16	0.47	Matches
309	Mohammed Mahzari	sa KSA	DF	Al-Taawoun	23	2002	33	33	2,941	32.7	1	2	3	1	0	0	3	0	0.03	0.06	0.09	0.03	0.09	Matches
310	Mailson	br BRA	GK	Al-Taawoun	28	1996	33	33	2,970	33.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
311	Ahmed Majrashi		MF	Al Okhdood SC			1	0	7	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
312	Ali Majrashi	sa KSA	DF	Al-Ahli	25	1999	27	26	2,156	24.0	1	3	4	1	0	0	7	2	0.04	0.13	0.17	0.04	0.17	Matches
313	Ali Makki	sa KSA	DF,MF	Al-Shabab	26	1999	13	6	501	5.6	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	Matches
314	Malcom	br BRA	FW,MF	Al-Hilal	28	1997	33	32	2,772	30.8	7	10	17	7	0	0	1	0	0.23	0.32	0.55	0.23	0.55	Matches
315	Mohammed Mali	sa KSA	FW	Al-Najma	25	2000	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
316	Abdulellah Al-Malki	sa KSA	MF	Al-Hilal	30	1994	1	0	9	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
317	Sadio Mané	sn SEN	MF	Al-Nassr	33	1992	25	25	2,124	23.6	10	6	16	9	1	1	6	0	0.42	0.25	0.68	0.38	0.64	Matches
318	Myziane Maolida	km COM	MF,FW	Al Kholood Saudi Club	26	1999	11	11	891	9.9	3	3	6	3	0	2	1	0	0.30	0.30	0.61	0.30	0.61	Matches
319	Pablo Marí	es ESP	DF	Al-Hilal	31	1993	5	4	360	4.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
320	Mohammed Marran	sa KSA	FW	Al-Nassr	24	2001	3	0	33	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
321	Iñigo Martínez	es ESP	DF	Al-Nassr	34	1991	31	31	2,755	30.6	3	0	3	3	0	0	6	0	0.10	0.00	0.10	0.10	0.10	Matches
322	Roger Martínez	co COL	FW	Al-Taawoun	31	1994	32	32	2,710	30.1	23	2	25	16	7	7	9	0	0.76	0.07	0.83	0.53	0.60	Matches
323	Fábio Martins	pt POR	MF,FW	Al-Hazem	32	1993	33	28	2,334	25.9	5	4	9	4	1	3	5	0	0.19	0.15	0.35	0.15	0.31	Matches
324	Ali Al Masoud	sa KSA	MF	Al-Fateh	21	2004	11	2	340	3.8	1	0	1	1	0	0	0	0	0.26	0.00	0.26	0.26	0.26	Matches
325	Naif Masoud	sa KSA	MF,DF	Al-Fateh	24	2001	25	18	1,505	16.7	1	0	1	1	0	0	3	0	0.06	0.00	0.06	0.06	0.06	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
326	Giorgos Masouras	gr GRE	MF,FW	Al-Khaleej	31	1994	32	32	2,787	31.0	13	3	16	13	0	0	3	0	0.42	0.10	0.52	0.42	0.52	Matches
327	Ricardo Mathias	br BRA	FW	Al-Ahli	19	2006	3	0	51	0.6	0	1	1	0	0	0	0	0	0.00	1.76	1.76	0.00	1.76	Matches
328	Abdullah Matuq	sa KSA	MF,FW	Al-Shabab	22	2003	11	5	456	5.1	0	0	0	0	0	0	2	1	0.00	0.00	0.00	0.00	0.00	Matches
329	Luís Maximiano	pt POR	GK	Neom	26	1999	28	28	2,520	28.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
330	Abdoulie Mboge		MF	Al-Khaleej			3	0	27	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
331	Jesús Medina	py PAR	MF,FW	Damac	28	1997	12	9	799	8.9	1	0	1	1	0	0	3	0	0.11	0.00	0.11	0.11	0.11	Matches
332	Álvaro Medrán	es ESP	MF	Al-Ettifaq	31	1994	29	28	2,517	28.0	1	8	9	1	0	0	7	0	0.04	0.29	0.32	0.04	0.32	Matches
333	Kader Meïté	fr FRA	FW	Al-Hilal	17	2007	5	1	154	1.7	1	0	1	1	0	0	0	0	0.58	0.00	0.58	0.58	0.58	Matches
334	Yakou Méïte	ci CIV	FW,MF	Damac	29	1996	22	15	1,413	15.7	5	0	5	5	0	0	7	0	0.32	0.00	0.32	0.32	0.32	Matches
335	Sultan Mendash	sa KSA	MF	Al-Hilal	30	1994	15	4	452	5.0	4	2	6	4	0	0	3	0	0.80	0.40	1.19	0.80	1.19	Matches
336	Sultan Mendash	sa KSA	FW,MF	Al-Taawoun	30	1994	13	10	877	9.7	2	3	5	2	0	0	0	0	0.21	0.31	0.51	0.21	0.51	Matches
337	Edouard Mendy	sn SEN	GK	Al-Ahli	33	1992	26	26	2,340	26.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
338	Jacob Mendy	sa KSA	MF	Al-Fayha	28	1996	25	20	1,707	19.0	0	1	1	0	0	0	3	0	0.00	0.05	0.05	0.00	0.05	Matches
339	Rayane Messi Tanfouri	fr FRA	MF	Neom	18	2007	13	12	1,052	11.7	1	1	2	1	0	0	0	0	0.09	0.09	0.17	0.09	0.17	Matches
340	Sergej Milinković-Savić	rs SRB	MF	Al-Hilal	30	1995	32	32	2,855	31.7	8	7	15	8	0	0	6	0	0.25	0.22	0.47	0.25	0.47	Matches
341	Enzo Millot	fr FRA	MF	Al-Ahli	23	2002	24	23	1,937	21.5	3	3	6	3	0	0	9	0	0.14	0.14	0.28	0.14	0.28	Matches
342	Mario Mitaj	al ALB	DF,MF	Al-Ittihad	21	2003	21	21	1,874	20.8	1	2	3	1	0	0	7	0	0.05	0.10	0.14	0.05	0.14	Matches
343	Majed Mohammed	sa KSA	DF,MF	Al-Fateh	23	2001	10	10	848	9.4	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
344	Tariq Mohammed	sa KSA	MF	Damac	29	1995	17	13	1,173	13.0	0	0	0	0	0	0	8	0	0.00	0.00	0.00	0.00	0.00	Matches
345	Elias Mokwana	za RSA	MF,FW	Al-Hazem	25	1999	24	16	1,372	15.2	1	2	3	1	0	0	6	0	0.07	0.13	0.20	0.07	0.20	Matches
346	Bader Monshi	sa KSA	MF	Al-Khaleej	26	1999	8	1	230	2.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
347	Anthony Moris	lu LUX	GK	Al-Khaleej	35	1990	33	33	2,970	33.0	0	2	2	0	0	0	4	0	0.00	0.06	0.06	0.00	0.06	Matches
348	Saad Al Mosa	sa KSA	DF	Al-Ittihad	22	2002	7	7	564	6.3	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
349	Orlando Mosquera	pa PAN	GK	Al-Fayha	30	1994	32	32	2,880	32.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
350	Muteb Al Mufarrij	sa KSA	DF	Al-Taawoun	28	1996	26	24	1,965	21.8	0	1	1	0	0	0	10	2	0.00	0.05	0.05	0.00	0.05	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
351	Faisal Al Mutairi	sa KSA	MF	Al-Najma	29	1996	9	0	69	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
352	Saad Al Muthary	sa KSA	MF	Al-Hilal	18	2006	2	0	10	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
353	Eid Al Muwallad	sa KSA	MF	Al-Ahli	23	2001	17	0	178	2.0	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
354	Kévin N'Doram	fr FRA	MF	Al Kholood Saudi Club	29	1996	22	18	1,444	16.0	1	1	2	1	0	0	6	0	0.06	0.06	0.12	0.06	0.12	Matches
355	Abdulrahman Nabza		MF	Al-Ettifaq			2	0	24	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
356	Nacho	es ESP	DF	Al-Qadsiah	35	1990	34	34	3,047	33.9	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
357	Ammar Al-Najar	sa KSA	MF	Al-Najma	28	1997	3	0	41	0.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
358	Salem Al Najdi	sa KSA	DF	Al-Nassr	22	2003	12	0	72	0.8	0	1	1	0	0	0	1	0	0.00	1.25	1.25	0.00	1.25	Matches
359	Yahya Naji	sa KSA	FW,MF	Damac	26	1999	21	7	652	7.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
360	Raghid Najjar	sa KSA	GK	Al-Nassr	28	1996	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
361	Rakan Najjar	sa KSA	GK	Al Okhdood SC	30	1995	7	7	630	7.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
362	Abdulwahid Al Nakhli		MF	Al-Najma			1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
363	Ahmed Al Nakhli	sa KSA	DF	Al-Hazem	23	2002	27	26	2,180	24.2	1	1	2	1	0	0	6	1	0.04	0.04	0.08	0.04	0.08	Matches
364	Nahitan Nández	uy URU	MF	Al-Qadsiah	29	1995	33	33	2,905	32.3	8	10	18	8	0	0	7	0	0.25	0.31	0.56	0.25	0.56	Matches
365	Khaled Narey	tg TOG	MF,FW	Al Okhdood SC	31	1994	22	20	1,723	19.1	4	3	7	4	0	1	1	0	0.21	0.16	0.37	0.21	0.37	Matches
366	Awad Al Nashri	sa KSA	MF	Al-Ittihad	23	2002	16	8	691	7.7	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
367	Bander Nasser	sa KSA	MF	Al-Khaleej	35	1990	9	1	223	2.5	0	1	1	0	0	0	0	0	0.00	0.40	0.40	0.00	0.40	Matches
368	Saad Al Nasser	sa KSA	DF	Al-Nassr	24	2001	17	7	639	7.1	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
369	Mohamed Nayef	sa KSA	MF	Al Okhdood SC	26	1998	14	1	236	2.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
370	Rúben Neves	pt POR	MF,DF	Al-Hilal	28	1997	31	31	2,748	30.5	12	6	18	4	8	9	4	0	0.39	0.20	0.59	0.13	0.33	Matches
371	Yvan Neyou	cm CMR	MF	Al Okhdood SC	28	1997	7	6	480	5.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
372	Tokmac Nguen	no NOR	MF	Al Okhdood SC	31	1993	13	9	693	7.7	1	0	1	1	0	0	3	1	0.13	0.00	0.13	0.13	0.13	Matches
373	Mohau Nkota	za RSA	MF,FW	Al-Ettifaq	20	2004	21	16	1,437	16.0	2	2	4	2	0	0	1	0	0.13	0.13	0.25	0.13	0.25	Matches
374	Abdulaziz Noor	sa KSA	MF	Neom	26	1999	11	5	428	4.8	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
375	Darwin Núñez	uy URU	FW,MF	Al-Hilal	26	1999	16	14	1,247	13.9	6	4	10	6	0	0	0	0	0.43	0.29	0.72	0.43	0.72	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
376	Abdurahman Al-Obaid	sa KSA	DF	Damac	32	1993	26	23	2,018	22.4	0	5	5	0	0	0	2	0	0.00	0.22	0.22	0.00	0.22	Matches
377	Mahdi Al Obud	sa KSA	MF	Al-Fateh	19	2005	11	3	325	3.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
378	Jonathan Okita	cd COD	MF,FW	Damac	29	1995	13	9	783	8.7	2	1	3	2	0	0	0	0	0.23	0.11	0.34	0.23	0.34	Matches
379	Teddy Okou	fr FRA	MF,FW	Al-Riyadh SC	27	1998	32	29	2,427	27.0	1	8	9	1	0	0	7	0	0.04	0.30	0.33	0.04	0.33	Matches
380	Madallah Al-Olayan	sa KSA	DF,MF	Al-Ettifaq	30	1994	20	11	933	10.4	1	1	2	1	0	0	1	0	0.10	0.10	0.19	0.10	0.19	Matches
381	Radi Al Otaibi	sa KSA	DF,MF	Al-Ettifaq	25	2000	24	17	1,594	17.7	0	2	2	0	0	0	2	0	0.00	0.11	0.11	0.00	0.11	Matches
382	Otávio	pt POR	MF	Al-Qadsiah	30	1995	15	14	1,180	13.1	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
383	Abdulaziz Al Othman	sa KSA	FW	Al-Shabab	21	2004	10	2	321	3.6	1	0	1	1	0	0	3	1	0.28	0.00	0.28	0.28	0.28	Matches
384	Othman Al Othman	sa KSA	MF	Al-Fateh	22	2003	13	4	320	3.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
385	Youssouf Oumarou	ne NIG	MF	Al-Hazem	32	1993	10	6	599	6.7	1	0	1	1	0	0	1	0	0.15	0.00	0.15	0.15	0.15	Matches
386	Fernando Pacheco	es ESP	GK	Al-Fateh	33	1992	31	31	2,710	30.1	0	0	0	0	0	0	0	1	0.00	0.00	0.00	0.00	0.00	Matches
387	Juan Pedroza	co COL	MF	Al Okhdood SC	26	1999	30	29	2,445	27.2	3	2	5	3	0	0	10	1	0.11	0.07	0.18	0.11	0.18	Matches
388	Danilo Pereira	pt POR	DF	Al-Ittihad	33	1991	31	31	2,790	31.0	2	1	3	2	0	0	5	0	0.06	0.03	0.10	0.06	0.10	Matches
389	Marin Petkov	bg BUL	FW,MF	Al-Taawoun	21	2003	15	14	1,149	12.8	2	2	4	2	0	0	2	0	0.16	0.16	0.31	0.16	0.31	Matches
390	Petros	br BRA	MF	Al Okhdood SC	36	1989	16	16	1,392	15.5	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
391	Shaquille Pinas	sr SUR	DF	Al Kholood Saudi Club	27	1998	30	29	2,591	28.8	1	2	3	0	1	1	2	0	0.03	0.07	0.10	0.00	0.07	Matches
392	Samuel Portugal	br BRA	GK	Al Okhdood SC	31	1994	27	27	2,430	27.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
393	Marin Prekodravac	hr CRO	DF	Al-Najma	20	2005	1	0	35	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
394	Abdullah Al Qahtani	sa KSA	MF,FW	Damac	26	1999	26	17	1,484	16.5	2	1	3	2	0	0	1	0	0.12	0.06	0.18	0.12	0.18	Matches
395	Husain Al Qahtani	sa KSA	MF	Al-Qadsiah	30	1994	4	0	60	0.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
396	Kheshim Al Qahtani	sa KSA	FW	Al-Taawoun	25	2000	3	0	27	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
397	Mohammed Al Qahtani	sa KSA	MF,FW	Al-Taawoun	23	2002	13	2	365	4.1	1	0	1	1	0	0	1	0	0.25	0.00	0.25	0.25	0.25	Matches
398	Mohammed Al Qahtani	sa KSA	FW	Al-Hilal	23	2002	3	0	25	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
399	Mohammed Al Qahtani		DF	Al Okhdood SC			1	0	45	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
400	Muhannad Al Qaidhi	sa KSA	DF	Al Okhdood SC	27	1998	18	7	802	8.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
401	Hussain Qassem	sa KSA	MF	Al-Fateh	27	1997	7	4	285	3.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
402	Julián Quiñones	mx MEX	FW	Al-Qadsiah	28	1997	31	31	2,717	30.2	33	4	37	31	2	2	4	0	1.09	0.13	1.23	1.03	1.16	Matches
403	Romell Quioto	hn HON	FW	Al-Najma	33	1991	9	7	565	6.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
404	Hassan Rabea	sa KSA	DF	Damac	22	2003	17	11	880	9.8	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
405	Abdullah Radif	sa KSA	FW	Al-Hilal	22	2003	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
406	Abdullah Radif	sa KSA	FW	Al-Fayha	22	2003	8	5	430	4.8	0	2	2	0	0	0	0	0	0.00	0.42	0.42	0.00	0.42	Matches
407	Saif Rajab	sa KSA	FW	Al-Taawoun	20	2004	7	0	55	0.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
408	Saif Rajab	sa KSA	FW	Al-Qadsiah	20	2004	3	0	49	0.5	0	1	1	0	0	0	0	0	0.00	1.84	1.84	0.00	1.84	Matches
409	Mobarak Al Rajeh	sa KSA	DF	Al-Shabab	21	2003	9	8	724	8.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
410	Predrag Rajković	rs SRB	GK	Al-Ittihad	29	1995	30	30	2,661	29.6	0	0	0	0	0	0	0	2	0.00	0.00	0.00	0.00	0.00	Matches
411	Luca Ramirez		FW	Al-Riyadh SC			4	1	91	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
412	Khaled Al Rammah	sa KSA	DF	Al-Fayha	20	2005	9	2	278	3.1	0	0	0	0	0	0	4	1	0.00	0.00	0.00	0.00	0.00	Matches
413	Jefferson Ramos		FW	Al-Fateh	20	2005	6	1	127	1.4	1	0	1	1	0	0	1	0	0.71	0.00	0.71	0.71	0.71	Matches
414	Saud Al Rashed	sa KSA	DF	Al-Hazem	27	1998	23	19	1,644	18.3	0	4	4	0	0	0	11	1	0.00	0.22	0.22	0.00	0.22	Matches
415	Fahad Al Rashidi	sa KSA	FW,MF	Al-Ahli	28	1997	3	0	12	0.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
416	Fahad Al Rashidi	sa KSA	FW,MF	Al-Taawoun	28	1997	11	0	102	1.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
417	Noor Al Rashidi	sa KSA	DF	Damac	30	1995	2	0	26	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
418	Pedro Rebocho	pt POR	DF	Al-Khaleej	30	1995	33	33	2,862	31.8	0	7	7	0	0	0	4	0	0.00	0.22	0.22	0.00	0.22	Matches
419	Mohamed Refaat		FW	Al-Fateh			4	1	54	0.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
420	Mateo Retegui	it ITA	FW	Al-Qadsiah	26	1999	28	27	2,337	26.0	16	1	17	12	4	4	6	0	0.62	0.04	0.65	0.46	0.50	Matches
421	Renne Rivas	ve VEN	DF	Al-Taawoun	22	2003	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
422	Marek Rodák	sk SVK	GK	Al-Ettifaq	28	1996	34	34	3,060	34.0	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
423	Gonçalo Rodrigues	pt POR	MF	Al-Najma	28	1997	14	10	991	11.0	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	Matches
424	Luciano Rodríguez	uy URU	FW,MF	Neom	22	2003	30	28	2,324	25.8	6	1	7	6	0	0	0	1	0.23	0.04	0.27	0.23	0.27	Matches
425	Cristiano Ronaldo	pt POR	FW	Al-Nassr	40	1985	30	30	2,601	28.9	28	2	30	22	6	8	2	0	0.97	0.07	1.04	0.76	0.83	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
426	Loreintz Rosier	fr FRA	MF	Al-Hazem	26	1998	31	30	2,673	29.7	1	1	2	1	0	0	4	0	0.03	0.03	0.07	0.03	0.07	Matches
427	Saeed Al Rubaie	sa KSA	DF	Al Okhdood SC	31	1994	19	19	1,570	17.4	4	1	5	4	0	0	8	0	0.23	0.06	0.29	0.23	0.29	Matches
428	Sattam Al Ruqi	sa KSA	MF	Al-Fayha	23	2002	1	0	10	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
429	Muhanad Al Saad	sa KSA	MF	Neom	22	2003	8	2	281	3.1	1	0	1	1	0	0	0	0	0.32	0.00	0.32	0.32	0.32	Matches
430	Marwane Saâdane	ma MAR	DF,MF	Al-Fateh	33	1992	29	28	2,494	27.7	0	1	1	0	0	0	8	0	0.00	0.04	0.04	0.00	0.04	Matches
431	Nawaf Al Saadi	sa KSA	MF	Al-Shabab	23	2001	8	1	187	2.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
432	Nawaf Al Saadi	sa KSA	MF	Damac	23	2001	10	0	155	1.7	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
433	Mohamed Al Saedi		MF	Al-Hazem			1	0	45	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
434	Mohammed Al-Saeed	sa KSA	DF	Al-Riyadh SC	28	1996	2	2	123	1.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
435	Abdulrahman Al Safari	sa KSA	DF,MF	Al Kholood Saudi Club	32	1993	18	9	888	9.9	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
436	Ziyad Al-Sahafi	sa KSA	DF	Al-Fayha	30	1994	9	3	261	2.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
437	Mohammed Al Sahihi		MF	Al-Fateh			10	1	131	1.5	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
438	Fashion Sakala	zm ZAM	MF,FW	Al-Fayha	28	1997	29	29	2,539	28.2	13	5	18	12	1	1	2	0	0.46	0.18	0.64	0.43	0.60	Matches
439	Makhir Saleh	sa KSA	DF	Al-Fayha	26	1999	13	7	620	6.9	1	0	1	1	0	0	3	0	0.15	0.00	0.15	0.15	0.15	Matches
440	Mohammed Saleh	sa KSA	MF	Al-Taawoun	25	2000	7	1	114	1.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
441	Mohammed Saleh	sa KSA	FW	Al-Najma	25	2000	5	2	162	1.8	1	0	1	1	0	0	0	1	0.56	0.00	0.56	0.56	0.56	Matches
442	Abdulla Al Salem	sa KSA	FW	Al-Qadsiah	32	1992	22	6	625	6.9	4	0	4	4	0	0	0	0	0.58	0.00	0.58	0.58	0.58	Matches
443	Ali Ayesh Al-Salem	sa KSA	DF	Al-Khaleej	26	1998	5	0	130	1.4	0	1	1	0	0	0	0	0	0.00	0.69	0.69	0.00	0.69	Matches
444	Ali Ayesh Al-Salem	sa KSA	DF	Al Okhdood SC	26	1998	18	16	1,401	15.6	0	1	1	0	0	0	3	0	0.00	0.06	0.06	0.00	0.06	Matches
445	Jalal Al Salem		FW	Al-Ettifaq			11	0	148	1.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
446	Saud Salem	sa KSA	MF	Al Okhdood SC	19	2005	5	1	127	1.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
447	Enes Sali	ro ROU	MF,FW	Al-Riyadh SC	19	2006	13	8	582	6.5	0	1	1	0	0	0	2	0	0.00	0.15	0.15	0.00	0.15	Matches
448	Mohammad Al Salkhadi	sy SYR	MF	Damac	24	2001	8	3	289	3.2	0	1	1	0	0	0	1	0	0.00	0.31	0.31	0.00	0.31	Matches
449	Awn Al Saluli	sa KSA	DF	Neom	26	1998	10	2	254	2.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
