	Standard	
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
1	Malek Al Abadalmanam	sa KSA	MF	Al-Fayha	27	1998	0.4	0	0	0		0.00	0.00			0	0	Matches
2	Saleh Al Abbas	sa KSA	FW	Al Okhdood SC	31	1993	7.7	1	9	2	22.2	1.17	0.26	0.11	0.50	0	0	Matches
3	Faris Abdi	sa KSA	DF	Neom	26	1999	27.5	0	6	5	83.3	0.22	0.18	0.00	0.00	0	0	Matches
4	Ali Abdoulraouf		MF	Al-Khaleej			1.4	0	2	1	50.0	1.45	0.73	0.00	0.00	0	0	Matches
5	Ahmed Abdu	sa KSA	FW	Neom	28	1996	4.7	1	13	3	23.1	2.77	0.64	0.08	0.33	0	0	Matches
6	Hayder Abdulkareem	iq IRQ	MF	Al-Nassr	20	2004	0.1	0	1	0	0.0	11.25	0.00	0.00		0	0	Matches
7	Majed Abdullah	sa KSA	FW	Al-Shabab	19	2006	1.3	0	5	1	20.0	3.91	0.78	0.00	0.00	0	0	Matches
8	Salem Abdullah	sa KSA	FW	Al-Ahli	17	2008	0.3	0	0	0		0.00	0.00			0	0	Matches
9	Mohamed Abdulrahman	sa KSA	DF,MF	Al-Ahli	22	2003	9.4	0	9	1	11.1	0.96	0.11	0.00	0.00	0	0	Matches
10	Fahad Al Abdulraziq	sa KSA	DF,MF	Al-Najma	25	2000	8.4	0	1	0	0.0	0.12	0.00	0.00		0	0	Matches
11	Faisal Al Abdulwahed	sa KSA	FW	Al-Fateh	20	2004	0.5	0	1	0	0.0	1.91	0.00	0.00		0	0	Matches
12	Abdulrahman Al-Aboud	sa KSA	MF	Al-Ittihad	30	1995	6.0	1	12	4	33.3	2.01	0.67	0.08	0.25	0	0	Matches
13	Khalil Al Absi	sa KSA	MF	Al-Riyadh SC	24	2001	7.4	1	9	4	44.4	1.22	0.54	0.11	0.25	0	0	Matches
14	Mohammed Al Absi	sa KSA	GK	Al-Ittihad	22	2002	3.4	0	0	0		0.00	0.00			0	0	Matches
15	Mohammed Abu Abd	sa KSA	DF,MF	Al Okhdood SC	23	2002	20.2	0	2	0	0.0	0.10	0.00	0.00		0	0	Matches
16	Abdulfattah Adam	sa KSA	FW	Al-Taawoun	30	1995	2.2	0	7	0	0.0	3.17	0.00	0.00		0	0	Matches
17	Yacine Adli	fr FRA	MF	Al-Shabab	25	2000	23.5	1	25	11	44.0	1.06	0.47	0.04	0.09	0	0	Matches
18	Waleed Al Ahmad	sa KSA	DF	Al-Qadsiah	26	1999	3.9	1	6	2	33.3	1.53	0.51	0.17	0.50	0	0	Matches
19	Waleed Al Ahmad	sa KSA	DF	Al-Taawoun	26	1999	14.7	4	14	4	28.6	0.95	0.27	0.29	1.00	0	0	Matches
20	Abdullah Al Ajian	sa KSA	FW	Al Kholood Saudi Club	20	2004	0.1	0	0	0		0.00	0.00			0	0	Matches
21	Yusuf Akçiçek	tr TUR	DF	Al-Hilal	19	2006	6.9	0	1	0	0.0	0.15	0.00	0.00		0	0	Matches
22	Mishal Al Alaeli	sa KSA	DF,MF	Al-Taawoun	21	2004	5.5	0	5	1	20.0	0.91	0.18	0.00	0.00	0	0	Matches
23	Hassan Al Ali	sa KSA	MF	Neom	23	2002	5.2	0	7	2	28.6	1.35	0.39	0.00	0.00	0	0	Matches
24	Mukhtar Ali	sa KSA	MF	Al-Ettifaq	27	1997	21.4	1	19	5	26.3	0.89	0.23	0.05	0.20	0	0	Matches
25	Nabil Alioui	fr FRA	MF,FW	Damac	26	1999	3.4	0	3	0	0.0	0.89	0.00	0.00		0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
26	Mohammed Alkhaibari	sa KSA	DF	Al-Riyadh SC	23	2002	23.4	0	15	1	6.7	0.64	0.04	0.00	0.00	0	0	Matches
27	Gastón Álvarez	uy URU	DF	Al-Qadsiah	25	2000	27.7	0	10	1	10.0	0.36	0.04	0.00	0.00	0	0	Matches
28	Turki Al Ammar	sa KSA	MF	Al-Qadsiah	25	1999	6.7	2	15	5	33.3	2.25	0.75	0.13	0.40	0	0	Matches
29	Abdulelah Al-Amri	sa KSA	DF	Al-Nassr	28	1997	19.9	2	16	3	18.8	0.80	0.15	0.13	0.67	0	0	Matches
30	Saleh Al-Amri	sa KSA	MF	Al-Khaleej	31	1993	11.8	3	17	7	41.2	1.44	0.59	0.18	0.43	0	0	Matches
31	Abdullah Al Anazi	sa KSA	MF,FW	Al-Fateh	22	2003	9.9	1	18	9	50.0	1.82	0.91	0.06	0.11	0	0	Matches
32	Ahmed Al Anazi		FW	Neom			0.4	0	0	0		0.00	0.00			0	0	Matches
33	Dhari Al Anazi	sa KSA	DF,MF	Damac	25	2000	25.9	0	10	1	10.0	0.39	0.04	0.00	0.00	0	0	Matches
34	Ângelo	br BRA	MF	Al-Nassr	20	2004	22.1	4	31	16	51.6	1.40	0.72	0.13	0.25	0	0	Matches
35	Leandro Antunes	pt POR	FW,MF	Al-Riyadh SC	28	1997	13.8	7	67	28	41.8	4.84	2.02	0.10	0.25	0	0	Matches
36	Sultan Al Anze		DF	Al-Shabab			1.5	0	0	0		0.00	0.00			0	0	Matches
37	Abdulrahman Al Anzi	sa KSA	DF	Al-Fayha	27	1998	1.1	0	0	0		0.00	0.00			0	0	Matches
38	Houssem Aouar	dz ALG	MF,FW	Al-Ittihad	27	1998	21.0	8	46	16	34.8	2.19	0.76	0.17	0.50	0	0	Matches
39	Nawaf Al Aqidi	sa KSA	GK	Al-Nassr	25	2000	10.7	0	0	0		0.00	0.00			0	0	Matches
40	Arielson	br BRA	FW	Damac	20	2004	7.0	1	10	4	40.0	1.43	0.57	0.10	0.25	0	0	Matches
41	Khaled Al Asbahi	ye YEM	MF	Al-Riyadh SC	22	2003	0.7	0	2	0	0.0	2.81	0.00	0.00		0	0	Matches
42	Ibrahim Ashi		DF,MF	Al Okhdood SC			5.2	0	1	0	0.0	0.19	0.00	0.00		0	0	Matches
43	Naif Asiri	sa KSA	DF	Al Okhdood SC	24	2001	13.9	1	2	1	50.0	0.14	0.07	0.50	1.00	0	0	Matches
44	Ali Al Asmari	sa KSA	MF	Neom	28	1997	7.0	0	5	2	40.0	0.72	0.29	0.00	0.00	0	0	Matches
45	Ali Al Asmari	sa KSA	MF	Al-Shabab	28	1997	8.3	0	14	2	14.3	1.69	0.24	0.00	0.00	0	0	Matches
46	Hassan Al Asmari	sa KSA	DF	Al Kholood Saudi Club	22	2002	4.5	0	2	0	0.0	0.45	0.00	0.00		0	0	Matches
47	Ahmed Assiri	sa KSA	DF	Al-Khaleej	33	1991	12.1	0	6	1	16.7	0.50	0.08	0.00	0.00	0	0	Matches
48	Valentin Atangana Edoa	fr FRA	MF	Al-Ahli	19	2005	20.9	5	17	6	35.3	0.81	0.29	0.29	0.83	0	0	Matches
49	Abdulquddus Atiah	sa KSA	GK	Al-Taawoun	28	1997	1.0	0	0	0		0.00	0.00			0	0	Matches
50	Abdulrazaq Awaji	sa KSA	FW	Al-Hazem	17	2007	0.1	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
51	Abdulmalek Al Ayiri	sa KSA	DF,MF	Neom	21	2003	11.0	1	10	2	20.0	0.91	0.18	0.10	0.50	0	0	Matches
52	Ali Azaizeh	jo JOR	MF,FW	Al-Shabab	21	2004	7.0	2	12	4	33.3	1.72	0.57	0.17	0.50	0	0	Matches
53	Saeed Ba Atiyah		MF,DF	Al-Fateh			27.9	1	10	4	40.0	0.36	0.14	0.10	0.25	0	0	Matches
54	Aboubacar Bah	gn GUI	MF	Al-Hazem	19	2005	23.0	3	22	4	18.2	0.96	0.17	0.14	0.75	0	0	Matches
55	Hattan Bahebri	sa KSA	MF,FW	Al Kholood Saudi Club	33	1992	24.7	5	32	13	40.6	1.29	0.53	0.16	0.38	0	0	Matches
56	Essam Bahri	sa KSA	DF	Al-Riyadh SC	20	2005	0.6	0	2	0	0.0	3.46	0.00	0.00		0	0	Matches
57	Ahmed Bahusayn	sa KSA	MF	Al-Taawoun	24	2001	3.4	0	2	1	50.0	0.59	0.30	0.00	0.00	0	0	Matches
58	Ahmed Bamasud	sa KSA	DF	Al-Fayha	29	1995	30.9	0	8	1	12.5	0.26	0.03	0.00	0.00	0	0	Matches
59	Amadou Bamba		MF	Al-Hazem			0.5	0	1	0	0.0	2.14	0.00	0.00		0	0	Matches
60	Mohammed Al Baqawi	sa KSA	DF	Al-Fayha	30	1995	29.9	0	4	0	0.0	0.13	0.00	0.00		0	0	Matches
61	Ibrahim Barabaa		MF	Al Kholood Saudi Club			0.1	0	0	0		0.00	0.00			0	0	Matches
62	Yoann Barbet	fr FRA	DF	Al-Riyadh SC	32	1993	31.2	2	37	8	21.6	1.19	0.26	0.05	0.25	0	0	Matches
63	Mohammed Barnawi	sa KSA	DF	Al-Ittihad	19	2005	0.3	0	0	0		0.00	0.00			0	0	Matches
64	Musa Barrow	gm GAM	FW	Al-Taawoun	26	1998	4.4	3	11	6	54.5	2.51	1.37	0.27	0.50	0	0	Matches
65	Christian Bassogog	cm CMR	MF,FW	Al Okhdood SC	29	1995	24.8	4	32	12	37.5	1.29	0.48	0.06	0.17	2	2	Matches
66	Mourad Batna	ma MAR	FW,MF	Al-Fateh	35	1990	26.5	9	89	39	43.8	3.36	1.47	0.04	0.10	5	7	Matches
67	Osama Al Bawardi		DF,MF	Al-Riyadh SC			20.4	0	5	3	60.0	0.24	0.15	0.00	0.00	0	0	Matches
68	Ibrahim Bayesh	iq IRQ	MF	Al-Riyadh SC	25	2000	11.3	1	9	4	44.4	0.79	0.35	0.11	0.25	0	0	Matches
69	Abdelkader Bedrane	dz ALG	DF	Damac	33	1992	26.2	3	22	7	31.8	0.84	0.27	0.14	0.43	0	0	Matches
70	Sofiane Bendebka	dz ALG	MF,FW	Al-Fateh	32	1992	24.8	9	49	23	46.9	1.98	0.93	0.14	0.30	2	2	Matches
71	Saïd Benrahma	dz ALG	MF	Neom	29	1995	22.6	10	83	31	37.3	3.68	1.37	0.08	0.23	3	3	Matches
72	Bento	br BRA	GK	Al-Nassr	26	1999	21.0	0	0	0		0.00	0.00			0	0	Matches
73	Karim Benzema	fr FRA	FW	Al-Ittihad	37	1987	13.2	8	46	26	56.5	3.48	1.97	0.13	0.23	2	3	Matches
74	Karim Benzema	fr FRA	FW	Al-Hilal	37	1987	7.9	9	22	16	72.7	2.78	2.03	0.41	0.56	0	1	Matches
75	Yassine Benzia	dz ALG	MF	Al-Fayha	30	1994	30.3	4	39	16	41.0	1.29	0.53	0.10	0.25	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
76	Steven Bergwijn	nl NED	MF	Al-Ittihad	27	1997	19.8	5	39	15	38.5	1.97	0.76	0.13	0.33	0	0	Matches
77	Adam Berry	eng ENG	MF	Al Kholood Saudi Club	19	2006	0.8	0	0	0		0.00	0.00			0	0	Matches
78	Mansor Al Beshe	sa KSA	MF,FW	Al-Fayha	25	2000	7.8	0	4	1	25.0	0.51	0.13	0.00	0.00	0	0	Matches
79	Biel	br BRA	FW,MF	Al-Taawoun	24	2001	10.1	1	13	4	30.8	1.28	0.39	0.08	0.25	0	0	Matches
80	Fahad bin Jumayah	sa KSA	DF,MF	Al-Taawoun	30	1995	0.3	0	0	0		0.00	0.00			0	0	Matches
81	Saud bin Zaydan	sa KSA	MF	Al-Riyadh SC	25	1999	0.6	0	0	0		0.00	0.00			0	0	Matches
82	Abdulaziz Al-Bishi	sa KSA	MF	Al-Ittihad	31	1994	3.5	1	9	4	44.4	2.57	1.14	0.11	0.25	0	0	Matches
83	Nasser Al Bishi	sa KSA	MF	Al-Riyadh SC	23	2002	2.2	0	1	0	0.0	0.46	0.00	0.00		0	0	Matches
84	Nasser Al Bishi		DF	Al-Shabab			0.1	0	0	0		0.00	0.00			0	0	Matches
85	Ameen Bokhari	sa KSA	GK	Al-Fateh	28	1997	3.8	0	0	0		0.00	0.00			0	0	Matches
86	Christopher Bonsu-Baah	gh GHA	MF	Al-Qadsiah	20	2004	29.6	3	30	11	36.7	1.01	0.37	0.10	0.27	0	0	Matches
87	Milan Borjan	ca CAN	GK	Al-Riyadh SC	37	1987	34.0	0	0	0		0.00	0.00			0	0	Matches
88	Mateo Borrell		MF	Al Okhdood SC			12.1	0	4	3	75.0	0.33	0.25	0.00	0.00	0	0	Matches
89	Saïmon Bouabré	fr FRA	MF,FW	Neom	19	2006	12.8	1	14	5	35.7	1.09	0.39	0.07	0.20	0	0	Matches
90	Saïmon Bouabré	fr FRA	FW	Al-Hilal	19	2006	1.7	0	2	1	50.0	1.21	0.60	0.00	0.00	0	0	Matches
91	Yassine Bounou	ma MAR	GK	Al-Hilal	34	1991	26.0	0	0	0		0.00	0.00			0	0	Matches
92	Nawaf Boushal	sa KSA	DF	Al-Nassr	25	1999	20.8	0	0	0		0.00	0.00			0	0	Matches
93	Bilal Boutobba	fr FRA	MF,FW	Al-Najma	26	1998	22.8	3	48	18	37.5	2.10	0.79	0.04	0.11	1	1	Matches
94	Abdelmounaim Boutouil	ma MAR	DF	Al-Hazem	27	1998	9.6	0	3	0	0.0	0.31	0.00	0.00		0	0	Matches
95	Victor Braga	br BRA	GK	Al-Najma	33	1992	30.4	0	0	0		0.00	0.00			0	0	Matches
96	Mohammed Al-Breik	sa KSA	DF	Neom	32	1992	11.5	1	5	3	60.0	0.44	0.26	0.20	0.33	0	0	Matches
97	Josh Brownhill	eng ENG	MF,FW	Al-Shabab	29	1995	27.2	4	35	13	37.1	1.29	0.48	0.09	0.23	1	1	Matches
98	Marcelo Brozović	hr CRO	MF	Al-Nassr	32	1992	26.9	0	14	5	35.7	0.52	0.19	0.00	0.00	0	0	Matches
99	Mohammed Bu Muaykil		FW	Al-Fateh			0.0	0	1	0	0.0	22.50	0.00	0.00		0	0	Matches
100	Mubarak Al Buainain	sa KSA	GK	Al-Nassr	19	2006	0.3	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
101	John Buckley	eng ENG	MF	Al Kholood Saudi Club	25	1999	29.9	2	31	7	22.6	1.04	0.23	0.06	0.29	0	0	Matches
102	Ali Al-Bulaihi	sa KSA	DF	Al-Shabab	35	1989	13.9	2	8	4	50.0	0.58	0.29	0.25	0.50	0	0	Matches
103	Ali Al-Bulaihi	sa KSA	DF	Al-Hilal	35	1989	1.0	0	1	0	0.0	1.01	0.00	0.00		0	0	Matches
104	Firas Al-Buraikan	sa KSA	FW,MF	Al-Ahli	25	2000	19.4	5	18	8	44.4	0.93	0.41	0.28	0.63	0	0	Matches
105	Heorhiy Bushchan	ua UKR	GK	Al-Shabab	31	1994	1.0	0	0	0		0.00	0.00			0	0	Matches
106	Marcin Bułka	pl POL	GK	Neom	25	1999	6.0	0	0	0		0.00	0.00			0	0	Matches
107	Francisco Calvo	cr CRC	DF,MF	Al-Ettifaq	33	1992	29.6	4	43	21	48.8	1.45	0.71	0.09	0.19	0	0	Matches
108	Haroune Camara	sa KSA	FW	Al-Nassr	27	1998	0.0	0	1	0	0.0	90.00	0.00	0.00		0	0	Matches
109	Haroune Camara	sa KSA	FW	Al-Shabab	27	1998	3.5	1	7	5	71.4	2.00	1.43	0.14	0.20	0	0	Matches
110	Mansour Camara	gn GUI	DF	Al Kholood Saudi Club	17	2007	6.3	0	4	1	25.0	0.63	0.16	0.00	0.00	0	0	Matches
111	João Cancelo	pt POR	DF	Al-Hilal	31	1994	1.9	0	4	1	25.0	2.08	0.52	0.00	0.00	0	0	Matches
112	Felippe Cardoso	br BRA	FW	Al-Najma	26	1998	13.6	4	28	11	39.3	2.05	0.81	0.14	0.36	0	0	Matches
113	Carlos	br BRA	FW,MF	Al-Shabab	29	1995	12.1	4	24	9	37.5	1.98	0.74	0.17	0.44	0	0	Matches
114	Yannick Carrasco	be BEL	MF,FW	Al-Shabab	31	1993	27.8	18	103	51	49.5	3.70	1.83	0.10	0.20	8	9	Matches
115	Gabriel Carvalho	br BRA	FW	Al-Qadsiah	17	2007	3.0	1	6	1	16.7	1.99	0.33	0.17	1.00	0	0	Matches
116	Koen Casteels	be BEL	GK	Al-Qadsiah	33	1992	31.7	0	0	0		0.00	0.00			0	0	Matches
117	Kaio César	br BRA	FW	Al-Hilal	21	2004	2.6	0	8	3	37.5	3.13	1.17	0.00	0.00	0	0	Matches
118	Kingsley Coman	fr FRA	MF	Al-Nassr	29	1996	28.3	10	82	31	37.8	2.90	1.09	0.11	0.29	1	1	Matches
119	João Costa	br BRA	MF,DF	Al-Ettifaq	20	2005	14.0	0	16	2	12.5	1.14	0.14	0.00	0.00	0	0	Matches
120	Juan Cozzani	ar ARG	GK	Al Kholood Saudi Club	26	1998	32.0	0	0	0		0.00	0.00			0	0	Matches
121	Awad Dahal	sa KSA	DF	Al-Ettifaq	20	2005	1.7	0	0	0		0.00	0.00			0	0	Matches
122	Sabri Dahal	sa KSA	MF,FW	Al-Fayha	17	2008	16.9	3	12	5	41.7	0.71	0.30	0.25	0.60	0	0	Matches
123	Abdurahman Al Dakheel	sa KSA	DF	Al-Hazem			20.6	1	7	4	57.1	0.34	0.19	0.14	0.25	0	0	Matches
124	Matteo Dams	be BEL	DF	Al-Ahli	21	2004	8.2	0	2	0	0.0	0.24	0.00	0.00		0	0	Matches
125	Abdulkarim Darisi	sa KSA	FW	Al-Hilal	22	2003	2.8	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
126	Faisal Darisi	sa KSA	DF	Al-Fateh	28	1997	2.5	0	1	1	100.0	0.39	0.39	0.00	0.00	0	0	Matches
127	David	br BRA	MF,FW	Damac	21	2004	7.5	0	10	5	50.0	1.34	0.67	0.00	0.00	0	0	Matches
128	Meshal Al Dawood	sa KSA	DF	Al-Hilal	17	2008	0.1	0	0	0		0.00	0.00			0	0	Matches
129	Khalifah Al Dawsari	sa KSA	DF	Neom	26	1999	23.9	1	5	2	40.0	0.21	0.08	0.20	0.50	0	0	Matches
130	Nasser Al-Dawsari	sa KSA	MF,DF	Al-Hilal	26	1998	18.0	0	14	3	21.4	0.78	0.17	0.00	0.00	0	0	Matches
131	Salem Al-Dawsari	sa KSA	FW,MF	Al-Hilal	33	1991	20.9	8	51	19	37.3	2.44	0.91	0.14	0.37	1	2	Matches
132	Wesley Delgado		MF,DF	Al-Fateh	21	2004	17.0	2	23	8	34.8	1.36	0.47	0.09	0.25	0	0	Matches
133	Moussa Dembélé	fr FRA	FW	Al-Ettifaq	29	1996	19.2	9	46	23	50.0	2.39	1.20	0.15	0.30	2	2	Matches
134	Merih Demiral	tr TUR	DF	Al-Ahli	27	1998	18.3	2	14	5	35.7	0.77	0.27	0.14	0.40	0	0	Matches
135	Abdulaziz Al Dhuwayhi	sa KSA	MF,FW	Al-Hazem	25	2000	8.7	4	13	8	61.5	1.49	0.92	0.31	0.50	0	0	Matches
136	Moussa Diaby	fr FRA	MF,FW	Al-Ittihad	26	1999	26.9	4	53	22	41.5	1.97	0.82	0.08	0.18	0	0	Matches
137	Abdurahman Al-Dossari	sa KSA	MF	Al Kholood Saudi Club	27	1997	19.5	1	11	3	27.3	0.56	0.15	0.09	0.33	0	0	Matches
138	Jamaan Al-Dossari	sa KSA	DF	Al Kholood Saudi Club	31	1993	0.8	0	0	0		0.00	0.00			0	0	Matches
139	Abdoulaye Doucouré	ml MLI	MF	Neom	32	1993	11.5	0	10	3	30.0	0.87	0.26	0.00	0.00	0	0	Matches
140	Mahamadou Doumbia	ml MLI	MF	Al-Ittihad	21	2004	12.4	1	36	8	22.2	2.91	0.65	0.03	0.13	0	0	Matches
141	Hisham Al Dubais	sa KSA	FW	Al-Najma	23	2001	4.6	0	3	0	0.0	0.66	0.00	0.00		0	0	Matches
142	Ondrej Duda	sk SVK	MF	Al-Ettifaq	30	1994	23.6	0	13	1	7.7	0.55	0.04	0.00	0.00	0	0	Matches
143	Nabil Dunga	eg EGY	MF	Al-Najma	29	1996	10.1	0	6	0	0.0	0.59	0.00	0.00		0	0	Matches
144	Abdulraouf Al Duqayl	sa KSA	GK	Al-Fayha	29	1995	2.0	0	0	0		0.00	0.00			0	0	Matches
145	Majid Duran		DF	Al-Najma			3.8	0	1	0	0.0	0.26	0.00	0.00		0	0	Matches
146	Majid Duran		MF,FW	Al-Ettifaq			3.5	0	1	1	100.0	0.29	0.29	0.00	0.00	0	0	Matches
147	Khaled Eid	sa KSA	DF	Al-Najma	25	2000	12.2	0	4	1	25.0	0.33	0.08	0.00	0.00	0	0	Matches
148	Abdulaziz Al Elewai	sa KSA	MF,FW	Al Kholood Saudi Club	21	2004	26.5	4	33	14	42.4	1.25	0.53	0.12	0.29	0	0	Matches
149	Youssef En-Nesyri	ma MAR	FW	Al-Ittihad	28	1997	11.5	6	17	10	58.8	1.48	0.87	0.29	0.50	1	1	Matches
150	Rayan Enad	sa KSA	MF,DF	Al-Fayha	24	2000	9.1	0	6	0	0.0	0.66	0.00	0.00		0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
151	Waleed Al-Enezi	sa KSA	GK	Al-Najma	29	1996	3.6	0	0	0		0.00	0.00			0	0	Matches
152	Ramiro Enrique	ar ARG	FW	Al Kholood Saudi Club	24	2001	24.5	15	71	30	42.3	2.90	1.23	0.17	0.40	3	3	Matches
153	Hussain Al Essa	sa KSA	MF	Al-Khaleej	24	2000	3.6	0	7	4	57.1	1.93	1.10	0.00	0.00	0	0	Matches
154	Mohammed Essa	sa KSA	MF,DF	Al-Hazem	23	2002	6.9	0	4	1	25.0	0.58	0.15	0.00	0.00	0	0	Matches
155	Sultan Al Essa	sa KSA	MF,DF	Al-Najma	20	2005	4.6	0	1	1	100.0	0.22	0.22	0.00	0.00	0	0	Matches
156	Sultan Al Essa	sa KSA	DF	Al-Hazem	20	2005	0.2	0	0	0		0.00	0.00			0	0	Matches
157	Fabinho	br BRA	MF,DF	Al-Ittihad	31	1993	29.3	1	14	6	42.9	0.48	0.20	0.00	0.00	1	1	Matches
158	Muath Fagihy	sa KSA	DF	Al-Ittihad	23	2002	1.5	0	2	0	0.0	1.37	0.00	0.00		0	0	Matches
159	Muath Fagihy	sa KSA	DF	Al Okhdood SC	23	2002	11.0	0	3	1	33.3	0.27	0.09	0.00	0.00	0	0	Matches
160	Romain Faivre	fr FRA	MF	Al-Taawoun	27	1998	1.3	1	5	2	40.0	3.78	1.51	0.20	0.50	0	0	Matches
161	Ayman Fallatah	sa KSA	MF	Neom	21	2003	1.1	0	3	1	33.3	2.67	0.89	0.00	0.00	0	0	Matches
162	Mohammed Fallatah	sa KSA	MF	Al-Ittihad	18	2007	0.4	0	0	0		0.00	0.00			0	0	Matches
163	Salman Al-Faraj	sa KSA	MF	Neom	35	1989	6.5	0	4	0	0.0	0.61	0.00	0.00		0	0	Matches
164	Mohammed Al Fatil	sa KSA	DF	Al-Najma	33	1992	8.6	0	4	0	0.0	0.47	0.00	0.00		0	0	Matches
165	Abdulaziz Al Fawaz	sa KSA	MF	Al-Fateh	17	2008	6.6	0	7	1	14.3	1.06	0.15	0.00	0.00	0	0	Matches
166	João Félix	pt POR	FW,MF	Al-Nassr	25	1999	32.3	20	116	51	44.0	3.60	1.58	0.16	0.37	1	1	Matches
167	Jorge Filipe Oliveira Fernandes	pt POR	DF	Al-Fateh	28	1997	27.7	2	16	3	18.8	0.58	0.11	0.13	0.67	0	0	Matches
168	Paolo Fernandes	es ESP	MF	Al-Khaleej	26	1998	19.6	4	48	21	43.8	2.45	1.07	0.06	0.14	1	1	Matches
169	Roger Fernandes	pt POR	MF,FW	Al-Ittihad	19	2005	12.8	2	18	4	22.2	1.40	0.31	0.11	0.50	0	0	Matches
170	Flávio	br BRA	MF	Al-Taawoun	29	1996	24.7	0	13	2	15.4	0.53	0.08	0.00	0.00	0	0	Matches
171	Deybi Flores	hn HON	MF	Al-Najma	29	1996	17.0	0	7	2	28.6	0.41	0.12	0.00	0.00	0	0	Matches
172	Kostas Fortounis	gr GRE	FW,MF	Al-Khaleej	32	1992	28.2	10	62	22	35.5	2.20	0.78	0.08	0.23	5	5	Matches
173	Angelo Fulgini	nc NCL	MF	Al-Taawoun	28	1996	26.8	5	39	18	46.2	1.45	0.67	0.13	0.28	0	1	Matches
174	Ahmed Gabal		FW	Al-Fateh			0.3	0	0	0		0.00	0.00			0	0	Matches
175	Galeno	br BRA	MF,FW	Al-Ahli	27	1997	20.1	1	39	14	35.9	1.94	0.70	0.03	0.07	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Silvère Ganvoula M'Boussy	cg CGO	FW	Al-Fayha	29	1996	13.4	4	35	10	28.6	2.61	0.75	0.11	0.40	0	0	Matches
177	Ahmed Al Ghamdi	sa KSA	MF	Al-Ittihad	23	2001	7.4	3	13	6	46.2	1.75	0.81	0.23	0.50	0	0	Matches
178	Faisal Al Ghamdi	sa KSA	MF	Al-Ittihad	23	2001	4.0	1	4	1	25.0	0.99	0.25	0.25	1.00	0	0	Matches
179	Faris Al Ghamdi	sa KSA	MF	Al-Ettifaq	22	2003	7.2	0	6	0	0.0	0.83	0.00	0.00		0	0	Matches
180	Hamed Al-Ghamdi	sa KSA	MF	Al-Ittihad	26	1999	1.6	0	3	1	33.3	1.93	0.64	0.00	0.00	0	0	Matches
181	Hazzaa Al Ghamdi	sa KSA	FW,MF	Damac	24	2001	9.4	0	12	2	16.7	1.27	0.21	0.00	0.00	0	0	Matches
182	Majed Al Ghamdi	sa KSA	GK	Al-Hazem	27	1998	3.5	0	0	0		0.00	0.00			0	0	Matches
183	Ziyad Al Ghamdi	sa KSA	FW	Al-Ettifaq	20	2005	1.0	0	3	1	33.3	3.00	1.00	0.00	0.00	0	0	Matches
184	Sultan Al-Ghanam	sa KSA	DF	Al-Nassr	31	1994	19.8	0	10	2	20.0	0.50	0.10	0.00	0.00	0	0	Matches
