	Playing Time	Performance	Per 90 Minutes	
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
154	Lucas Di Yorio	ar ARG	FW	Santos Laguna	28	1996	14	14	1,202	13.4	6	3	9	4	2	3	4	1	0.45	0.22	0.67	0.30	0.52	Matches
155	Nicolás Díaz Huincales	cl CHI	DF,MF	Puebla	26	1999	29	28	2,516	28.0	0	1	1	0	0	0	11	2	0.00	0.04	0.04	0.00	0.04	Matches
156	Ismael Díaz	pa PAN	MF,FW	León	28	1997	27	22	1,927	21.4	10	6	16	9	1	1	0	0	0.47	0.28	0.75	0.42	0.70	Matches
157	Jair Díaz	mx MEX	DF	Mazatlán	26	1998	22	18	1,645	18.3	0	1	1	0	0	0	8	0	0.00	0.05	0.05	0.00	0.05	Matches
158	Josué Díaz	mx MEX	DF	Cruz Azul	20	2004	1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
159	Willer Ditta	co COL	DF	Cruz Azul	27	1998	33	32	2,902	32.2	0	2	2	0	0	0	10	0	0.00	0.06	0.06	0.00	0.06	Matches
160	Alexei Dominguez	mx MEX	MF,FW	Pachuca	20	2005	24	19	1,430	15.9	2	3	5	2	0	0	2	0	0.13	0.19	0.31	0.13	0.31	Matches
161	Juan Domínguez	mx MEX	FW,MF	León	26	1998	15	11	813	9.0	1	1	2	1	0	0	0	0	0.11	0.11	0.22	0.11	0.22	Matches
162	Juan Domínguez	mx MEX	MF,FW	Toluca	26	1998	13	3	453	5.0	1	1	2	1	0	0	2	0	0.20	0.20	0.40	0.20	0.40	Matches
163	Julio Domínguez	mx MEX	DF	Atlético San Luis	37	1987	8	3	266	3.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
164	Dória	br BRA	DF	Atlas	30	1994	13	12	1,115	12.4	1	0	1	1	0	0	3	0	0.08	0.00	0.08	0.08	0.08	Matches
165	Jonathan dos Santos	mx MEX	MF	América	35	1990	22	12	1,025	11.4	0	1	1	0	0	0	3	0	0.00	0.09	0.09	0.00	0.09	Matches
166	Rodrigo Dourado	br BRA	MF	América	31	1994	15	13	1,101	12.2	0	1	1	0	0	0	4	0	0.00	0.08	0.08	0.00	0.08	Matches
167	Rodrigo Dourado	br BRA	MF	Atlético San Luis	31	1994	15	11	1,069	11.9	0	2	2	0	0	0	4	1	0.00	0.17	0.17	0.00	0.17	Matches
168	Anderson Duarte	uy URU	MF,FW	Atlético San Luis	21	2004	11	3	349	3.9	0	1	1	0	0	0	2	0	0.00	0.26	0.26	0.00	0.26	Matches
169	Anderson Duarte	uy URU	FW,MF	Mazatlán	21	2004	13	8	681	7.6	2	0	2	2	0	0	3	0	0.26	0.00	0.26	0.26	0.26	Matches
170	Bayron Duarte	co COL	DF	Querétaro	22	2003	10	8	724	8.0	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
171	Rubén Duarte	es ESP	DF	UNAM	29	1995	27	22	2,051	22.8	2	1	3	2	0	0	10	0	0.09	0.04	0.13	0.09	0.13	Matches
172	Dudu	br BRA	MF,FW	Mazatlán	25	1999	29	18	1,690	18.8	1	3	4	1	0	0	2	1	0.05	0.16	0.21	0.05	0.21	Matches
173	Emmanuel Echeverría	mx MEX	DF	Santos Laguna	21	2003	26	15	1,503	16.7	1	0	1	1	0	0	7	0	0.06	0.00	0.06	0.06	0.06	Matches
174	Rodrigo Echeverría	cl CHI	MF,DF	León	30	1995	33	33	2,884	32.0	0	1	1	0	0	0	8	0	0.00	0.03	0.03	0.00	0.03	Matches
175	Juan Echilvestre	mx MEX	DF	Santos Laguna	18	2007	3	0	52	0.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Javier Eduardo López	mx MEX	MF	Pachuca	30	1994	4	0	85	0.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
177	Francisco Eduardo Venegas	mx MEX	DF,MF	Querétaro	27	1998	29	23	1,879	20.9	0	0	0	0	0	0	5	1	0.00	0.00	0.00	0.00	0.00	Matches
178	Luis Enrique Quiñones	co COL	MF	Pachuca	34	1991	31	16	1,584	17.6	2	0	2	2	0	0	7	1	0.11	0.00	0.11	0.11	0.11	Matches
179	Carlos Ernesto Cisneros	mx MEX	MF	León	31	1993	3	1	84	0.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
180	Kevin Escamilla	mx MEX	MF	Tijuana	31	1994	7	1	184	2.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
181	Kevin Escamilla	mx MEX	MF,DF	Querétaro	31	1994	4	4	360	4.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
182	Thiago Espinosa	uy URU	DF	América	20	2004	4	1	86	1.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
183	Dagoberto Espinoza	mx MEX	DF,MF	América	21	2004	7	7	507	5.6	1	0	1	1	0	0	1	0	0.18	0.00	0.18	0.18	0.18	Matches
184	Lucas Esteves	br BRA	DF,MF	Atlético San Luis	25	2000	12	9	653	7.3	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
185	Ángel Estrada	mx MEX	MF	León	22	2003	12	3	331	3.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
186	Jaime Estrada	mx MEX	FW	Mazatlán	18	2007	1	0	11	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
187	Jose Estrada	mx MEX	FW	Toluca	18	2007	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
188	Oscar Estupiñan	co COL	FW	FC Juárez	28	1996	28	26	2,049	22.8	14	2	16	6	8	8	4	0	0.61	0.09	0.70	0.26	0.35	Matches
189	José Eulogio	mx MEX	GK	Pachuca	21	2004	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
190	Fábio	br BRA	FW	Mazatlán	28	1997	23	16	1,558	17.3	4	2	6	3	1	1	2	0	0.23	0.12	0.35	0.17	0.29	Matches
191	Kevin Facundo Gutiérrez	ar ARG	MF	Necaxa	28	1997	15	9	851	9.5	0	0	0	0	0	0	3	1	0.00	0.00	0.00	0.00	0.00	Matches
192	Franco Fagúndez	uy URU	MF	Santos Laguna	25	2000	1	0	8	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
193	Lorenzo Faravelli	ar ARG	MF	Cruz Azul	32	1993	16	7	652	7.2	0	1	1	0	0	0	1	1	0.00	0.14	0.14	0.00	0.14	Matches
194	Lorenzo Faravelli	ar ARG	MF	Necaxa	32	1993	16	15	1,349	15.0	0	2	2	0	0	0	3	1	0.00	0.13	0.13	0.00	0.13	Matches
195	Marco Farfan	us USA	DF	UANL	26	1998	13	10	900	10.0	1	1	2	1	0	0	2	1	0.10	0.10	0.20	0.10	0.20	Matches
196	Juan Fedorco	ar ARG	DF	Puebla	24	2000	11	11	922	10.2	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
197	Gabriel Fernández	uy URU	FW	Cruz Azul	31	1994	28	19	1,809	20.1	12	5	17	10	2	2	0	1	0.60	0.25	0.85	0.50	0.75	Matches
198	Rafael Fernández	mx MEX	DF	Tijuana	24	2000	30	30	2,627	29.2	1	2	3	1	0	0	10	1	0.03	0.07	0.10	0.03	0.10	Matches
199	Gustavo Ferrareis	br BRA	DF,MF	Atlas	29	1996	31	30	2,623	29.1	0	3	3	0	0	0	4	1	0.00	0.10	0.10	0.00	0.10	Matches
200	Álvaro Fidalgo	mx MEX	MF	América	28	1997	19	15	1,358	15.1	1	0	1	1	0	0	1	0	0.07	0.00	0.07	0.07	0.07	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Sebastián Fierro	mx MEX	MF	Mazatlán	23	2001	11	3	350	3.9	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
202	Iker Fimbres	mx MEX	MF	Monterrey	20	2005	20	9	900	10.0	2	0	2	2	0	0	0	0	0.20	0.00	0.20	0.20	0.20	Matches
203	Leonardo Flores	mx MEX	MF,FW	Atlético San Luis	22	2003	14	4	492	5.5	1	1	2	1	0	0	1	0	0.18	0.18	0.37	0.18	0.37	Matches
204	Marcelo Flores	ca CAN	MF	UANL	21	2003	18	11	943	10.5	4	0	4	4	0	0	0	0	0.38	0.00	0.38	0.38	0.38	Matches
205	Nicolas Fonseca	uy URU	MF	León	26	1998	15	13	1,135	12.6	0	0	0	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	Matches
206	Alexis Francisco Peña	mx MEX	DF	Necaxa	29	1996	28	28	2,291	25.5	2	0	2	2	0	0	2	1	0.08	0.00	0.08	0.08	0.08	Matches
207	Adonis Frías	ar ARG	DF	León	27	1998	5	4	369	4.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
208	Raymundo Fulgencio	mx MEX	MF,FW	FC Juárez	25	2000	23	8	733	8.1	1	2	3	1	0	0	2	0	0.12	0.25	0.37	0.12	0.37	Matches
209	Rogelio Funes Mori	mx MEX	FW	León	34	1991	22	8	709	7.9	1	0	1	1	0	0	1	0	0.13	0.00	0.13	0.13	0.13	Matches
210	Eduardo Gabriel	br BRA	DF	Pachuca	29	1996	32	32	2,876	32.0	0	0	0	0	0	0	9	1	0.00	0.00	0.00	0.00	0.00	Matches
211	Benjamín Galdames	mx MEX	MF	Atlético San Luis	24	2001	29	15	1,507	16.7	3	2	5	3	0	0	2	0	0.18	0.12	0.30	0.18	0.30	Matches
212	Benjamín Galindo Jr.	mx MEX	DF	Atlético San Luis	26	1999	12	12	1,074	11.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
213	Jesús Gallardo	mx MEX	DF,MF	Toluca	30	1994	27	23	2,156	24.0	5	5	10	4	1	1	11	0	0.21	0.21	0.42	0.17	0.38	Matches
214	Omar Gálvez	mx MEX	MF	Monterrey	19	2006	1	0	15	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
215	Ariel Gamarra	py PAR	MF	Puebla	22	2003	17	11	1,123	12.5	0	0	0	0	0	0	4	1	0.00	0.00	0.00	0.00	0.00	Matches
216	Luis Gamboa	mx MEX	FW	Atlas	16	2008	11	0	158	1.8	0	1	1	0	0	0	2	0	0.00	0.57	0.57	0.00	0.57	Matches
217	Amaury García	mx MEX	DF,MF	Cruz Azul	23	2001	17	5	595	6.6	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
218	Brian García	mx MEX	DF	Pachuca	27	1997	31	27	2,384	26.5	1	4	5	1	0	0	0	1	0.04	0.15	0.19	0.04	0.19	Matches
219	Denzell García	mx MEX	MF,DF	FC Juárez	21	2003	34	34	2,854	31.7	3	2	5	3	0	0	4	0	0.09	0.06	0.16	0.09	0.16	Matches
220	Gael García	mx MEX	MF	León	21	2004	1	0	6	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
221	Jordan García	co COL	GK	León	20	2005	3	3	270	3.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
222	Jorge García	mx MEX	MF	Mazatlán	23	2002	6	1	173	1.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
223	José García	mx MEX	DF	FC Juárez	29	1996	24	18	1,671	18.6	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
224	Luan Garcia	br BRA	DF	Toluca	32	1993	8	5	391	4.3	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
225	Mateo García	ar ARG	MF	Atlas	28	1996	20	13	1,040	11.6	3	1	4	3	0	0	1	0	0.26	0.09	0.35	0.26	0.35	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	Miguel Garcia	mx MEX	MF	Atlético San Luis	23	2001	32	19	1,644	18.3	1	3	4	1	0	0	4	0	0.05	0.16	0.22	0.05	0.22	Matches
227	Oscar Garcia	mx MEX	GK	León	22	2003	28	28	2,520	28.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
228	Stanley García	mx MEX	MF	UNAM	18	2006	2	0	15	0.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
229	Bryan Garnica	mx MEX	MF,DF	Puebla	29	1996	18	4	429	4.8	1	2	3	1	0	0	0	1	0.21	0.42	0.63	0.21	0.63	Matches
230	César Garza	mx MEX	MF	UNAM	20	2005	12	6	523	5.8	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
231	Jesús Garza	mx MEX	DF	UANL	25	2000	29	25	2,184	24.3	0	1	1	0	0	0	3	0	0.00	0.04	0.04	0.00	0.04	Matches
232	Valentín Gauthier	uy URU	DF	León	21	2003	15	12	1,119	12.4	0	0	0	0	0	0	3	1	0.00	0.00	0.00	0.00	0.00	Matches
233	Mourad El Ghezouani	ma MAR	FW	Tijuana	27	1998	24	18	1,550	17.2	3	1	4	3	0	0	4	1	0.17	0.06	0.23	0.17	0.23	Matches
234	André-Pierre Gignac	fr FRA	FW	UANL	39	1985	20	8	901	10.0	3	1	4	2	1	1	3	1	0.30	0.10	0.40	0.20	0.30	Matches
235	Said Godínez	mx MEX	MF	Mazatlán	20	2004	14	12	984	10.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
236	Alejandro Gómez	mx MEX	DF,MF	Tijuana	23	2002	33	23	2,187	24.3	2	0	2	2	0	0	7	0	0.08	0.00	0.08	0.08	0.08	Matches
237	Diego Gómez	mx MEX	MF	Necaxa	21	2003	2	0	5	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
238	Emiliano Gómez	uy URU	MF,FW	Puebla	23	2001	33	29	2,485	27.6	8	5	13	8	0	0	1	0	0.29	0.18	0.47	0.29	0.47	Matches
239	Luis Gómez	mx MEX	MF	Santos Laguna	18	2007	8	3	318	3.5	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
240	Miguel Gómez	mx MEX	DF,MF	Guadalajara	22	2002	21	4	554	6.2	0	2	2	0	0	0	1	0	0.00	0.32	0.32	0.00	0.32	Matches
241	Jaime Gómez Valencia	mx MEX	DF,MF	Querétaro	32	1993	24	19	1,595	17.7	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
242	Alfonso González	mx MEX	MF,FW	Atlas	30	1994	28	14	1,322	14.7	6	0	6	4	2	2	1	0	0.41	0.00	0.41	0.27	0.27	Matches
243	Alfonso González	mx MEX	MF	Monterrey	30	1994	1	0	20	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
244	Armando González	mx MEX	FW	Guadalajara	22	2003	34	30	2,381	26.5	24	2	26	20	4	5	3	0	0.91	0.08	0.98	0.76	0.83	Matches
245	Bryan González	mx MEX	MF,DF	Guadalajara	22	2003	34	34	2,909	32.3	5	5	10	5	0	0	2	0	0.15	0.15	0.31	0.15	0.31	Matches
246	Diego González	py PAR	MF,FW	Atlas	22	2003	32	29	2,515	27.9	6	7	13	4	2	2	4	0	0.21	0.25	0.47	0.14	0.39	Matches
247	Hugo González Durán	mx MEX	GK	Toluca	34	1990	18	18	1,617	18.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
248	Fernando González	mx MEX	MF	Querétaro	24	2001	14	4	469	5.2	0	1	1	0	0	0	0	0	0.00	0.19	0.19	0.00	0.19	Matches
249	Iván González	mx MEX	DF,MF	Mazatlán	18	2006	9	7	439	4.9	0	1	1	0	0	0	2	0	0.00	0.21	0.21	0.00	0.21	Matches
250	Joban González	mx MEX	MF	Tijuana	20	2005	3	0	46	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Jonathan González	mx MEX	MF	FC Juárez	26	1999	4	1	82	0.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
252	José González	mx MEX	FW	Atlético San Luis	26	1998	2	0	9	0.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
253	Owen González	mx MEX	MF,FW	Puebla	22	2003	18	8	789	8.8	1	0	1	1	0	0	1	0	0.11	0.00	0.11	0.11	0.11	Matches
254	Rogelio González	mx MEX	MF	Cruz Azul	20	2005	1	0	7	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
255	Fernando Gorriarán	uy URU	MF	UANL	30	1994	28	25	2,132	23.7	0	1	1	0	0	0	11	0	0.00	0.04	0.04	0.00	0.04	Matches
256	Omar Govea	mx MEX	MF	Guadalajara	29	1996	22	22	1,764	19.6	1	0	1	1	0	0	8	0	0.05	0.00	0.05	0.05	0.05	Matches
257	Carlos Gruezo	ec ECU	MF	Santos Laguna	30	1995	12	11	807	9.0	1	0	1	1	0	0	4	1	0.11	0.00	0.11	0.11	0.11	Matches
258	Andrés Gudiño	mx MEX	GK	Cruz Azul	28	1997	15	14	1,306	14.5	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
259	Javier Güemez	mx MEX	MF	Santos Laguna	33	1991	31	27	2,375	26.4	0	1	1	0	0	0	8	0	0.00	0.04	0.04	0.00	0.04	Matches
260	Edgar Guerra	co COL	MF,FW	Puebla	24	2001	23	20	1,627	18.1	4	2	6	4	0	0	6	1	0.22	0.11	0.33	0.22	0.33	Matches
261	Rafael Guerrero	mx MEX	DF	UANL	22	2003	6	2	214	2.4	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
262	Daniel Guillén	mx MEX	FW	Atlético San Luis	23	2001	3	0	61	0.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
263	Alexis Gutiérrez	mx MEX	MF	América	25	2000	23	13	1,055	11.7	1	2	3	1	0	0	1	0	0.09	0.17	0.26	0.09	0.26	Matches
264	Brian Gutiérrez	mx MEX	MF	Guadalajara	22	2003	17	9	915	10.2	2	1	3	2	0	0	4	0	0.20	0.10	0.30	0.20	0.30	Matches
265	Edson Gutiérrez	mx MEX	DF	Santos Laguna	29	1996	7	2	287	3.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
266	Erick Gutiérrez	mx MEX	MF	Guadalajara	30	1995	12	6	659	7.3	0	2	2	0	0	0	4	0	0.00	0.27	0.27	0.00	0.27	Matches
267	Ricardo Gutiérrez	mx MEX	GK	Puebla	28	1997	17	17	1,530	17.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
268	Ricardo Gutiérrez	mx MEX	GK	Mazatlán	28	1997	17	17	1,530	17.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
269	Nahuel Guzmán	ar ARG	GK	UANL	39	1986	34	34	3,060	34.0	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
270	Víctor Guzmán	mx MEX	DF	Monterrey	23	2002	24	20	1,841	20.5	1	0	1	1	0	0	3	1	0.05	0.00	0.05	0.05	0.05	Matches
271	Víctor Guzmán	mx MEX	MF	Pachuca	30	1995	32	12	1,483	16.5	5	7	12	5	0	0	2	1	0.30	0.42	0.73	0.30	0.73	Matches
272	Helinho	br BRA	MF,FW	Toluca	25	2000	16	10	871	9.7	7	3	10	4	3	3	3	1	0.72	0.31	1.03	0.41	0.72	Matches
273	Cristóbal Hernández	mx MEX	FW	Pachuca	17	2007	2	0	35	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
274	Fernando Hernández	mx MEX	MF	León	18	2006	1	0	16	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
275	Illian Hernandez	mx MEX	FW	Pachuca	25	2000	12	1	229	2.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
276	Javier Hernández	mx MEX	FW	Guadalajara	37	1988	5	0	117	1.3	1	0	1	1	0	0	0	0	0.77	0.00	0.77	0.77	0.77	Matches
277	Jesús Hernández	mx MEX	FW	Querétaro	21	2004	4	1	151	1.7	0	0	0	0	0	0	0	1	0.00	0.00	0.00	0.00	0.00	Matches
278	Jesús Hernández	mx MEX	MF,FW	Mazatlán	23	2001	21	10	929	10.3	1	1	2	1	0	0	0	0	0.10	0.10	0.19	0.10	0.19	Matches
279	Sebastián Hernández	mx MEX	DF	Querétaro	21	2004	2	0	44	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
280	Sergio Hernandez	mx MEX	MF,DF	Atlas	21	2004	26	20	1,705	18.9	0	2	2	0	0	0	2	0	0.00	0.11	0.11	0.00	0.11	Matches
281	Alberto Herrera	mx MEX	MF,DF	Mazatlán	24	2001	4	3	281	3.1	1	0	1	1	0	0	1	0	0.32	0.00	0.32	0.32	0.32	Matches
282	Héctor Herrera	mx MEX	MF	Toluca	35	1990	15	4	334	3.7	1	0	1	1	0	0	0	1	0.27	0.00	0.27	0.27	0.27	Matches
283	Ozziel Herrera	mx MEX	MF	UANL	24	2001	29	19	1,557	17.3	6	4	10	6	0	0	5	0	0.35	0.23	0.58	0.35	0.58	Matches
284	Héctor Holguín	mx MEX	GK	Santos Laguna	24	2001	3	2	201	2.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
285	Santiago Homenchenko	uy URU	MF,DF	Querétaro	21	2003	28	28	2,435	27.1	6	0	6	3	3	3	9	1	0.22	0.00	0.22	0.11	0.11	Matches
286	Nicolás Ibáñez	ar ARG	FW	UANL	30	1994	13	6	584	6.5	3	0	3	3	0	1	0	0	0.46	0.00	0.46	0.46	0.46	Matches
287	Nicolás Ibáñez	ar ARG	FW	Cruz Azul	30	1994	9	6	491	5.5	2	1	3	2	0	0	2	0	0.37	0.18	0.55	0.37	0.55	Matches
288	Oussama Idrissi	ma MAR	MF,FW	Pachuca	29	1996	28	23	1,604	17.8	5	2	7	4	1	2	5	1	0.28	0.11	0.39	0.22	0.34	Matches
289	Cristian Inda	mx MEX	MF	Guadalajara	17	2007	1	0	7	0.1	1	0	1	1	0	0	0	0	12.86	0.00	12.86	12.86	12.86	Matches
290	Jefferson Intriago	ec ECU	MF	Mazatlán	29	1996	2	1	61	0.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
291	Mauricio Isais	mx MEX	DF,MF	Toluca	24	2001	11	9	668	7.4	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
292	Omar Israel Mendoza	mx MEX	DF	Querétaro	36	1988	12	10	922	10.2	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
293	José Iván Rodríguez	mx MEX	MF	Necaxa	29	1996	15	15	1,285	14.3	0	0	0	0	0	0	7	0	0.00	0.00	0.00	0.00	0.00	Matches
294	José Iván Rodríguez	mx MEX	MF	León	29	1996	16	13	1,157	12.9	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
295	Tomás Jacob	ar ARG	DF,MF	Necaxa	21	2004	14	12	1,067	11.9	1	0	1	1	0	0	2	0	0.08	0.00	0.08	0.08	0.08	Matches
296	Oscar Jiménez	mx MEX	GK	León	36	1988	3	3	270	3.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
297	Tahiel Jiménez	mx MEX	FW	Santos Laguna	19	2006	12	0	155	1.7	0	1	1	0	0	0	1	0	0.00	0.58	0.58	0.00	0.58	Matches
298	Joaquim	br BRA	DF	UANL	26	1998	30	23	1,990	22.1	2	1	3	2	0	0	4	1	0.09	0.05	0.14	0.09	0.14	Matches
299	José Joaquín Esquivel	mx MEX	MF,DF	Mazatlán	27	1998	22	16	1,313	14.6	1	1	2	1	0	0	4	0	0.07	0.07	0.14	0.07	0.14	Matches
300	Julio José González	mx MEX	GK	Puebla	34	1991	11	10	945	10.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
301	Juan José Sánchez	mx MEX	DF	UANL	27	1998	19	12	1,093	12.1	0	0	0	0	0	0	6	2	0.00	0.00	0.00	0.00	0.00	Matches
302	José Juan Macías	mx MEX	FW	UNAM	25	1999	11	5	330	3.7	4	2	6	2	2	2	0	0	1.09	0.55	1.64	0.55	1.09	Matches
303	Juanpe	es ESP	DF	Atlético San Luis	34	1991	24	23	1,932	21.5	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
304	Ramón Juárez	mx MEX	DF	América	24	2001	25	18	1,562	17.4	2	0	2	2	0	0	2	1	0.12	0.00	0.12	0.12	0.12	Matches
305	Jhojan Julio	ec ECU	MF	Querétaro	27	1998	28	17	1,529	17.0	4	2	6	4	0	0	5	1	0.24	0.12	0.35	0.24	0.35	Matches
306	Juninho	br BRA	FW	UNAM	28	1996	17	13	982	10.9	7	3	10	4	3	3	0	0	0.64	0.27	0.92	0.37	0.64	Matches
307	Sebastián Jurado	mx MEX	GK	FC Juárez	27	1997	34	34	3,060	34.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
308	Kenedy	br BRA	MF	Pachuca	29	1996	28	18	1,600	17.8	6	2	8	6	0	0	1	0	0.34	0.11	0.45	0.34	0.45	Matches
309	Mateo Klimowicz	de GER	MF,FW	Atlético San Luis	25	2000	10	4	391	4.3	0	1	1	0	0	0	1	0	0.00	0.23	0.23	0.00	0.23	Matches
310	Roberto de la Rosa	mx MEX	FW,MF	Monterrey	25	2000	18	5	612	6.8	1	1	2	1	0	0	0	0	0.15	0.15	0.29	0.15	0.29	Matches
311	Diego Lainez	mx MEX	MF	UANL	25	2000	32	25	2,262	25.1	7	5	12	7	0	0	10	0	0.28	0.20	0.48	0.28	0.48	Matches
312	Mauro Laínez	mx MEX	DF,MF	Mazatlán	29	1996	29	7	1,026	11.4	0	3	3	0	0	0	3	0	0.00	0.26	0.26	0.00	0.26	Matches
313	Gibran Lajud	mx MEX	GK	Atlético San Luis	31	1993	2	1	155	1.7	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
314	Emilio Lara	mx MEX	DF	Necaxa	23	2002	18	10	1,065	11.8	0	0	0	0	0	0	5	1	0.00	0.00	0.00	0.00	0.00	Matches
