Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches,xG,npxG,xAG,Sh,source_file
118,Christian Cappis,us USA,MF,FC Dallas,,1999.0,15,9,835,9.3,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
119,Antonio Carlos,br BRA,DF,Houston Dynamo,,1993.0,13,11,1034,11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
120,Wikelman Carmona,ve VEN,"MF,FW",CF Montréal,,2003.0,12,10,792,8.8,4,2,6,4,0,0,1,0,0.45,0.23,0.68,0.45,0.68,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
121,Maxi Carrizo,us USA,MF,NYCFC,,2008.0,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
122,Wilder Cartagena,pe PER,MF,Orlando City,,1994.0,4,1,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
123,Cabral Carter,us USA,GK,LAFC,,2004.0,1,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
124,Nico Cavallo,us USA,"DF,MF",NYCFC,,2001.0,6,5,447,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
125,Brayan Ceballos,co COL,DF,NE Revolution,,2001.0,8,8,630,7.0,2,0,2,2,0,0,3,0,0.29,0.0,0.29,0.29,0.29,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
126,Roman Celentano,us USA,GK,FC Cincinnati,,2000.0,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
127,Edwin Cerrillo,us USA,MF,LA Galaxy,,2000.0,14,12,1117,12.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
128,Dylan Chambost,fr FRA,MF,Columbus Crew,,1997.0,12,9,765,8.5,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
129,Tomás Chancalay,ar ARG,"FW,MF",Minnesota Utd,,1999.0,15,13,1114,12.4,1,3,4,1,0,0,3,0,0.08,0.24,0.32,0.08,0.32,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
130,Kieran Chandler,us USA,DF,Minnesota Utd,,2005.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
131,Diego Chará,co COL,MF,Portland Timbers,,1986.0,10,5,545,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
132,Gabriel Chaves,br BRA,"MF,FW",LA Galaxy,,2001.0,14,14,1211,13.5,5,4,9,5,0,0,5,1,0.37,0.3,0.67,0.37,0.67,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
133,Justin Che,us USA,DF,RB New York,,2003.0,8,6,554,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
134,Yevhen Cheberko,ua UKR,"DF,MF",Columbus Crew,,1998.0,3,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
135,Andrei Chirilă,us USA,DF,FC Cincinnati,,2008.0,6,4,419,4.7,1,0,1,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
136,Micah Chisholm,ca CAN,DF,Toronto FC,,2004.0,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
137,Mathieu Choinière,ca CAN,MF,LAFC,,1999.0,15,8,753,8.4,2,1,3,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
138,José Cifuentes,ec ECU,MF,Toronto FC,,1999.0,10,10,792,8.8,1,1,2,1,0,0,3,0,0.11,0.11,0.23,0.11,0.23,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
139,Markus Cimermancic,ca CAN,MF,Toronto FC,,2004.0,2,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
140,Caden Clark,us USA,MF,D.C. United,,2003.0,7,0,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
141,Will Cleary,us USA,DF,Charlotte,,2003.0,2,1,106,1.2,0,1,1,0,0,0,0,0,0.0,0.85,0.85,0.0,0.85,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
142,Stefan Cleveland,us USA,GK,Sporting KC,,1994.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
143,Noah Cobb,us USA,DF,Colorado Rapids,,2005.0,7,2,293,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
144,Alonso Coello,es ESP,MF,Toronto FC,,1999.0,14,12,1028,11.4,0,3,3,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
145,Michael Collodi,us USA,GK,FC Dallas,,2001.0,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
146,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,,2002.0,1,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
147,Matthew Corcoran,us USA,MF,Nashville SC,,2006.0,11,8,714,7.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
148,Sergio Córdova,ve VEN,"FW,MF",St. Louis City,,1997.0,10,4,495,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
149,David Costa,pt POR,MF,Portland Timbers,,2001.0,11,11,892,9.9,1,3,4,1,0,0,1,0,0.1,0.3,0.4,0.1,0.40,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
150,Vitor Costa,br BRA,"DF,MF",SJ Earthquakes,,1994.0,3,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
151,Cade Cowell,us USA,"FW,MF",RB New York,,2003.0,13,13,879,9.8,1,3,4,1,0,0,1,0,0.1,0.31,0.41,0.1,0.41,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
152,Brandan Craig,us USA,DF,CF Montréal,,2004.0,5,2,298,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
153,Maxime Crépeau,ca CAN,GK,Orlando City,,1994.0,14,14,1185,13.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
154,Andrés Cubas,py PAR,MF,Vancouver W'caps,,1996.0,11,10,860,9.6,0,1,1,0,0,0,5,0,0.0,0.1,0.1,0.0,0.10,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
155,Mauricio Cuevas,us USA,"DF,MF",LA Galaxy,,2003.0,12,7,723,8.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
156,Christopher Cupps,us USA,DF,Chicago Fire,,2008.0,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
157,Hugo Cuypers,be BEL,FW,Chicago Fire,,1997.0,11,11,989,11.0,13,0,13,11,2,4,1,0,1.18,0.0,1.18,1.0,1.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
158,Jayden Da,us USA,FW,NE Revolution,,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
159,Bruno Damiani,uy URU,FW,Philadelphia Union,,2002.0,15,13,1107,12.3,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
160,Dagur Dan Þórhallsson,is ISL,"MF,DF",CF Montréal,,2000.0,10,7,606,6.7,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
161,Daniel,br BRA,GK,SJ Earthquakes,,1994.0,15,14,1327,14.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
162,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,,1999.0,9,6,468,5.2,1,0,1,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
163,Juan David Mosquera,co COL,DF,Portland Timbers,,2002.0,3,1,70,0.8,1,1,2,1,0,0,0,0,1.29,1.29,2.57,1.29,2.57,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
164,Jake Davis,us USA,"DF,MF",Sporting KC,,2002.0,13,12,1031,11.5,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
165,Rodrigo De Paul,ar ARG,MF,Inter Miami,,1994.0,13,13,1170,13.0,4,4,8,4,0,0,4,0,0.31,0.31,0.62,0.31,0.62,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
166,Osaze De Rosario,gy GUY,FW,Seattle Sounders,,2001.0,11,4,359,4.0,2,0,2,2,0,0,0,0,0.5,0.0,0.5,0.5,0.50,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
167,Jonathan Dean,us USA,DF,Chicago Fire,,1997.0,11,9,779,8.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
168,Louicius Deedson,ht HAI,MF,FC Dallas,,2001.0,7,3,254,2.8,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
169,Marky Delgado,us USA,MF,LAFC,,1995.0,14,11,1010,11.2,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
170,Patrickson Delgado,ec ECU,"MF,FW",FC Dallas,,2003.0,12,6,490,5.4,2,0,2,2,0,0,2,0,0.37,0.0,0.37,0.37,0.37,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
171,Kévin Denkey,tg TOG,FW,FC Cincinnati,,2000.0,14,13,1167,13.0,9,2,11,7,2,2,4,1,0.69,0.15,0.85,0.54,0.69,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
172,Mikkel Desler,dk DEN,DF,Austin FC,,1995.0,9,6,550,6.1,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
173,Djibril Diani,fr FRA,MF,Charlotte,,1998.0,14,8,658,7.3,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
174,Jefferson Díaz,co COL,DF,Minnesota Utd,,2000.0,13,13,1150,12.8,0,1,1,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
175,Mamadou Dieng,sn SEN,FW,Minnesota Utd,,2004.0,13,2,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
176,Griffin Dillon,us USA,MF,Real Salt Lake,,2003.0,8,3,322,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
177,Puso Dithejane,za RSA,MF,Chicago Fire,,2004.0,8,1,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
178,Innocent Dje,ci CIV,MF,Chicago Fire,,2003.0,13,10,898,10.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
179,Nikola Djordjevic,us USA,DF,Vancouver W'caps,,2002.0,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
180,Ronald Donkor,gh GHA,MF,RB New York,,2004.0,14,14,1180,13.1,1,4,5,1,0,0,4,0,0.08,0.31,0.38,0.08,0.38,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
181,Shane Donovan,us USA,MF,Sporting KC,,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
182,Griffin Dorsey,us USA,"MF,DF",Orlando City,,1999.0,12,11,951,10.6,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
183,C.J. dos Santos,cv CPV,GK,San Diego FC,,2000.0,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
184,Matthew Dos Santos,us USA,DF,RB New York,,2008.0,14,13,930,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
185,Hassani Dotson,us USA,MF,Seattle Sounders,,1997.0,10,7,566,6.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
186,Anders Dreyer,dk DEN,"FW,MF",San Diego FC,,1998.0,15,14,1284,14.3,6,7,13,4,2,2,0,0,0.42,0.49,0.91,0.28,0.77,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
187,Manu Duah,gh GHA,DF,San Diego FC,,2005.0,14,14,1199,13.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
188,Nicolás Dubersarsky,ar ARG,MF,Austin FC,,2004.0,11,7,659,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
189,Morris Duggan,de GER,DF,Minnesota Utd,,2000.0,15,15,1350,15.0,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
190,Bryce Duke,us USA,DF,San Diego FC,,2001.0,4,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
191,Kyle Duncan,us USA,"MF,DF",Minnesota Utd,,1997.0,12,10,828,9.2,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
192,Chris Durkin,us USA,MF,St. Louis City,,2000.0,13,13,1128,12.5,2,0,2,2,0,0,7,1,0.16,0.0,0.16,0.16,0.16,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
193,Jeremy Ebobisse,us USA,FW,LAFC,,1997.0,6,1,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
194,Ender Echenique,ve VEN,MF,FC Cincinnati,,2004.0,13,8,775,8.6,1,4,5,1,0,0,1,0,0.12,0.46,0.58,0.12,0.58,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
195,Daniel Edelman,us USA,MF,St. Louis City,,2003.0,13,12,1071,11.9,1,2,3,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
196,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,,1992.0,1,1,23,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
197,Matthew Edwards,us USA,DF,Atlanta Utd,,2003.0,7,2,255,2.8,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
198,Raheem Edwards,ca CAN,"DF,MF",Toronto FC,,1995.0,12,9,737,8.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
199,Wilson Eisner,us USA,DF,San Diego FC,,2002.0,4,0,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
200,Troy Elgersma,,MF,LA Galaxy,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
201,Jack Elliott,eng ENG,DF,Chicago Fire,,1995.0,12,12,1025,11.4,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
202,Justin Ellis,us USA,"FW,MF",Orlando City,,2007.0,8,7,534,5.9,1,2,3,1,0,0,0,0,0.17,0.34,0.51,0.17,0.51,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
203,Rayan Elloumi,tn TUN,FW,Vancouver W'caps,,2007.0,10,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
204,Lukas Engel,dk DEN,DF,Real Salt Lake,,1998.0,8,8,659,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
205,Lawrence Ennali,de GER,"MF,DF",Houston Dynamo,,2002.0,14,12,1085,12.1,3,2,5,3,0,0,2,0,0.25,0.17,0.41,0.25,0.41,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
206,Olger Escobar,gt GUA,"MF,FW",CF Montréal,,2006.0,12,4,291,3.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
207,Cristian Espinoza,ar ARG,"MF,FW",Nashville SC,,1995.0,14,11,988,11.0,3,6,9,3,0,0,1,0,0.27,0.55,0.82,0.27,0.82,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
208,Derrick Etienne,ht HAI,"MF,FW",Toronto FC,,1996.0,11,6,646,7.2,2,0,2,2,0,0,0,0,0.28,0.0,0.28,0.28,0.28,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
209,Stephen Eustáquio,ca CAN,MF,LAFC,,1996.0,10,7,601,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.30,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
210,Evander,br BRA,"MF,FW",FC Cincinnati,,1998.0,14,13,1109,12.3,9,6,15,6,3,3,2,0,0.73,0.49,1.22,0.49,0.97,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
211,Matthew Evans,gt GUA,MF,LAFC,,2006.0,1,1,55,0.6,0,1,1,0,0,0,1,0,0.0,1.64,1.64,0.0,1.64,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
212,Nicolás Ezequiel Fernández,ar ARG,FW,NYCFC,,2000.0,15,15,1323,14.7,10,3,13,8,2,2,4,0,0.68,0.2,0.88,0.54,0.75,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
213,Diego Fagúndez,uy URU,MF,NE Revolution,,1995.0,9,1,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
214,Maximiliano Falcón,uy URU,DF,Inter Miami,,1997.0,9,9,810,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
215,Fallou Fall,sn SEN,DF,St. Louis City,,2004.0,5,2,224,2.5,1,0,1,1,0,0,1,0,0.4,0.0,0.4,0.4,0.40,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
216,Mamadou Fall,sn SEN,DF,St. Louis City,,2002.0,3,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
217,Arnau Farnós,es ESP,MF,NYCFC,,2003.0,7,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
218,Andrew Farrell,us USA,DF,NE Revolution,,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
219,Logan Farrington,us USA,"FW,MF",FC Dallas,,2001.0,14,9,780,8.7,6,2,8,5,1,1,3,0,0.69,0.23,0.92,0.58,0.81,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
220,Mohamed Farsi,dz ALG,"MF,DF",Columbus Crew,,1999.0,6,2,208,2.3,0,2,2,0,0,0,0,0,0.0,0.87,0.87,0.0,0.87,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
221,Ilay Feingold,il ISR,DF,NE Revolution,,2004.0,9,8,666,7.4,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
222,Nick Fernandez,us USA,MF,SJ Earthquakes,,2001.0,11,3,317,3.5,1,2,3,1,0,0,0,0,0.28,0.57,0.85,0.28,0.85,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
223,Duran Ferree,us USA,GK,San Diego FC,,2006.0,13,12,1081,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
224,Jesús Ferreira,us USA,MF,Seattle Sounders,,2000.0,13,11,861,9.6,2,3,5,2,0,1,1,0,0.21,0.31,0.52,0.21,0.52,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
225,Dominik Fitz,at AUT,"FW,MF",Minnesota Utd,,1999.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
226,Gilberto Flores,py PAR,DF,FC Cincinnati,,2003.0,7,4,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
227,Max Floriani,us USA,DF,SJ Earthquakes,,2003.0,2,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
228,CJ Fodrey,us USA,FW,Austin FC,,2004.0,13,2,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
229,Mamadou Fofana,ml MLI,DF,NE Revolution,,1998.0,13,13,1170,13.0,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
230,Emil Forsberg,se SWE,MF,RB New York,,1991.0,14,13,1075,11.9,1,3,4,1,0,0,0,0,0.08,0.25,0.33,0.08,0.33,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
231,Ajani Fortune,tt TRI,MF,Atlanta Utd,,2002.0,9,4,448,5.0,2,0,2,2,0,0,0,0,0.4,0.0,0.4,0.4,0.40,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
232,Jimer Fory,co COL,DF,Portland Timbers,,2002.0,13,13,1067,11.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
233,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,,2003.0,11,9,769,8.5,2,2,4,2,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
234,Ian Fray,jm JAM,DF,Inter Miami,,2002.0,11,9,663,7.4,1,1,2,1,0,0,4,0,0.14,0.14,0.27,0.14,0.27,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
235,Wayne Frederick,tt TRI,"MF,DF",Colorado Rapids,,2004.0,13,10,929,10.3,2,2,4,2,0,0,1,1,0.19,0.19,0.39,0.19,0.39,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
236,Matt Freese,us USA,GK,NYCFC,,1998.0,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
237,Malcolm Fry,us USA,FW,NE Revolution,,2005.0,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
238,Matías Galarza,py PAR,"MF,FW",Atlanta Utd,,2002.0,10,8,663,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
239,Jon Gallagher,ie IRL,"DF,MF",Austin FC,,1996.0,15,13,1188,13.2,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
240,Carlos Garcés,co COL,DF,LA Galaxy,,2001.0,10,8,704,7.8,0,1,1,0,0,0,3,1,0.0,0.13,0.13,0.0,0.13,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
241,Manu García,es ESP,"MF,FW",Sporting KC,,1998.0,14,11,1002,11.1,1,3,4,1,0,0,2,0,0.09,0.27,0.36,0.09,0.36,Matches,0.0,0.0,0.0,0.0,mls_standard_clean.csv
