Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches,xG,npxG,xAG,Sh,source_file
236,Therence Koudou,fr FRA,MF,Mechelen,20,2004,37,36,3046,33.8,5,2,7,5,0,0,5,0,0.15,0.06,0.21,0.15,0.21,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
237,Boubakar Kouyaté,ml MLI,DF,Antwerp,28,1997,23,13,1184,13.2,1,0,1,1,0,0,7,1,0.08,0.0,0.08,0.08,0.08,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
238,Léandre Kuavita,be BEL,MF,Standard Liège,21,2004,13,1,317,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
239,Roman Květ,cz CZE,"MF,FW",Dender,27,1997,32,30,2545,28.3,5,0,5,5,0,0,5,0,0.18,0.0,0.18,0.18,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
240,Reda Laalaoui,ma MAR,MF,Westerlo,20,2005,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
241,Sami Lahssaini,be BEL,MF,La Louvière,26,1998,32,31,2764,30.7,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
242,Djibril Lamego,fr FRA,DF,La Louvière,22,2003,30,29,2554,28.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
243,Senne Lammens,be BEL,GK,Antwerp,23,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
244,Bas Langenbick,be BEL,GK,Cercle Brugge,22,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
245,Amando Lapage,be BEL,DF,Westerlo,20,2004,16,14,1267,14.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
246,Lion Lauberbach,de GER,FW,Mechelen,27,1998,22,21,1866,20.7,6,1,7,6,0,0,4,0,0.29,0.05,0.34,0.29,0.34,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
247,Tobias Lawal,at AUT,GK,Genk,25,2000,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
248,Henry Lawrence,eng ENG,"DF,MF",Standard Liège,23,2001,30,27,2429,27.0,2,0,2,2,0,0,5,0,0.07,0.0,0.07,0.07,0.07,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
249,Félix Lemaréchal,fr FRA,MF,Club Brugge,21,2003,2,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
250,Victoir Lembi,be BEL,DF,Dender,19,2005,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
251,Laurent Lemoine,be BEL,DF,Zulte Waregem,27,1998,22,19,1671,18.6,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
252,Mauro Lenaerts,be BEL,MF,Mechelen,17,2007,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
253,Matt Lendfers,be BEL,GK,Sint-Truiden,19,2006,2,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
254,Fedde Leysen,be BEL,DF,Union SG,22,2003,27,20,1877,20.9,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
255,Tobe Leysen,be BEL,GK,OH Leuven,23,2002,32,32,2858,31.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
256,Jordi Liongola,bi BDI,"MF,DF",La Louvière,25,2000,31,30,2613,29.0,2,6,8,1,1,1,10,0,0.07,0.21,0.28,0.03,0.24,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
257,Enric Llansana,nl NED,MF,Anderlecht,24,2001,29,19,1710,19.0,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
258,Enrique Lofolomo,de GER,"MF,DF",Zulte Waregem,25,2000,22,14,1313,14.6,0,2,2,0,0,1,7,0,0.0,0.14,0.14,0.0,0.14,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
259,Thierry Lutonda,be BEL,"MF,DF",La Louvière,24,2000,26,22,1721,19.1,1,1,2,1,0,0,0,0,0.05,0.05,0.1,0.05,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
260,Ali Maamar,ma MAR,DF,Anderlecht,20,2005,25,14,1368,15.2,0,4,4,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
261,Kevin Mac Allister,ar ARG,DF,Union SG,27,1997,34,34,2926,32.5,1,1,2,1,0,0,11,1,0.03,0.03,0.06,0.03,0.06,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
262,Mathieu Maertens,be BEL,"MF,FW",OH Leuven,30,1995,35,12,1283,14.3,1,3,4,1,0,0,5,0,0.07,0.21,0.28,0.07,0.28,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
263,Owen Maes,fr FRA,MF,La Louvière,26,1998,22,14,1274,14.2,0,1,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
264,Gary Magnée,be BEL,"DF,MF",Cercle Brugge,25,1999,34,31,2888,32.1,4,7,11,0,4,5,4,0,0.12,0.22,0.34,0.0,0.22,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
265,Maxence Maisonneuve,fr FRA,DF,La Louvière,26,1999,31,24,2298,25.5,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
266,Cristian Makate,gq EQG,FW,La Louvière,22,2002,6,0,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
267,Cristian Makate,gq EQG,FW,Union SG,22,2002,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
268,Noah Makembo,be BEL,FW,La Louvière,18,2007,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
269,Luc Marijnissen,nl NED,DF,Dender,22,2003,35,35,3057,34.0,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
270,José Marsà,es ESP,"DF,MF",Mechelen,23,2002,33,28,2591,28.8,1,2,3,1,0,0,4,0,0.03,0.07,0.1,0.03,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
271,Kaito Matsuzawa,jp JPN,MF,Sint-Truiden,24,2001,32,3,712,7.9,2,2,4,2,0,0,1,0,0.25,0.25,0.51,0.25,0.51,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
272,Youssef Maziz,fr FRA,"MF,FW",OH Leuven,27,1998,36,24,2092,23.2,3,4,7,3,0,0,6,0,0.13,0.17,0.3,0.13,0.30,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
273,Jay-David Mbalanda,fr FRA,MF,Sint-Truiden,18,2007,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
274,Lucas Mbamba,be BEL,DF,Westerlo,18,2006,14,9,766,8.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
275,Noah Mbamba,be BEL,MF,Dender,20,2005,33,33,2687,29.9,2,2,4,2,0,0,4,0,0.07,0.07,0.13,0.07,0.13,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
276,Malick Mbaye,sn SEN,FW,Zulte Waregem,21,2004,6,0,66,0.7,1,0,1,1,0,0,0,0,1.36,0.0,1.36,1.36,1.36,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
277,Loïc Mbe Soh,fr FRA,DF,Sint-Truiden,24,2001,14,9,918,10.2,2,0,2,2,0,0,1,0,0.2,0.0,0.2,0.2,0.20,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
278,Freddy Mbemba,fr FRA,FW,Charleroi,22,2002,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
279,Isaac Mbenza,be BEL,MF,Charleroi,29,1996,4,2,188,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
280,Dire Mebude,sct SCO,MF,Westerlo,21,2004,13,1,389,4.3,2,0,2,2,0,0,0,0,0.46,0.0,0.46,0.46,0.46,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
281,Brandon Mechele,be BEL,DF,Club Brugge,32,1993,39,39,3433,38.1,5,2,7,5,0,0,4,0,0.13,0.05,0.18,0.13,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
282,Yaimar Medina,ec ECU,"DF,MF",Genk,20,2004,27,18,1528,17.0,0,3,3,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
283,Nayel Mehssatou,cl CHI,MF,Standard Liège,23,2002,29,10,1057,11.7,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
284,Bjorn Meijer,nl NED,DF,Club Brugge,22,2003,27,9,1033,11.5,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
285,Oucasse Mendy,fr FRA,FW,La Louvière,24,2001,17,12,923,10.3,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
286,Ryan Merlen,fr FRA,MF,Sint-Truiden,23,2002,33,7,968,10.8,3,1,4,3,0,0,4,1,0.28,0.09,0.37,0.28,0.37,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
287,Simon Mignolet,be BEL,GK,Club Brugge,37,1988,12,12,1022,11.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
288,Jovan Mijatović,rs SRB,"FW,MF",OH Leuven,20,2005,14,7,722,8.0,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
289,Alan Minda,ec ECU,"FW,MF",Cercle Brugge,22,2003,17,11,969,10.8,3,2,5,3,0,0,0,0,0.28,0.19,0.46,0.28,0.46,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
290,Nacho Miras,es ESP,GK,Mechelen,28,1997,33,33,2925,32.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
291,Robin Mirisola,be BEL,FW,Genk,18,2006,29,13,1238,13.8,4,2,6,4,0,0,3,0,0.29,0.15,0.44,0.29,0.44,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
292,René Mitongo,be BEL,FW,Standard Liège,17,2008,7,0,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
293,Nikola Mituljikić,rs SRB,MF,Zulte Waregem,22,2003,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
294,Tobias Mohr,de GER,"DF,MF",Standard Liège,29,1995,38,26,2285,25.4,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
295,Gustav Mortensen,dk DEN,"MF,DF",Standard Liège,21,2004,20,19,1736,19.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
296,Pape Moussa Fall,sn SEN,FW,La Louvière,21,2004,27,18,1774,19.7,11,1,12,10,1,1,3,0,0.56,0.05,0.61,0.51,0.56,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
297,Naïl Moutha-Sebtaoui,be BEL,DF,Dender,19,2005,14,1,266,3.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
298,Kerim Mrabti,se SWE,"MF,FW",Mechelen,31,1994,33,28,2285,25.4,5,3,8,5,0,0,5,0,0.2,0.12,0.32,0.2,0.32,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
299,Arbnor Muja,al ALB,"MF,FW",Sint-Truiden,26,1998,26,22,1846,20.5,6,2,8,5,1,1,3,1,0.29,0.1,0.39,0.24,0.34,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
300,Adjani Mujangi Bia,be BEL,MF,Anderlecht,15,2010,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
301,Sebastian Murru,be BEL,MF,OH Leuven,18,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
302,Visar Musliu,mk MKD,DF,Sint-Truiden,30,1994,30,28,2520,28.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
303,Moussa N'Diaye,sn SEN,DF,Anderlecht,23,2002,17,9,975,10.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
304,James Nam,be BEL,MF,Standard Liège,18,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
305,Flávio Nazinho,pt POR,"DF,MF",Cercle Brugge,22,2003,30,28,2553,28.4,3,8,11,3,0,0,13,0,0.11,0.28,0.39,0.11,0.39,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
306,Roman Neustädter,ru RUS,DF,Westerlo,37,1988,18,17,1391,15.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
307,Steve Ngoura,fr FRA,FW,Cercle Brugge,20,2005,34,26,2075,23.1,7,4,11,5,2,3,2,0,0.3,0.17,0.48,0.22,0.39,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
308,Bernard Nguene,cm CMR,MF,Standard Liège,18,2006,14,1,310,3.4,1,0,1,1,0,0,1,0,0.29,0.0,0.29,0.29,0.29,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
309,Ousseynou Niang,sn SEN,MF,Union SG,23,2001,27,18,1609,17.9,2,3,5,2,0,0,5,0,0.11,0.17,0.28,0.11,0.28,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
310,Casper Nielsen,dk DEN,MF,Standard Liège,31,1994,26,23,1869,20.8,5,2,7,4,1,1,5,0,0.24,0.1,0.34,0.19,0.29,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
311,Gustaf Nilsson,se SWE,FW,Club Brugge,28,1997,7,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
312,Timothée Nkada,fr FRA,FW,Standard Liège,26,1999,30,11,1245,13.8,4,1,5,3,1,1,1,1,0.29,0.07,0.36,0.22,0.29,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
313,Ken Nkuba,be BEL,DF,Genk,23,2002,14,5,531,5.9,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
314,Tochukwu Nnadi,ng NGA,MF,Zulte Waregem,22,2003,18,17,1415,15.7,0,1,1,0,0,0,7,1,0.0,0.06,0.06,0.0,0.06,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
315,Taishi Nozawa,jp JPN,GK,Antwerp,22,2002,30,30,2654,29.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
316,Clinton Nsiala,fr FRA,DF,Westerlo,21,2004,4,4,262,2.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
317,Bruny Nsimba,be BEL,FW,Dender,25,2000,28,22,1810,20.1,9,4,13,5,4,4,4,0,0.45,0.2,0.65,0.25,0.45,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
318,Nachon Nsingi,be BEL,"MF,FW",La Louvière,24,2001,10,2,260,2.9,1,0,1,1,0,0,1,0,0.35,0.0,0.35,0.35,0.35,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
319,Nachon Nsingi,be BEL,FW,OH Leuven,24,2001,6,0,52,0.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
320,Erick Nunes,br BRA,DF,Cercle Brugge,21,2004,15,1,307,3.4,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
321,Roggerio Nyakossi,ch SUI,DF,OH Leuven,21,2004,27,26,2237,24.9,4,0,4,4,0,0,4,0,0.16,0.0,0.16,0.16,0.16,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
322,Benoit Nyssen,be BEL,"MF,DF",Zulte Waregem,27,1997,28,20,1738,19.3,2,2,4,2,0,0,3,0,0.1,0.1,0.21,0.1,0.21,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
323,Mardochee Nzita,be BEL,DF,Charleroi,25,2000,38,34,3001,33.3,0,2,2,0,0,0,6,1,0.0,0.06,0.06,0.0,0.06,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
324,Yllan Okou,fr FRA,DF,La Louvière,22,2002,33,30,2713,30.1,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
325,Aimé Omgba,nl NED,MF,Gent,22,2002,19,2,432,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
326,Takuma Ominami,jp JPN,DF,OH Leuven,27,1997,22,18,1707,19.0,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
327,Raphael Onyedika,ng NGA,MF,Club Brugge,24,2001,30,22,1994,22.2,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
328,Davis Opoku,be BEL,"MF,DF",OH Leuven,17,2007,21,5,826,9.2,0,2,2,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
329,Joseph Opoku,gh GHA,"MF,FW",Zulte Waregem,19,2005,33,30,2443,27.1,10,7,17,10,0,0,2,0,0.37,0.26,0.63,0.37,0.63,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
330,Ragnar Oratmangoen,id IDN,"MF,FW",Dender,27,1998,16,3,510,5.7,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
331,Joel Ordóñez,ec ECU,DF,Club Brugge,21,2004,33,30,2666,29.6,3,0,3,3,0,0,4,2,0.1,0.0,0.1,0.1,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
332,Vince Osuji,ng NGA,DF,Club Brugge,19,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
333,Zakaria El Ouahdi,ma MAR,"DF,MF",Genk,23,2001,34,34,2991,33.2,8,4,12,8,0,0,4,0,0.24,0.12,0.36,0.24,0.36,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
334,Kader Ouattara,bf BFA,MF,Cercle Brugge,20,2005,3,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
335,Dago Ourega,fr FRA,DF,Westerlo,20,2004,8,3,414,4.6,1,1,2,1,0,0,2,1,0.22,0.22,0.43,0.22,0.43,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
336,Aiham Ousou,sy SYR,DF,Charleroi,25,2000,39,39,3393,37.7,2,1,3,2,0,0,12,1,0.05,0.03,0.08,0.05,0.08,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
337,Yasin Özcan,tr TUR,DF,Anderlecht,19,2006,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
338,Halil Özdemir,tr TUR,FW,Mechelen,19,2005,7,1,184,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
339,Muhammadali Oʻrinboyev,uz UZB,MF,Antwerp,20,2005,5,0,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
340,Adrián Palacios,ve VEN,DF,Genk,21,2004,10,2,222,2.5,0,1,1,0,0,0,0,0,0.0,0.41,0.41,0.0,0.41,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
341,Maksim Paskotši,ee EST,DF,Gent,22,2003,22,22,1808,20.1,4,1,5,4,0,0,1,0,0.2,0.05,0.25,0.2,0.25,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
342,Afonso Patrão,pt POR,FW,Westerlo,18,2007,11,1,229,2.5,1,0,1,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
343,Louis Patris,be BEL,DF,Sint-Truiden,24,2001,6,6,517,5.7,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
344,Louis Patris,be BEL,MF,Union SG,24,2001,28,8,932,10.4,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
345,Maxime Pau,fr FRA,"MF,FW",La Louvière,25,2000,14,8,690,7.7,1,0,1,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
346,Wilguens Paugain,ht HAI,"MF,DF",Zulte Waregem,23,2001,24,15,1279,14.2,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
347,Ivan Pavlic,be BEL,MF,Union SG,23,2001,9,0,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
348,Marcos Peano,ar ARG,GK,La Louvière,26,1998,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
349,Jérémy Pétris,fr FRA,DF,Charleroi,27,1998,5,4,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
350,Patrick Pflücke,de GER,MF,Mechelen,28,1996,6,4,290,3.2,0,1,1,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
351,Patrick Pflücke,de GER,MF,Charleroi,28,1996,35,29,2341,26.0,4,7,11,4,0,0,0,0,0.15,0.27,0.42,0.15,0.42,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
352,Arthur Piedfort,be BEL,MF,Westerlo,20,2005,36,35,2978,33.1,3,2,5,3,0,0,5,0,0.09,0.06,0.15,0.09,0.15,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
353,Lucas Pirard,be BEL,GK,Standard Liège,30,1995,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
