	Standard	
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
86	Denis Bouanga	ga GAB	FW,MF	LAFC	31-207	1994	13.3	6	46	20	43.5	3.46	1.51	0.13	0.30	0	0	Matches
87	Ousseni Bouda	bf BFA	MF	SJ Earthquakes	26-039	2000	13.1	5	22	11	50.0	1.68	0.84	0.23	0.45	0	0	Matches
88	Amin Boudri	se SWE	MF	LAFC	21-250	2004	0.9	0	4	2	50.0	4.62	2.31	0.00	0.00	0	0	Matches
89	Agustín Bouzat	ar ARG	MF	Houston Dynamo	32-070	1994	6.8	0	11	3	27.3	1.63	0.44	0.00	0.00	0	0	Matches
90	Michael Boxall	nz NZL	DF	Minnesota Utd	37-292	1988	4.4	0	0	0		0.00	0.00			0	0	Matches
91	Tyler Boyd	us USA	MF,FW	LAFC	31-158	1994	5.0	1	13	6	46.2	2.61	1.21	0.08	0.17	0	0	Matches
92	Chris Brady	us USA	GK	Chicago Fire	22-095	2004	14.0	0	0	0		0.00	0.00			0	0	Matches
93	David Brekalo	si SVN	DF	Orlando City	27-185	1998	8.9	0	5	1	20.0	0.56	0.11	0.00	0.00	0	0	Matches
94	Luke Brennan	us USA	MF	Atlanta Utd	21-102	2005	2.0	0	4	1	25.0	1.96	0.49	0.00	0.00	0	0	Matches
95	Yannick Bright	it ITA	MF	Inter Miami	24-276	2001	10.6	0	4	1	25.0	0.38	0.09	0.00	0.00	0	0	Matches
96	Brandt Bronico	us USA	MF	Charlotte	30-351	1995	5.5	0	1	0	0.0	0.18	0.00	0.00		0	0	Matches
97	Snyder Brunell	us USA	MF	Seattle Sounders	19-075	2007	8.6	0	13	6	46.2	1.51	0.70	0.00	0.00	0	0	Matches
98	Charles-Emile Brunet	ca CAN	MF	Nashville SC	22-192	2003	0.6	0	0	0		0.00	0.00			0	0	Matches
99	Pavel Bucha	cz CZE	MF	FC Cincinnati	28-087	1998	13.4	2	12	4	33.3	0.89	0.30	0.17	0.50	0	0	Matches
100	Noel Buck	eng ENG	MF	SJ Earthquakes	21-062	2005	0.7	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
101	Dawid Bugaj	pl POL	DF	CF Montréal	21-332	2004	7.8	0	9	2	22.2	1.15	0.25	0.00	0.00	0	0	Matches
102	Roman Bürki	ch SUI	GK	St. Louis City	35-204	1990	13.0	0	0	0		0.00	0.00			0	0	Matches
103	Micah Burton	us USA	FW	Austin FC	20-072	2006	0.2	0	1	0	0.0	4.50	0.00	0.00		0	0	Matches
104	Brandon Bye	us USA	DF	Portland Timbers	30-189	1995	13.2	0	9	1	11.1	0.68	0.08	0.00	0.00	0	0	Matches
105	Nathan Byrne	eng ENG	DF	Charlotte	34-001	1992	13.8	0	3	0	0.0	0.22	0.00	0.00		0	0	Matches
106	Rafael Cabral	br BRA	GK	Real Salt Lake	36-017	1990	14.0	0	0	0		0.00	0.00			0	0	Matches
107	Kenji Cabrera	pe PER	MF	Vancouver W'caps	23-130	2003	3.5	0	2	0	0.0	0.57	0.00	0.00		0	0	Matches
108	Bruno Caicedo	ec ECU	MF	Vancouver W'caps	21-142	2005	3.4	2	25	8	32.0	7.40	2.37	0.08	0.25	0	0	Matches
109	José Caicedo	co COL	MF	Portland Timbers	24-014	2002	5.6	0	4	1	25.0	0.72	0.18	0.00	0.00	0	0	Matches
110	Marcus Caldeira	ca CAN	FW	Minnesota Utd	21-235	2004	0.1	0	0	0		0.00	0.00			0	0	Matches
111	Taylor Calheira	us USA	FW	Sporting KC	24-041	2002	3.0	0	8	5	62.5	2.70	1.69	0.00	0.00	0	0	Matches
112	Noel Caliskan	de GER	MF	Real Salt Lake	25-281	2000	13.2	0	10	2	20.0	0.76	0.15	0.00	0.00	0	0	Matches
113	Drake Callender	us USA	GK	Minnesota Utd	28-242	1997	15.0	0	0	0		0.00	0.00			0	0	Matches
114	Rudy Camacho	fr FRA	DF	Columbus Crew	35-093	1991	14.1	0	6	4	66.7	0.43	0.28	0.00	0.00	0	0	Matches
115	Leonardo Campana	ec ECU	FW	NE Revolution	25-317	2000	1.2	1	2	1	50.0	1.65	0.83	0.50	1.00	0	0	Matches
116	Reggie Cannon	us USA	DF	Colorado Rapids	27-360	1998	3.4	0	1	1	100.0	0.29	0.29	0.00	0.00	0	0	Matches
117	Capita	ao ANG	MF,FW	Sporting KC	24-147	2002	5.8	1	10	4	40.0	1.72	0.69	0.10	0.25	0	0	Matches
118	Christian Cappis	us USA	MF	FC Dallas	26-297	1999	9.3	0	7	0	0.0	0.75	0.00	0.00		0	0	Matches
119	Antonio Carlos	br BRA	DF	Houston Dynamo	33-091	1993	11.5	0	6	1	16.7	0.52	0.09	0.00	0.00	0	0	Matches
120	Wikelman Carmona	ve VEN	MF,FW	CF Montréal	23-102	2003	8.8	4	21	8	38.1	2.39	0.91	0.19	0.50	0	0	Matches
121	Maxi Carrizo	us USA	MF	NYCFC	18-098	2008	0.4	0	1	0	0.0	2.65	0.00	0.00		0	0	Matches
122	Wilder Cartagena	pe PER	MF	Orlando City	31-256	1994	0.5	0	0	0		0.00	0.00			0	0	Matches
123	Cabral Carter	us USA	GK	LAFC	21-336	2004	0.7	0	0	0		0.00	0.00			0	0	Matches
124	Nico Cavallo	us USA	DF,MF	NYCFC	24-161	2001	5.0	0	0	0		0.00	0.00			0	0	Matches
125	Brayan Ceballos	co COL	DF	NE Revolution	25-013	2001	7.0	2	3	2	66.7	0.43	0.29	0.67	1.00	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
126	Roman Celentano	us USA	GK	FC Cincinnati	25-265	2000	13.0	0	0	0		0.00	0.00			0	0	Matches
127	Edwin Cerrillo	us USA	MF	LA Galaxy	25-246	2000	12.4	0	7	4	57.1	0.56	0.32	0.00	0.00	0	0	Matches
128	Dylan Chambost	fr FRA	MF	Columbus Crew	28-291	1997	8.5	0	7	1	14.3	0.82	0.12	0.00	0.00	0	0	Matches
129	Tomás Chancalay	ar ARG	FW,MF	Minnesota Utd	27-156	1999	12.4	1	34	10	29.4	2.75	0.81	0.03	0.10	0	0	Matches
130	Kieran Chandler	us USA	DF	Minnesota Utd	20-362	2005	0.1	0	0	0		0.00	0.00			0	0	Matches
131	Diego Chará	co COL	MF	Portland Timbers	40-062	1986	6.1	0	1	0	0.0	0.17	0.00	0.00		0	0	Matches
132	Gabriel Chaves	br BRA	MF,FW	LA Galaxy	25-115	2001	13.5	5	59	29	49.2	4.38	2.16	0.08	0.17	0	0	Matches
133	Justin Che	us USA	DF	RB New York	22-200	2003	6.2	0	3	2	66.7	0.49	0.32	0.00	0.00	0	0	Matches
134	Yevhen Cheberko	ua UKR	DF,MF	Columbus Crew	28-134	1998	0.9	0	0	0		0.00	0.00			0	0	Matches
135	Andrei Chirilă	us USA	DF	FC Cincinnati	17-295	2008	4.7	1	3	2	66.7	0.64	0.43	0.33	0.50	0	0	Matches
136	Micah Chisholm	ca CAN	DF	Toronto FC	21-199	2004	0.7	0	0	0		0.00	0.00			0	0	Matches
137	Mathieu Choinière	ca CAN	MF	LAFC	27-119	1999	8.4	2	10	3	30.0	1.20	0.36	0.20	0.67	0	0	Matches
138	José Cifuentes	ec ECU	MF	Toronto FC	27-086	1999	8.8	1	11	3	27.3	1.25	0.34	0.09	0.33	0	0	Matches
139	Markus Cimermancic	ca CAN	MF	Toronto FC	21-248	2004	1.5	0	1	0	0.0	0.65	0.00	0.00		0	0	Matches
140	Caden Clark	us USA	MF	D.C. United	23-010	2003	1.0	0	1	0	0.0	1.01	0.00	0.00		0	0	Matches
141	Will Cleary	us USA	DF	Charlotte	23-109	2003	1.2	0	0	0		0.00	0.00			0	0	Matches
142	Stefan Cleveland	us USA	GK	Sporting KC	32-012	1994	5.0	0	0	0		0.00	0.00			0	0	Matches
143	Noah Cobb	us USA	DF	Colorado Rapids	20-321	2005	3.3	0	1	0	0.0	0.31	0.00	0.00		0	0	Matches
144	Alonso Coello	es ESP	MF	Toronto FC	26-237	1999	11.4	0	6	2	33.3	0.53	0.18	0.00	0.00	0	0	Matches
145	Michael Collodi	us USA	GK	FC Dallas	25-012	2001	13.0	0	0	0		0.00	0.00			0	0	Matches
146	Theo Corbeanu	ca CAN	FW,MF	Toronto FC	24-020	2002	0.2	0	0	0		0.00	0.00			0	0	Matches
147	Matthew Corcoran	us USA	MF	Nashville SC	20-109	2006	7.9	0	6	2	33.3	0.76	0.25	0.00	0.00	0	0	Matches
148	Sergio Córdova	ve VEN	FW,MF	St. Louis City	28-301	1997	5.5	1	7	2	28.6	1.27	0.36	0.14	0.50	0	0	Matches
149	David Costa	pt POR	MF	Portland Timbers	25-152	2001	9.9	1	10	3	30.0	1.01	0.30	0.10	0.33	0	0	Matches
150	Vitor Costa	br BRA	DF,MF	SJ Earthquakes	31-340	1994	1.0	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
151	Cade Cowell	us USA	FW,MF	RB New York	22-235	2003	9.8	1	26	11	42.3	2.66	1.13	0.04	0.09	0	0	Matches
152	Brandan Craig	us USA	DF	CF Montréal	22-060	2004	3.3	0	4	1	25.0	1.21	0.30	0.00	0.00	0	0	Matches
153	Maxime Crépeau	ca CAN	GK	Orlando City	32-026	1994	13.2	0	0	0		0.00	0.00			0	0	Matches
154	Andrés Cubas	py PAR	MF	Vancouver W'caps	30-015	1996	9.6	0	5	1	20.0	0.52	0.10	0.00	0.00	0	0	Matches
155	Mauricio Cuevas	us USA	DF,MF	LA Galaxy	23-116	2003	8.0	0	5	3	60.0	0.62	0.37	0.00	0.00	0	0	Matches
156	Christopher Cupps	us USA	DF	Chicago Fire	18-011	2008	0.5	0	0	0		0.00	0.00			0	0	Matches
157	Hugo Cuypers	be BEL	FW	Chicago Fire	29-119	1997	11.0	13	40	22	55.0	3.64	2.00	0.28	0.50	2	4	Matches
158	Jayden Da	us USA	FW	NE Revolution	24-059	2002	0.1	0	0	0		0.00	0.00			0	0	Matches
159	Bruno Damiani	uy URU	FW	Philadelphia Union	24-049	2002	12.3	1	30	4	13.3	2.44	0.33	0.03	0.25	0	0	Matches
160	Dagur Dan Þórhallsson	is ISL	MF,DF	CF Montréal	26-035	2000	6.7	1	7	3	42.9	1.04	0.45	0.14	0.33	0	0	Matches
161	Daniel	br BRA	GK	SJ Earthquakes	32-031	1994	14.7	0	0	0		0.00	0.00			0	0	Matches
162	Jesús Daniel Bueno	ve VEN	MF	Philadelphia Union	27-052	1999	5.2	1	10	5	50.0	1.92	0.96	0.10	0.20	0	0	Matches
163	Juan David Mosquera	co COL	DF	Portland Timbers	23-274	2002	0.8	1	2	2	100.0	2.57	2.57	0.50	0.50	0	0	Matches
164	Jake Davis	us USA	DF,MF	Sporting KC	24-154	2002	11.5	0	4	0	0.0	0.35	0.00	0.00		0	0	Matches
165	Rodrigo De Paul	ar ARG	MF	Inter Miami	32-013	1994	13.0	4	24	10	41.7	1.85	0.77	0.17	0.40	0	0	Matches
166	Osaze De Rosario	gy GUY	FW	Seattle Sounders	24-322	2001	4.0	2	10	3	30.0	2.51	0.75	0.20	0.67	0	0	Matches
167	Jonathan Dean	us USA	DF	Chicago Fire	29-022	1997	8.7	0	0	0		0.00	0.00			0	0	Matches
168	Louicius Deedson	ht HAI	MF	FC Dallas	25-115	2001	2.8	1	6	1	16.7	2.13	0.35	0.17	1.00	0	0	Matches
169	Marky Delgado	us USA	MF	LAFC	31-021	1995	11.2	1	7	2	28.6	0.62	0.18	0.14	0.50	0	0	Matches
170	Patrickson Delgado	ec ECU	MF,FW	FC Dallas	22-232	2003	5.4	2	12	4	33.3	2.20	0.73	0.17	0.50	0	0	Matches
171	Kévin Denkey	tg TOG	FW	FC Cincinnati	25-188	2000	13.0	9	32	15	46.9	2.47	1.16	0.22	0.47	2	2	Matches
172	Mikkel Desler	dk DEN	DF	Austin FC	31-107	1995	6.1	1	5	2	40.0	0.82	0.33	0.20	0.50	0	0	Matches
173	Djibril Diani	fr FRA	MF	Charlotte	28-115	1998	7.3	0	6	1	16.7	0.82	0.14	0.00	0.00	0	0	Matches
174	Jefferson Díaz	co COL	DF	Minnesota Utd	25-183	2000	12.8	0	14	5	35.7	1.10	0.39	0.00	0.00	0	0	Matches
175	Mamadou Dieng	sn SEN	FW	Minnesota Utd	22-122	2004	2.5	0	9	4	44.4	3.55	1.58	0.00	0.00	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Griffin Dillon	us USA	MF	Real Salt Lake	23-042	2003	3.6	0	4	2	50.0	1.12	0.56	0.00	0.00	0	0	Matches
177	Puso Dithejane	za RSA	MF	Chicago Fire	21-360	2004	1.9	0	8	2	25.0	4.19	1.05	0.00	0.00	0	0	Matches
178	Innocent Dje	ci CIV	MF	Chicago Fire	23-032	2003	10.0	0	6	2	33.3	0.60	0.20	0.00	0.00	0	0	Matches
179	Nikola Djordjevic	us USA	DF	Vancouver W'caps	23-204	2002	0.2	0	1	0	0.0	5.63	0.00	0.00		0	0	Matches
180	Ronald Donkor	gh GHA	MF	RB New York	21-198	2004	13.1	1	10	4	40.0	0.76	0.31	0.10	0.25	0	0	Matches
181	Shane Donovan	us USA	MF	Sporting KC	19-151	2007	0.0	0	0	0		0.00	0.00			0	0	Matches
182	Griffin Dorsey	us USA	MF,DF	Orlando City	27-093	1999	10.6	2	12	5	41.7	1.14	0.47	0.17	0.40	0	0	Matches
183	C.J. dos Santos	cv CPV	GK	San Diego FC	25-286	2000	2.0	0	0	0		0.00	0.00			0	0	Matches
184	Matthew Dos Santos	us USA	DF	RB New York	18-001	2008	10.3	0	5	1	20.0	0.48	0.10	0.00	0.00	0	0	Matches
185	Hassani Dotson	us USA	MF	Seattle Sounders	28-304	1997	6.3	0	4	0	0.0	0.64	0.00	0.00		0	0	Matches
186	Anders Dreyer	dk DEN	FW,MF	San Diego FC	28-035	1998	14.3	6	47	24	51.1	3.29	1.68	0.09	0.17	2	2	Matches
187	Manu Duah	gh GHA	DF	San Diego FC	21-001	2005	13.3	0	3	0	0.0	0.23	0.00	0.00		0	0	Matches
188	Nicolás Dubersarsky	ar ARG	MF	Austin FC	21-167	2004	7.3	0	1	0	0.0	0.14	0.00	0.00		0	0	Matches
189	Morris Duggan	de GER	DF	Minnesota Utd	25-225	2000	15.0	1	10	5	50.0	0.67	0.33	0.10	0.20	0	0	Matches
190	Bryce Duke	us USA	DF	San Diego FC	25-098	2001	0.9	0	0	0		0.00	0.00			0	0	Matches
191	Kyle Duncan	us USA	MF,DF	Minnesota Utd	28-302	1997	9.2	1	5	2	40.0	0.54	0.22	0.20	0.50	0	0	Matches
192	Chris Durkin	us USA	MF	St. Louis City	26-118	2000	12.5	2	12	4	33.3	0.96	0.32	0.17	0.50	0	0	Matches
193	Jeremy Ebobisse	us USA	FW	LAFC	29-112	1997	2.0	0	3	2	66.7	1.53	1.02	0.00	0.00	0	0	Matches
194	Ender Echenique	ve VEN	MF	FC Cincinnati	22-065	2004	8.6	1	14	5	35.7	1.63	0.58	0.07	0.20	0	0	Matches
195	Daniel Edelman	us USA	MF	St. Louis City	23-039	2003	11.9	1	7	1	14.3	0.59	0.08	0.14	1.00	0	0	Matches
196	Earl Edwards Jr.	us USA	GK	SJ Earthquakes	34-133	1992	0.3	0	0	0		0.00	0.00			0	0	Matches
197	Matthew Edwards	us USA	DF	Atlanta Utd	23-109	2003	2.8	0	1	0	0.0	0.35	0.00	0.00		0	0	Matches
198	Raheem Edwards	ca CAN	DF,MF	Toronto FC	30-326	1995	8.2	0	3	1	33.3	0.37	0.12	0.00	0.00	0	0	Matches
199	Wilson Eisner	us USA	DF	San Diego FC	24-034	2002	1.3	0	0	0		0.00	0.00			0	0	Matches
200	Troy Elgersma		MF	LA Galaxy			0.0	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
201	Jack Elliott	eng ENG	DF	Chicago Fire	30-285	1995	11.4	0	10	0	0.0	0.88	0.00	0.00		0	0	Matches
202	Justin Ellis	us USA	FW,MF	Orlando City	19-023	2007	5.9	1	9	5	55.6	1.52	0.84	0.11	0.20	0	0	Matches
203	Rayan Elloumi	tn TUN	FW	Vancouver W'caps	18-262	2007	0.9	0	2	2	100.0	2.22	2.22	0.00	0.00	0	0	Matches
204	Lukas Engel	dk DEN	DF	Real Salt Lake	27-174	1998	7.3	0	6	0	0.0	0.82	0.00	0.00		0	0	Matches
205	Lawrence Ennali	de GER	MF,DF	Houston Dynamo	24-091	2002	12.1	3	11	5	45.5	0.91	0.41	0.27	0.60	0	0	Matches
206	Olger Escobar	gt GUA	MF,FW	CF Montréal	19-268	2006	3.2	0	7	2	28.6	2.16	0.62	0.00	0.00	0	0	Matches
207	Cristian Espinoza	ar ARG	MF,FW	Nashville SC	31-064	1995	11.0	3	16	7	43.8	1.46	0.64	0.19	0.43	0	0	Matches
208	Derrick Etienne	ht HAI	MF,FW	Toronto FC	29-193	1996	7.2	2	11	7	63.6	1.53	0.98	0.18	0.29	0	0	Matches
209	Stephen Eustáquio	ca CAN	MF	LAFC	29-167	1996	6.7	1	6	2	33.3	0.90	0.30	0.17	0.50	0	0	Matches
210	Evander	br BRA	MF,FW	FC Cincinnati	27-362	1998	12.3	9	50	25	50.0	4.06	2.03	0.12	0.24	3	3	Matches
211	Matthew Evans	gt GUA	MF	LAFC	20-012	2006	0.6	0	2	1	50.0	3.27	1.64	0.00	0.00	0	0	Matches
212	Nicolás Ezequiel Fernández	ar ARG	FW	NYCFC	26-146	2000	14.7	10	42	25	59.5	2.86	1.70	0.19	0.32	2	2	Matches
213	Diego Fagúndez	uy URU	MF	NE Revolution	31-112	1995	2.1	0	1	0	0.0	0.47	0.00	0.00		0	0	Matches
214	Maximiliano Falcón	uy URU	DF	Inter Miami	29-036	1997	9.0	0	3	0	0.0	0.33	0.00	0.00		0	0	Matches
215	Fallou Fall	sn SEN	DF	St. Louis City	22-052	2004	2.5	1	3	1	33.3	1.21	0.40	0.33	1.00	0	0	Matches
216	Mamadou Fall	sn SEN	DF	St. Louis City	23-197	2002	0.4	0	0	0		0.00	0.00			0	0	Matches
217	Arnau Farnós	es ESP	MF	NYCFC	23-139	2003	1.7	0	2	1	50.0	1.18	0.59	0.00	0.00	0	0	Matches
218	Andrew Farrell	us USA	DF	NE Revolution	34-065	1992	1.0	0	0	0		0.00	0.00			0	0	Matches
219	Logan Farrington	us USA	FW,MF	FC Dallas	24-174	2001	8.7	6	25	11	44.0	2.88	1.27	0.20	0.45	1	1	Matches
220	Mohamed Farsi	dz ALG	MF,DF	Columbus Crew	26-172	1999	2.3	0	3	2	66.7	1.30	0.87	0.00	0.00	0	0	Matches
221	Ilay Feingold	il ISR	DF	NE Revolution	21-287	2004	7.4	1	6	1	16.7	0.81	0.14	0.17	1.00	0	0	Matches
222	Nick Fernandez	us USA	MF	SJ Earthquakes	24-166	2001	3.5	1	9	3	33.3	2.56	0.85	0.11	0.33	0	0	Matches
223	Duran Ferree	us USA	GK	San Diego FC	19-251	2006	12.0	0	1	0	0.0	0.08	0.00	0.00		0	0	Matches
224	Jesús Ferreira	us USA	MF	Seattle Sounders	25-164	2000	9.6	2	20	10	50.0	2.09	1.05	0.10	0.20	0	1	Matches
225	Dominik Fitz	at AUT	FW,MF	Minnesota Utd	26-355	1999	0.1	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
226	Gilberto Flores	py PAR	DF	FC Cincinnati	23-066	2003	3.4	0	1	0	0.0	0.30	0.00	0.00		0	0	Matches
227	Max Floriani	us USA	DF	SJ Earthquakes	23-120	2003	1.8	0	0	0		0.00	0.00			0	0	Matches
228	CJ Fodrey	us USA	FW	Austin FC	22-116	2004	2.7	0	4	1	25.0	1.46	0.36	0.00	0.00	0	0	Matches
229	Mamadou Fofana	ml MLI	DF	NE Revolution	28-136	1998	13.0	1	1	1	100.0	0.08	0.08	1.00	1.00	0	0	Matches
230	Emil Forsberg	se SWE	MF	RB New York	34-226	1991	11.9	1	26	8	30.8	2.18	0.67	0.04	0.13	0	0	Matches
231	Ajani Fortune	tt TRI	MF	Atlanta Utd	23-158	2002	5.0	2	10	5	50.0	2.01	1.00	0.20	0.40	0	0	Matches
232	Jimer Fory	co COL	DF	Portland Timbers	24-013	2002	11.9	0	3	0	0.0	0.25	0.00	0.00		0	0	Matches
233	Kobe Franklin	ca CAN	DF,MF	Toronto FC	23-027	2003	8.5	2	7	4	57.1	0.82	0.47	0.29	0.50	0	0	Matches
234	Ian Fray	jm JAM	DF	Inter Miami	23-279	2002	7.4	1	6	3	50.0	0.81	0.41	0.17	0.33	0	0	Matches
235	Wayne Frederick	tt TRI	MF,DF	Colorado Rapids	21-358	2004	10.3	2	8	2	25.0	0.78	0.19	0.25	1.00	0	0	Matches
236	Matt Freese	us USA	GK	NYCFC	27-277	1998	15.0	0	1	0	0.0	0.07	0.00	0.00		0	0	Matches
237	Malcolm Fry	us USA	FW	NE Revolution	21-022	2005	0.5	0	0	0		0.00	0.00			0	0	Matches
238	Matías Galarza	py PAR	MF,FW	Atlanta Utd	24-115	2002	7.4	0	18	5	27.8	2.44	0.68	0.00	0.00	0	0	Matches
239	Jon Gallagher	ie IRL	DF,MF	Austin FC	30-103	1996	13.2	0	8	3	37.5	0.61	0.23	0.00	0.00	0	0	Matches
240	Carlos Garcés	co COL	DF	LA Galaxy	24-238	2001	7.8	0	1	0	0.0	0.13	0.00	0.00		0	0	Matches
241	Manu García	es ESP	MF,FW	Sporting KC	28-155	1998	11.1	1	6	2	33.3	0.54	0.18	0.17	0.50	0	0	Matches
242	Luka Gavran	ca CAN	GK	Toronto FC	26-028	2000	14.0	1	2	1	50.0	0.14	0.07	0.50	1.00	0	0	Matches
243	Dániel Gazdag	hu HUN	FW	Columbus Crew	30-096	1996	6.1	1	9	2	22.2	1.47	0.33	0.11	0.50	0	0	Matches
244	Owen Géne	fr FRA	MF	Minnesota Utd	23-079	2003	7.7	0	3	0	0.0	0.39	0.00	0.00		0	0	Matches
245	Mihail Gherasimencov	md MDA	DF	Vancouver W'caps	21-073	2005	2.4	0	1	0	0.0	0.41	0.00	0.00		0	0	Matches
246	Samuel Gidi	sk SVK	MF,DF	FC Cincinnati	22-052	2004	11.6	0	1	0	0.0	0.09	0.00	0.00		0	0	Matches
247	Carles Gil	es ESP	MF	NE Revolution	33-196	1992	13.9	5	23	12	52.2	1.65	0.86	0.09	0.17	3	3	Matches
248	Thomas Gillier	cl CHI	GK	CF Montréal	22-009	2004	14.0	0	0	0		0.00	0.00			0	0	Matches
249	Jackson Gilman	us USA	DF	Toronto FC	22-038	2004	1.9	0	1	1	100.0	0.51	0.51	0.00	0.00	0	0	Matches
250	Justen Glad	us USA	DF	Real Salt Lake	29-098	1997	11.7	0	4	1	25.0	0.34	0.09	0.00	0.00	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
251	Jakob Glesnes	no NOR	DF	LA Galaxy	32-073	1994	8.5	0	2	0	0.0	0.24	0.00	0.00		0	0	Matches
252	Aníbal Godoy	pa PAN	MF	San Diego FC	36-116	1990	8.8	0	1	0	0.0	0.11	0.00	0.00		0	0	Matches
253	André Gomes	pt POR	MF	Columbus Crew	32-311	1993	7.5	0	8	2	25.0	1.07	0.27	0.00	0.00	0	0	Matches
254	Yeimar Gómez Andrade	co COL	DF	Seattle Sounders	33-341	1992	1.9	0	4	1	25.0	2.13	0.53	0.00	0.00	0	0	Matches
255	Ignacio Gómez	ar ARG	MF	Orlando City	20-063	2006	0.2	1	1	1	100.0	6.43	6.43	1.00	1.00	0	0	Matches
256	Sebastian Gomez	us USA	MF	Seattle Sounders	20-016	2006	0.2	0	1	0	0.0	6.00	0.00	0.00		0	0	Matches
257	Nicksoen Gomis	fr FRA	DF	Toronto FC	24-083	2002	0.9	0	1	0	0.0	1.15	0.00	0.00		0	0	Matches
258	Jonathan González	mx MEX	MF	SJ Earthquakes	27-054	1999	1.8	0	0	0		0.00	0.00			0	0	Matches
259	Mauricio Gonzalez		MF	Minnesota Utd			0.8	1	4	3	75.0	4.74	3.55	0.25	0.33	0	0	Matches
260	Archie Goodwin	au AUS	FW	Charlotte	21-211	2004	2.0	3	9	6	66.7	4.48	2.98	0.22	0.33	1	1	Matches
261	Zavier Gozo	us USA	MF,FW	Real Salt Lake	19-076	2007	13.7	6	47	19	40.4	3.43	1.38	0.13	0.32	0	0	Matches
262	Tayvon Gray	jm JAM	DF	NYCFC	23-291	2002	13.5	1	10	4	40.0	0.74	0.30	0.10	0.25	0	0	Matches
263	Julian Gressel	us USA	DF,MF	Minnesota Utd	32-172	1993	0.6	0	0	0		0.00	0.00			0	0	Matches
264	Yuri Guboglo	ht HAI	DF	CF Montréal	19-078	2007	0.7	0	0	0		0.00	0.00			0	0	Matches
265	Gage Guerra	us USA	FW	Portland Timbers	23-167	2002	3.1	1	6	2	33.3	1.94	0.65	0.17	0.50	0	0	Matches
266	Morgan Guilavogui	gn GUI	MF,FW	Real Salt Lake	28-088	1998	9.2	1	30	13	43.3	3.26	1.41	0.03	0.08	0	0	Matches
267	Guilherme	br BRA	FW,MF	Houston Dynamo	31-054	1995	12.9	8	38	19	50.0	2.95	1.47	0.21	0.42	0	0	Matches
268	Colin Guske	us USA	MF	Orlando City	19-128	2007	3.2	0	1	0	0.0	0.32	0.00	0.00		0	0	Matches
269	Raul Gustavo	br BRA	DF	NYCFC	27-043	1999	10.6	0	7	2	28.6	0.66	0.19	0.00	0.00	0	0	Matches
270	Andrew Gutman	us USA	DF	Chicago Fire	29-247	1996	8.8	1	10	2	20.0	1.14	0.23	0.10	0.50	0	0	Matches
271	Justin Haak	us USA	DF,MF	LA Galaxy	24-267	2001	12.1	0	6	0	0.0	0.49	0.00	0.00		0	0	Matches
272	Taha Habroune	us USA	MF,FW	Columbus Crew	20-121	2006	10.3	1	7	3	42.9	0.68	0.29	0.14	0.33	0	0	Matches
273	Teenage Hadebe	zw ZIM	DF	FC Cincinnati	30-262	1995	3.0	0	2	0	0.0	0.66	0.00	0.00		0	0	Matches
274	Nick Hagglund	us USA	DF	FC Cincinnati	33-265	1992	9.5	1	10	3	30.0	1.05	0.32	0.10	0.33	0	0	Matches
275	Maren Haile-Selassie	ch SUI	MF,FW	Chicago Fire	27-085	1999	11.6	3	23	10	43.5	1.98	0.86	0.13	0.30	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
276	Julian Hall	us USA	FW	RB New York	18-074	2008	14.2	9	27	15	55.6	1.90	1.05	0.33	0.60	0	0	Matches
277	Lucas Halter	br BRA	DF	Houston Dynamo	26-035	2000	2.8	0	3	0	0.0	1.08	0.00	0.00		0	0	Matches
