Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,xG,npxG,xAG,source_file
133,Moussa Dembélé,fr FRA,FW,Al-Ettifaq,29.0,1996.0,19.2,9,46,23,50.0,2.39,1.2,0.15,0.3,2,2,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
134,Merih Demiral,tr TUR,DF,Al-Ahli,27.0,1998.0,18.3,2,14,5,35.7,0.77,0.27,0.14,0.4,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
135,Abdulaziz Al Dhuwayhi,sa KSA,"MF,FW",Al-Hazem,25.0,2000.0,8.7,4,13,8,61.5,1.49,0.92,0.31,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
136,Moussa Diaby,fr FRA,"MF,FW",Al-Ittihad,26.0,1999.0,26.9,4,53,22,41.5,1.97,0.82,0.08,0.18,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
137,Abdurahman Al-Dossari,sa KSA,MF,Al Kholood Saudi Club,27.0,1997.0,19.5,1,11,3,27.3,0.56,0.15,0.09,0.33,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
138,Jamaan Al-Dossari,sa KSA,DF,Al Kholood Saudi Club,31.0,1993.0,0.8,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
139,Abdoulaye Doucouré,ml MLI,MF,Neom,32.0,1993.0,11.5,0,10,3,30.0,0.87,0.26,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
140,Mahamadou Doumbia,ml MLI,MF,Al-Ittihad,21.0,2004.0,12.4,1,36,8,22.2,2.91,0.65,0.03,0.13,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
141,Hisham Al Dubais,sa KSA,FW,Al-Najma,23.0,2001.0,4.6,0,3,0,0.0,0.66,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
142,Ondrej Duda,sk SVK,MF,Al-Ettifaq,30.0,1994.0,23.6,0,13,1,7.7,0.55,0.04,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
143,Nabil Dunga,eg EGY,MF,Al-Najma,29.0,1996.0,10.1,0,6,0,0.0,0.59,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
144,Abdulraouf Al Duqayl,sa KSA,GK,Al-Fayha,29.0,1995.0,2.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
145,Majid Duran,,DF,Al-Najma,,,3.8,0,1,0,0.0,0.26,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
146,Majid Duran,,"MF,FW",Al-Ettifaq,,,3.5,0,1,1,100.0,0.29,0.29,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
147,Khaled Eid,sa KSA,DF,Al-Najma,25.0,2000.0,12.2,0,4,1,25.0,0.33,0.08,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
148,Abdulaziz Al Elewai,sa KSA,"MF,FW",Al Kholood Saudi Club,21.0,2004.0,26.5,4,33,14,42.4,1.25,0.53,0.12,0.29,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
149,Youssef En-Nesyri,ma MAR,FW,Al-Ittihad,28.0,1997.0,11.5,6,17,10,58.8,1.48,0.87,0.29,0.5,1,1,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
150,Rayan Enad,sa KSA,"MF,DF",Al-Fayha,24.0,2000.0,9.1,0,6,0,0.0,0.66,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
151,Waleed Al-Enezi,sa KSA,GK,Al-Najma,29.0,1996.0,3.6,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
152,Ramiro Enrique,ar ARG,FW,Al Kholood Saudi Club,24.0,2001.0,24.5,15,71,30,42.3,2.9,1.23,0.17,0.4,3,3,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
153,Hussain Al Essa,sa KSA,MF,Al-Khaleej,24.0,2000.0,3.6,0,7,4,57.1,1.93,1.1,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
154,Mohammed Essa,sa KSA,"MF,DF",Al-Hazem,23.0,2002.0,6.9,0,4,1,25.0,0.58,0.15,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
155,Sultan Al Essa,sa KSA,"MF,DF",Al-Najma,20.0,2005.0,4.6,0,1,1,100.0,0.22,0.22,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
156,Sultan Al Essa,sa KSA,DF,Al-Hazem,20.0,2005.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
157,Fabinho,br BRA,"MF,DF",Al-Ittihad,31.0,1993.0,29.3,1,14,6,42.9,0.48,0.2,0.0,0.0,1,1,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
158,Muath Fagihy,sa KSA,DF,Al-Ittihad,23.0,2002.0,1.5,0,2,0,0.0,1.37,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
159,Muath Fagihy,sa KSA,DF,Al Okhdood SC,23.0,2002.0,11.0,0,3,1,33.3,0.27,0.09,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
160,Romain Faivre,fr FRA,MF,Al-Taawoun,27.0,1998.0,1.3,1,5,2,40.0,3.78,1.51,0.2,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
161,Ayman Fallatah,sa KSA,MF,Neom,21.0,2003.0,1.1,0,3,1,33.3,2.67,0.89,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
162,Mohammed Fallatah,sa KSA,MF,Al-Ittihad,18.0,2007.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
163,Salman Al-Faraj,sa KSA,MF,Neom,35.0,1989.0,6.5,0,4,0,0.0,0.61,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
164,Mohammed Al Fatil,sa KSA,DF,Al-Najma,33.0,1992.0,8.6,0,4,0,0.0,0.47,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
165,Abdulaziz Al Fawaz,sa KSA,MF,Al-Fateh,17.0,2008.0,6.6,0,7,1,14.3,1.06,0.15,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
166,João Félix,pt POR,"FW,MF",Al-Nassr,25.0,1999.0,32.3,20,116,51,44.0,3.6,1.58,0.16,0.37,1,1,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
167,Jorge Filipe Oliveira Fernandes,pt POR,DF,Al-Fateh,28.0,1997.0,27.7,2,16,3,18.8,0.58,0.11,0.13,0.67,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
168,Paolo Fernandes,es ESP,MF,Al-Khaleej,26.0,1998.0,19.6,4,48,21,43.8,2.45,1.07,0.06,0.14,1,1,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
169,Roger Fernandes,pt POR,"MF,FW",Al-Ittihad,19.0,2005.0,12.8,2,18,4,22.2,1.4,0.31,0.11,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
170,Flávio,br BRA,MF,Al-Taawoun,29.0,1996.0,24.7,0,13,2,15.4,0.53,0.08,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
171,Deybi Flores,hn HON,MF,Al-Najma,29.0,1996.0,17.0,0,7,2,28.6,0.41,0.12,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
172,Kostas Fortounis,gr GRE,"FW,MF",Al-Khaleej,32.0,1992.0,28.2,10,62,22,35.5,2.2,0.78,0.08,0.23,5,5,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
173,Angelo Fulgini,nc NCL,MF,Al-Taawoun,28.0,1996.0,26.8,5,39,18,46.2,1.45,0.67,0.13,0.28,0,1,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
174,Ahmed Gabal,,FW,Al-Fateh,,,0.3,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
175,Galeno,br BRA,"MF,FW",Al-Ahli,27.0,1997.0,20.1,1,39,14,35.9,1.94,0.7,0.03,0.07,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
176,Silvère Ganvoula M'Boussy,cg CGO,FW,Al-Fayha,29.0,1996.0,13.4,4,35,10,28.6,2.61,0.75,0.11,0.4,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
177,Ahmed Al Ghamdi,sa KSA,MF,Al-Ittihad,23.0,2001.0,7.4,3,13,6,46.2,1.75,0.81,0.23,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
178,Faisal Al Ghamdi,sa KSA,MF,Al-Ittihad,23.0,2001.0,4.0,1,4,1,25.0,0.99,0.25,0.25,1.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
179,Faris Al Ghamdi,sa KSA,MF,Al-Ettifaq,22.0,2003.0,7.2,0,6,0,0.0,0.83,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
180,Hamed Al-Ghamdi,sa KSA,MF,Al-Ittihad,26.0,1999.0,1.6,0,3,1,33.3,1.93,0.64,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
181,Hazzaa Al Ghamdi,sa KSA,"FW,MF",Damac,24.0,2001.0,9.4,0,12,2,16.7,1.27,0.21,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
182,Majed Al Ghamdi,sa KSA,GK,Al-Hazem,27.0,1998.0,3.5,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
183,Ziyad Al Ghamdi,sa KSA,FW,Al-Ettifaq,20.0,2005.0,1.0,0,3,1,33.3,3.0,1.0,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
184,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,31.0,1994.0,19.8,0,10,2,20.0,0.5,0.1,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
185,Khalid Al Ghannam,sa KSA,"MF,FW",Al-Ettifaq,24.0,2000.0,24.0,13,43,29,67.4,1.79,1.21,0.3,0.45,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
186,Yahya Gharawi,,MF,Neom,,,0.3,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
187,Abdulrahman Ghareeb,sa KSA,MF,Al-Nassr,28.0,1997.0,5.7,2,14,4,28.6,2.46,0.7,0.14,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
188,Nawaf Al Ghulaimish,sa KSA,DF,Al-Shabab,20.0,2005.0,4.1,0,2,0,0.0,0.48,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
189,Andrei Girotto,br BRA,DF,Al-Taawoun,33.0,1992.0,21.2,2,18,3,16.7,0.85,0.14,0.11,0.67,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
190,Matija Gluščević,rs SRB,"FW,DF",Al-Ettifaq,21.0,2004.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
191,Matheus Gonçalves,br BRA,"MF,FW",Al-Ahli,19.0,2005.0,15.8,2,33,15,45.5,2.09,0.95,0.06,0.13,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
192,Gustavo Gouveia,br BRA,FW,Al Kholood Saudi Club,18.0,2006.0,8.4,2,22,8,36.4,2.63,0.96,0.09,0.25,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
193,Marcelo Grohe,br BRA,GK,Al-Shabab,38.0,1987.0,33.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
194,Gökhan Gül,de GER,"DF,MF",Al Okhdood SC,27.0,1998.0,28.6,1,31,7,22.6,1.08,0.24,0.03,0.14,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
195,Koray Günter,de GER,DF,Al Okhdood SC,30.0,1994.0,26.1,1,8,3,37.5,0.31,0.12,0.13,0.33,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
196,Norbert Gyömbér,sk SVK,DF,Al Kholood Saudi Club,33.0,1992.0,27.3,0,10,2,20.0,0.37,0.07,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
197,Nawaf Al Habashi,sa KSA,"MF,FW",Al-Hazem,27.0,1998.0,20.1,4,37,16,43.2,1.84,0.79,0.11,0.25,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
198,Danyal Al Habib,,MF,Al-Fayha,,,0.5,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
199,Abdullah Al-Hafith,sa KSA,DF,Al-Khaleej,32.0,1992.0,13.6,0,6,2,33.3,0.44,0.15,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
200,Marwan Al Haidari,sa KSA,GK,Al-Khaleej,29.0,1996.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
201,Asiri Haitham,sa KSA,FW,Al-Qadsiah,24.0,2001.0,0.9,0,2,2,100.0,2.12,2.12,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
202,Talal Haji,sa KSA,FW,Al-Riyadh SC,17.0,2007.0,2.1,0,1,1,100.0,0.49,0.49,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
203,Talal Haji,sa KSA,FW,Al-Ittihad,17.0,2007.0,0.5,0,1,0,0.0,1.91,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
204,Nasser Al Haleel,sa KSA,DF,Al-Najma,25.0,2000.0,20.2,1,8,3,37.5,0.4,0.15,0.13,0.33,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
205,Fawaz Al Hamad,sa KSA,DF,Al-Fateh,21.0,2004.0,3.9,0,1,0,0.0,0.25,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
206,Abderrazak Hamdallah,ma MAR,FW,Al-Shabab,34.0,1990.0,13.4,6,51,15,29.4,3.79,1.12,0.1,0.33,1,1,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
207,Abdullah Al Hamdan,sa KSA,FW,Al-Hilal,25.0,1999.0,0.5,0,3,0,0.0,6.28,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
208,Abdullah Al Hamdan,sa KSA,FW,Al-Nassr,25.0,1999.0,3.2,3,12,4,33.3,3.8,1.27,0.25,0.75,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
209,Rayan Hamidou,sa KSA,DF,Al-Ahli,23.0,2002.0,17.1,3,15,6,40.0,0.87,0.35,0.2,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
210,Hammam Al Hammami,sa KSA,"MF,FW",Al-Shabab,21.0,2004.0,16.9,1,28,10,35.7,1.66,0.59,0.04,0.1,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
211,Saeed Al Hamsal,sa KSA,DF,Al-Khaleej,29.0,1996.0,25.1,0,6,0,0.0,0.24,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
212,Mansor Hamzi,sa KSA,MF,Al-Khaleej,33.0,1992.0,15.7,0,8,2,25.0,0.51,0.13,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
213,Abdulaziz Al Harabi,sa KSA,"MF,DF",Al-Najma,28.0,1997.0,11.3,0,8,0,0.0,0.71,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
214,Abdulhadi Al-Harajin,sa KSA,MF,Al-Hazem,30.0,1994.0,1.3,0,2,1,50.0,1.58,0.79,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
215,Abdulaziz Al Harbi,sa KSA,"DF,MF",Al-Hazem,21.0,2003.0,13.1,0,3,0,0.0,0.23,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
216,Abdulmalik Al Harbi,sa KSA,MF,Al-Taawoun,20.0,2005.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
217,Moteb Al-Harbi,sa KSA,DF,Al-Hilal,25.0,2000.0,20.3,2,7,3,42.9,0.35,0.15,0.29,0.67,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
218,Ammar Al Harfi,,DF,Al-Riyadh SC,,,9.1,0,17,2,11.8,1.87,0.22,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
219,Jamal Harkass,ma MAR,DF,Damac,29.0,1995.0,29.7,2,18,5,27.8,0.61,0.17,0.11,0.4,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
220,Nawaf Al Harthi,sa KSA,"MF,FW",Al-Fayha,26.0,1998.0,4.3,0,6,1,16.7,1.4,0.23,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
221,Saleh Al Harthi,sa KSA,MF,Al Okhdood SC,29.0,1995.0,2.7,0,2,0,0.0,0.75,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
222,Sultan Harun,,FW,Al-Riyadh SC,,,5.1,2,15,4,26.7,2.93,0.78,0.13,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
223,Abbas Al Hassan,sa KSA,MF,Neom,21.0,2004.0,3.5,0,5,2,40.0,1.43,0.57,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
224,Ali Al Hassan,sa KSA,MF,Al-Nassr,28.0,1997.0,4.1,0,7,3,42.9,1.69,0.72,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
225,Jawad Al Hassan,,FW,Damac,,,0.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
226,Abdullah Hassun,sa KSA,"DF,MF",Al-Riyadh SC,28.0,1997.0,5.5,0,1,0,0.0,0.18,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
227,Abduleallah Hawsawi,sa KSA,MF,Al-Taawoun,24.0,2001.0,2.7,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
228,Abdullah Hawsawi,sa KSA,"DF,MF",Al-Najma,29.0,1996.0,21.5,0,3,0,0.0,0.14,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
229,Ghassan Hawsawi,sa KSA,"DF,MF",Al Okhdood SC,22.0,2003.0,9.1,1,5,2,40.0,0.55,0.22,0.2,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
230,Islam Hawsawi,sa KSA,DF,Neom,23.0,2001.0,6.8,0,5,0,0.0,0.74,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
231,Murad Al Hawsawi,sa KSA,MF,Al-Khaleej,24.0,2001.0,7.1,1,9,2,22.2,1.27,0.28,0.11,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
232,Murad Al Hawsawi,sa KSA,MF,Al-Hilal,24.0,2001.0,2.8,0,2,0,0.0,0.7,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
233,Nawaf Al-Hawsawi,,"DF,FW",Al-Najma,,,3.8,0,1,0,0.0,0.26,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
234,Sanousi Al Hawsawi,sa KSA,DF,Damac,26.0,1998.0,24.1,1,12,2,16.7,0.5,0.08,0.08,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
235,Arif Al Haydar,sa KSA,MF,Al-Khaleej,28.0,1997.0,1.3,0,1,0,0.0,0.77,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
236,Ali Hazazi,sa KSA,MF,Al-Qadsiah,31.0,1994.0,7.8,1,5,1,20.0,0.64,0.13,0.2,1.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
237,Sulaiman Hazazi,sa KSA,"DF,MF",Al-Riyadh SC,22.0,2003.0,15.4,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
238,Ahmed Hegazi,eg EGY,DF,Neom,34.0,1991.0,26.8,1,21,5,23.8,0.78,0.19,0.05,0.2,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
239,Alaa Al Hejji,sa KSA,MF,Neom,29.0,1995.0,15.0,3,12,5,41.7,0.8,0.33,0.25,0.6,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
240,Jack Hendry,sct SCO,DF,Al-Ettifaq,30.0,1995.0,28.4,1,5,1,20.0,0.18,0.04,0.2,1.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
241,Theo Hernández,fr FRA,"DF,MF",Al-Hilal,27.0,1997.0,30.4,5,51,15,29.4,1.68,0.49,0.1,0.33,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
242,Unai Hernandez,es ESP,"MF,FW",Al-Shabab,20.0,2004.0,14.0,0,25,8,32.0,1.79,0.57,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
243,Abdulaziz Hetalh,sa KSA,"MF,FW",Al Okhdood SC,26.0,1999.0,14.1,4,32,11,34.4,2.27,0.78,0.13,0.36,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
244,Abdulbasit Hindi,sa KSA,DF,Al-Ettifaq,28.0,1997.0,12.7,0,3,0,0.0,0.24,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
245,Wesley Hoedt,nl NED,DF,Al-Shabab,31.0,1994.0,31.8,0,22,5,22.7,0.69,0.16,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
246,Zakaria Al Hosawi,sa KSA,DF,Al-Ahli,24.0,2001.0,17.8,1,3,2,66.7,0.17,0.11,0.33,0.5,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
247,Victor Hugo,br BRA,MF,Al-Taawoun,21.0,2004.0,9.5,0,6,3,50.0,0.63,0.32,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
248,Bassam Al Hurayji,sa KSA,DF,Al-Taawoun,25.0,2000.0,5.6,1,2,1,50.0,0.36,0.18,0.5,1.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
249,Mohammed Hurbush,sa KSA,DF,Al-Shabab,22.0,2003.0,1.8,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
250,Odai Hussein Abdulghani,,DF,Al Kholood Saudi Club,,,0.4,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
251,Ali Al Hussien,,MF,Al-Fayha,,,1.5,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
252,Roger Ibanez,br BRA,DF,Al-Ahli,26.0,1998.0,26.9,2,31,11,35.5,1.15,0.41,0.06,0.18,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
253,Hassan Idris,,MF,Al-Hazem,,,0.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
254,George Ilenikhena,ng NGA,FW,Al-Ittihad,18.0,2006.0,1.0,0,1,1,100.0,1.02,1.02,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
255,Burak İnce,tr TUR,"MF,FW",Al Okhdood SC,21.0,2004.0,15.6,1,22,9,40.9,1.41,0.58,0.05,0.11,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
256,Yaseen Al Jaber,sa KSA,DF,Al-Ittihad,19.0,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
257,Rakan Jamaan,,MF,Al Kholood Saudi Club,,,0.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
258,Ziyad Al Jari,sa KSA,DF,Al-Fateh,23.0,2001.0,19.0,0,2,0,0.0,0.11,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
259,Ali Jasim,iq IRQ,"MF,FW",Al-Najma,21.0,2004.0,17.9,4,43,18,41.9,2.4,1.0,0.09,0.22,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
260,Jason,es ESP,"FW,MF",Al-Fayha,31.0,1994.0,30.3,5,67,17,25.4,2.21,0.56,0.07,0.29,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
261,Hamad Al-Jizani,sa KSA,"MF,DF",Al-Khaleej,32.0,1993.0,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
262,Ziyad Al Johani,sa KSA,MF,Al-Ahli,23.0,2001.0,16.7,0,11,4,36.4,0.66,0.24,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
263,Abdullah Al-Jouei,sa KSA,MF,Al-Fayha,30.0,1995.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
264,Ahmed Al Julaydan,sa KSA,"DF,MF",Al-Ittihad,21.0,2004.0,7.3,0,3,1,33.3,0.41,0.14,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
265,Musab Al Juwayr,sa KSA,MF,Al-Qadsiah,22.0,2003.0,28.0,6,48,17,35.4,1.71,0.61,0.13,0.35,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
266,Rakan Al Kaabi,sa KSA,MF,Al-Khaleej,20.0,2004.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
267,Hassan Kadesh,sa KSA,DF,Al-Ittihad,32.0,1992.0,25.2,1,8,1,12.5,0.32,0.04,0.13,1.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
268,Majed Kanabah,sa KSA,MF,Al-Khaleej,32.0,1993.0,23.1,0,15,1,6.7,0.65,0.04,0.0,0.0,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
269,Mohamed Kanno,sa KSA,MF,Al-Hilal,30.0,1994.0,23.1,5,31,20,64.5,1.34,0.86,0.16,0.25,0,0,Matches,0.0,0.0,0.0,saudi_shooting_clean.csv
