	Standard	
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
251	Jonathan González	mx MEX	MF	FC Juárez	26	1999	0.9	0	0	0		0.00	0.00			0	0	Matches
252	José González	mx MEX	FW	Atlético San Luis	26	1998	0.1	0	1	0	0.0	10.00	0.00	0.00		0	0	Matches
253	Owen González	mx MEX	MF,FW	Puebla	22	2003	8.8	1	19	11	57.9	2.17	1.25	0.05	0.09	0	0	Matches
254	Rogelio González	mx MEX	MF	Cruz Azul	20	2005	0.1	0	1	0	0.0	12.86	0.00	0.00		0	0	Matches
255	Fernando Gorriarán	uy URU	MF	UANL	30	1994	23.7	0	29	6	20.7	1.22	0.25	0.00	0.00	0	0	Matches
256	Omar Govea	mx MEX	MF	Guadalajara	29	1996	19.6	1	12	3	25.0	0.61	0.15	0.08	0.33	0	0	Matches
257	Carlos Gruezo	ec ECU	MF	Santos Laguna	30	1995	9.0	1	5	1	20.0	0.56	0.11	0.20	1.00	0	0	Matches
258	Andrés Gudiño	mx MEX	GK	Cruz Azul	28	1997	14.5	0	0	0		0.00	0.00			0	0	Matches
259	Javier Güemez	mx MEX	MF	Santos Laguna	33	1991	26.4	0	21	6	28.6	0.80	0.23	0.00	0.00	0	0	Matches
260	Edgar Guerra	co COL	MF,FW	Puebla	24	2001	18.1	4	49	20	40.8	2.71	1.11	0.08	0.20	0	0	Matches
261	Rafael Guerrero	mx MEX	DF	UANL	22	2003	2.4	0	1	0	0.0	0.42	0.00	0.00		0	0	Matches
262	Daniel Guillén	mx MEX	FW	Atlético San Luis	23	2001	0.7	0	0	0		0.00	0.00			0	0	Matches
263	Alexis Gutiérrez	mx MEX	MF	América	25	2000	11.7	1	13	3	23.1	1.11	0.26	0.08	0.33	0	0	Matches
264	Brian Gutiérrez	mx MEX	MF	Guadalajara	22	2003	10.2	2	29	9	31.0	2.85	0.89	0.07	0.22	0	0	Matches
265	Edson Gutiérrez	mx MEX	DF	Santos Laguna	29	1996	3.2	0	0	0		0.00	0.00			0	0	Matches
266	Erick Gutiérrez	mx MEX	MF	Guadalajara	30	1995	7.3	0	9	0	0.0	1.23	0.00	0.00		0	0	Matches
267	Ricardo Gutiérrez	mx MEX	GK	Puebla	28	1997	17.0	0	1	0	0.0	0.06	0.00	0.00		0	0	Matches
268	Ricardo Gutiérrez	mx MEX	GK	Mazatlán	28	1997	17.0	0	0	0		0.00	0.00			0	0	Matches
269	Nahuel Guzmán	ar ARG	GK	UANL	39	1986	34.0	0	0	0		0.00	0.00			0	0	Matches
270	Víctor Guzmán	mx MEX	DF	Monterrey	23	2002	20.5	1	8	3	37.5	0.39	0.15	0.13	0.33	0	0	Matches
271	Víctor Guzmán	mx MEX	MF	Pachuca	30	1995	16.5	5	40	15	37.5	2.43	0.91	0.13	0.33	0	0	Matches
272	Helinho	br BRA	MF,FW	Toluca	25	2000	9.7	7	46	15	32.6	4.75	1.55	0.09	0.27	3	3	Matches
273	Cristóbal Hernández	mx MEX	FW	Pachuca	17	2007	0.4	0	0	0		0.00	0.00			0	0	Matches
274	Fernando Hernández	mx MEX	MF	León	18	2006	0.2	0	0	0		0.00	0.00			0	0	Matches
275	Illian Hernandez	mx MEX	FW	Pachuca	25	2000	2.5	0	9	7	77.8	3.54	2.75	0.00	0.00	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
276	Javier Hernández	mx MEX	FW	Guadalajara	37	1988	1.3	1	7	1	14.3	5.38	0.77	0.14	1.00	0	0	Matches
277	Jesús Hernández	mx MEX	FW	Querétaro	21	2004	1.7	0	1	0	0.0	0.60	0.00	0.00		0	0	Matches
278	Jesús Hernández	mx MEX	MF,FW	Mazatlán	23	2001	10.3	1	11	1	9.1	1.07	0.10	0.09	1.00	0	0	Matches
279	Sebastián Hernández	mx MEX	DF	Querétaro	21	2004	0.5	0	0	0		0.00	0.00			0	0	Matches
280	Sergio Hernandez	mx MEX	MF,DF	Atlas	21	2004	18.9	0	17	4	23.5	0.90	0.21	0.00	0.00	0	0	Matches
281	Alberto Herrera	mx MEX	MF,DF	Mazatlán	24	2001	3.1	1	1	1	100.0	0.32	0.32	1.00	1.00	0	0	Matches
282	Héctor Herrera	mx MEX	MF	Toluca	35	1990	3.7	1	10	3	30.0	2.69	0.81	0.10	0.33	0	0	Matches
283	Ozziel Herrera	mx MEX	MF	UANL	24	2001	17.3	6	51	19	37.3	2.95	1.10	0.12	0.32	0	0	Matches
284	Héctor Holguín	mx MEX	GK	Santos Laguna	24	2001	2.2	0	0	0		0.00	0.00			0	0	Matches
285	Santiago Homenchenko	uy URU	MF,DF	Querétaro	21	2003	27.1	6	59	22	37.3	2.18	0.81	0.05	0.14	3	3	Matches
286	Nicolás Ibáñez	ar ARG	FW	UANL	30	1994	6.5	3	19	7	36.8	2.93	1.08	0.16	0.43	0	1	Matches
287	Nicolás Ibáñez	ar ARG	FW	Cruz Azul	30	1994	5.5	2	22	8	36.4	4.03	1.47	0.09	0.25	0	0	Matches
288	Oussama Idrissi	ma MAR	MF,FW	Pachuca	29	1996	17.8	5	23	10	43.5	1.29	0.56	0.17	0.40	1	2	Matches
289	Cristian Inda	mx MEX	MF	Guadalajara	17	2007	0.1	1	1	1	100.0	12.86	12.86	1.00	1.00	0	0	Matches
290	Jefferson Intriago	ec ECU	MF	Mazatlán	29	1996	0.7	0	0	0		0.00	0.00			0	0	Matches
291	Mauricio Isais	mx MEX	DF,MF	Toluca	24	2001	7.4	0	6	2	33.3	0.81	0.27	0.00	0.00	0	0	Matches
292	Omar Israel Mendoza	mx MEX	DF	Querétaro	36	1988	10.2	0	0	0		0.00	0.00			0	0	Matches
293	José Iván Rodríguez	mx MEX	MF	Necaxa	29	1996	14.3	0	3	2	66.7	0.21	0.14	0.00	0.00	0	0	Matches
294	José Iván Rodríguez	mx MEX	MF	León	29	1996	12.9	0	2	0	0.0	0.16	0.00	0.00		0	0	Matches
295	Tomás Jacob	ar ARG	DF,MF	Necaxa	21	2004	11.9	1	4	1	25.0	0.34	0.08	0.25	1.00	0	0	Matches
296	Oscar Jiménez	mx MEX	GK	León	36	1988	3.0	0	0	0		0.00	0.00			0	0	Matches
297	Tahiel Jiménez	mx MEX	FW	Santos Laguna	19	2006	1.7	0	4	2	50.0	2.32	1.16	0.00	0.00	0	0	Matches
298	Joaquim	br BRA	DF	UANL	26	1998	22.1	2	23	7	30.4	1.04	0.32	0.09	0.29	0	0	Matches
299	José Joaquín Esquivel	mx MEX	MF,DF	Mazatlán	27	1998	14.6	1	11	4	36.4	0.75	0.27	0.09	0.25	0	0	Matches
300	Julio José González	mx MEX	GK	Puebla	34	1991	10.5	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
301	Juan José Sánchez	mx MEX	DF	UANL	27	1998	12.1	0	8	2	25.0	0.66	0.16	0.00	0.00	0	0	Matches
302	José Juan Macías	mx MEX	FW	UNAM	25	1999	3.7	4	12	7	58.3	3.27	1.91	0.17	0.29	2	2	Matches
303	Juanpe	es ESP	DF	Atlético San Luis	34	1991	21.5	0	5	0	0.0	0.23	0.00	0.00		0	0	Matches
304	Ramón Juárez	mx MEX	DF	América	24	2001	17.4	2	20	7	35.0	1.15	0.40	0.10	0.29	0	0	Matches
305	Jhojan Julio	ec ECU	MF	Querétaro	27	1998	17.0	4	19	8	42.1	1.12	0.47	0.21	0.50	0	0	Matches
306	Juninho	br BRA	FW	UNAM	28	1996	10.9	7	28	11	39.3	2.57	1.01	0.14	0.36	3	3	Matches
307	Sebastián Jurado	mx MEX	GK	FC Juárez	27	1997	34.0	0	0	0		0.00	0.00			0	0	Matches
308	Kenedy	br BRA	MF	Pachuca	29	1996	17.8	6	58	18	31.0	3.26	1.01	0.10	0.33	0	0	Matches
309	Mateo Klimowicz	de GER	MF,FW	Atlético San Luis	25	2000	4.3	0	9	4	44.4	2.07	0.92	0.00	0.00	0	0	Matches
310	Roberto de la Rosa	mx MEX	FW,MF	Monterrey	25	2000	6.8	1	25	8	32.0	3.68	1.18	0.04	0.13	0	0	Matches
311	Diego Lainez	mx MEX	MF	UANL	25	2000	25.1	7	44	19	43.2	1.75	0.76	0.16	0.37	0	0	Matches
312	Mauro Laínez	mx MEX	DF,MF	Mazatlán	29	1996	11.4	0	3	1	33.3	0.26	0.09	0.00	0.00	0	0	Matches
313	Gibran Lajud	mx MEX	GK	Atlético San Luis	31	1993	1.7	0	0	0		0.00	0.00			0	0	Matches
314	Emilio Lara	mx MEX	DF	Necaxa	23	2002	11.8	0	5	3	60.0	0.42	0.25	0.00	0.00	0	0	Matches
315	Pablo Lara	mx MEX	GK	UNAM	20	2005	1.0	0	0	0		0.00	0.00			0	0	Matches
316	Richy Ledezma	mx MEX	MF,DF	Guadalajara	24	2000	20.3	1	28	9	32.1	1.38	0.44	0.04	0.11	0	0	Matches
317	Antonio Leone	mx MEX	DF	UNAM	21	2004	1.6	0	0	0		0.00	0.00			0	0	Matches
318	Antonio Leone	mx MEX	DF	Monterrey	21	2004	0.3	0	0	0		0.00	0.00			0	0	Matches
319	Mateo Levy	mx MEX	FW	Cruz Azul	18	2006	2.3	0	9	2	22.2	3.97	0.88	0.00	0.00	0	0	Matches
320	Ángel Leyva	mx MEX	DF	Mazatlán	18	2006	10.5	0	8	1	12.5	0.76	0.10	0.00	0.00	0	0	Matches
321	Danny Leyva	us USA	MF	Necaxa	22	2003	15.0	0	8	4	50.0	0.53	0.27	0.00	0.00	0	0	Matches
322	Igor Lichnovsky	cl CHI	DF	América	31	1994	5.3	1	4	1	25.0	0.76	0.19	0.25	1.00	0	0	Matches
323	Lima	br BRA	MF	América	29	1996	3.6	1	12	3	25.0	3.32	0.83	0.08	0.33	0	0	Matches
324	Erik Lira	mx MEX	DF,MF	Cruz Azul	25	2000	29.3	0	13	4	30.8	0.44	0.14	0.00	0.00	0	0	Matches
325	Aldo López	mx MEX	MF	Santos Laguna	25	2000	22.4	4	33	15	45.5	1.47	0.67	0.12	0.27	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
326	Eder López	mx MEX	DF	FC Juárez	19	2006	3.7	0	2	0	0.0	0.54	0.00	0.00		0	0	Matches
327	Edgar López	mx MEX	FW,MF	UANL	26	1999	4.8	1	6	5	83.3	1.26	1.05	0.17	0.20	0	0	Matches
328	Gabriel López	mx MEX	FW	Mazatlán	22	2003	2.2	2	9	5	55.6	4.13	2.30	0.22	0.40	0	0	Matches
329	René López	mx MEX	DF	Pachuca	23	2002	2.2	0	1	0	0.0	0.46	0.00	0.00		0	0	Matches
330	Rodrigo López	mx MEX	DF,MF	UNAM	23	2001	20.0	1	21	4	19.0	1.05	0.20	0.05	0.25	0	0	Matches
