	Standard	
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
53	Eduardo Armenta	mx MEX	MF	Querétaro	23	2001	9.3	0	6	1	16.7	0.65	0.11	0.00	0.00	0	0	Matches
54	José Arroyo	mx MEX	FW	Toluca	19	2006	0.0	0	0	0		0.00	0.00			0	0	Matches
55	Gerardo Arteaga	mx MEX	DF,MF	Monterrey	26	1998	24.9	1	13	4	30.8	0.52	0.16	0.08	0.25	0	0	Matches
56	Víctor Arteaga	mx MEX	MF,FW	Toluca	21	2004	1.7	0	1	0	0.0	0.58	0.00	0.00		0	0	Matches
57	Ali Ávila	mx MEX	FW	Querétaro	21	2003	20.0	11	42	19	45.2	2.10	0.95	0.21	0.47	2	2	Matches
58	Ettson Ayon	mx MEX	FW	FC Juárez	24	2001	3.7	2	13	5	38.5	3.49	1.34	0.08	0.20	1	1	Matches
59	Ettson Ayon	mx MEX	FW	León	24	2001	4.0	0	7	3	42.9	1.75	0.75	0.00	0.00	0	0	Matches
60	Angel Azuaje	ve VEN	DF	UNAM	20	2004	15.2	0	5	1	20.0	0.33	0.07	0.00	0.00	0	0	Matches
61	Tomás Badaloni	ar ARG	FW	Necaxa	25	2000	23.4	8	68	25	36.8	2.90	1.07	0.12	0.32	0	0	Matches
62	Kevin Balanta	co COL	DF	Santos Laguna	28	1997	27.1	1	6	1	16.7	0.22	0.04	0.17	1.00	0	0	Matches
63	Carlos Baltazar	mx MEX	MF	Puebla	28	1997	9.4	4	22	12	54.5	2.35	1.28	0.18	0.33	0	0	Matches
64	Robson Bambu	br BRA	DF	Atlético San Luis	27	1997	15.6	0	5	1	20.0	0.32	0.06	0.00	0.00	0	0	Matches
65	Fidel Barajas	mx MEX	MF	Atlético San Luis	19	2006	2.0	1	5	2	40.0	2.53	1.01	0.20	0.50	0	0	Matches
66	Diego Barbosa	mx MEX	DF	Toluca	28	1996	19.6	1	16	5	31.3	0.82	0.25	0.06	0.20	0	0	Matches
67	Jaine Barreiro	co COL	DF	León	31	1994	29.9	0	16	4	25.0	0.53	0.13	0.00	0.00	0	0	Matches
68	Pablo Barrera	mx MEX	MF,FW	Querétaro	38	1987	5.9	1	9	4	44.4	1.51	0.67	0.00	0.00	1	2	Matches
69	Sergio Barreto	ar ARG	DF	Pachuca	26	1999	30.9	1	19	3	15.8	0.62	0.10	0.05	0.33	0	0	Matches
70	Bruno Barticciotto	cl CHI	FW	Santos Laguna	24	2001	6.8	2	18	7	38.9	2.64	1.03	0.06	0.14	1	2	Matches
71	Alán Bautista	mx MEX	MF	Pachuca	23	2002	21.5	3	34	10	29.4	1.58	0.47	0.09	0.30	0	0	Matches
72	Paul Bellón	mx MEX	DF	León	28	1997	8.2	0	3	1	33.3	0.37	0.12	0.00	0.00	0	0	Matches
73	Fernando Beltrán	mx MEX	MF	León	27	1998	22.4	3	19	6	31.6	0.85	0.27	0.16	0.50	0	0	Matches
74	Anwar Ben Rhouma	us USA	FW	Mazatlán	20	2005	0.2	0	0	0		0.00	0.00			0	0	Matches
75	Nicolás Benedetti	co COL	MF,FW	Mazatlán	28	1997	11.6	3	16	7	43.8	1.38	0.60	0.13	0.29	1	3	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
76	Pablo Bennevendo Peña	mx MEX	DF	UNAM	25	2000	21.9	0	6	1	16.7	0.27	0.05	0.00	0.00	0	0	Matches
77	Jorge Berlanga	mx MEX	DF	Pachuca	22	2003	6.1	0	1	1	100.0	0.16	0.16	0.00	0.00	0	0	Matches
78	Germán Berterame	mx MEX	FW	Monterrey	26	1998	19.1	11	59	32	54.2	3.09	1.68	0.19	0.34	0	0	Matches
79	Unai Bilbao	es ESP	DF	Tijuana	31	1994	20.1	2	14	5	35.7	0.69	0.25	0.14	0.40	0	0	Matches
80	Domingo Blanco	ar ARG	MF	Tijuana	30	1995	12.1	1	18	4	22.2	1.49	0.33	0.06	0.25	0	0	Matches
81	Luis Blanco	mx MEX	MF	Atlas	19	2006	0.0	0	0	0		0.00	0.00			0	0	Matches
82	Rodrigo Bogarín	py PAR	MF	Querétaro	28	1997	13.6	1	14	5	35.7	1.03	0.37	0.07	0.20	0	0	Matches
83	Mateusz Bogusz	pl POL	MF,FW	Cruz Azul	23	2001	6.0	1	21	6	28.6	3.53	1.01	0.05	0.17	0	0	Matches
84	Cristian Borja	co COL	DF	América	32	1993	29.4	0	21	4	19.0	0.71	0.14	0.00	0.00	0	0	Matches
85	Frank Boya	cm CMR	MF	Tijuana	29	1996	14.3	6	28	10	35.7	1.96	0.70	0.21	0.60	0	0	Matches
86	Antonio Briseño	mx MEX	DF	Toluca	31	1994	9.8	2	9	5	55.6	0.92	0.51	0.22	0.40	0	0	Matches
87	Isaác Brizuela	mx MEX	DF,FW	Guadalajara	34	1990	0.2	0	0	0		0.00	0.00			0	0	Matches
88	Juan Brunetta	ar ARG	MF	UANL	28	1997	27.8	15	91	36	39.6	3.28	1.30	0.14	0.36	2	2	Matches
89	Ezequiel Bullaude	ar ARG	MF,FW	Santos Laguna	24	2000	13.0	5	21	8	38.1	1.62	0.62	0.24	0.63	0	0	Matches
90	Ezequiel Bullaude	ar ARG	FW,MF	Tijuana	24	2000	1.0	1	2	1	50.0	1.91	0.96	0.50	1.00	0	0	Matches
91	Alvaro Burgos		DF	Puebla			5.0	1	3	3	100.0	0.60	0.60	0.33	0.33	0	0	Matches
92	César Bustos	mx MEX	DF	Monterrey	19	2005	0.7	0	1	0	0.0	1.50	0.00	0.00		0	0	Matches
93	Sebastián Cáceres	uy URU	DF	América	25	1999	23.7	0	3	0	0.0	0.13	0.00	0.00		0	0	Matches
94	Jhonder Cádiz	ve VEN	FW	Pachuca	30	1995	8.2	2	36	8	22.2	4.39	0.98	0.06	0.25	0	0	Matches
95	José Caicedo	co COL	MF	UNAM	23	2002	13.2	0	6	1	16.7	0.45	0.08	0.00	0.00	0	0	Matches
96	Cristian Calderón	mx MEX	DF,MF	Necaxa	28	1997	21.1	1	23	6	26.1	1.09	0.28	0.04	0.17	0	0	Matches
97	Hugo Camberos	mx MEX	FW	Guadalajara	19	2006	3.5	2	13	3	23.1	3.67	0.85	0.15	0.67	0	0	Matches
98	Diber Cambindo	co COL	FW	Necaxa	29	1996	11.9	6	52	16	30.8	4.37	1.35	0.12	0.38	0	0	Matches
99	Diber Cambindo	co COL	FW	León	29	1996	13.8	8	39	21	53.8	2.82	1.52	0.15	0.29	2	2	Matches
100	Diego Campillo	mx MEX	DF,MF	Guadalajara	23	2001	25.0	1	9	3	33.3	0.36	0.12	0.11	0.33	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
101	Omar Campos	mx MEX	MF,DF	Cruz Azul	23	2002	16.1	2	14	6	42.9	0.87	0.37	0.14	0.33	0	0	Matches
102	Sergio Canales	es ESP	MF,FW	Monterrey	34	1991	23.8	12	76	29	38.2	3.20	1.22	0.13	0.34	2	4	Matches
103	Alexis Canelo	ar ARG	FW	Puebla	33	1992	3.1	0	4	1	25.0	1.31	0.33	0.00	0.00	0	0	Matches
104	Manuel Capasso	ar ARG	DF	Atlas	29	1996	17.0	2	16	4	25.0	0.94	0.24	0.13	0.50	0	0	Matches
105	Michael Carcelen	ec ECU	MF	Querétaro	28	1997	5.9	0	11	0	0.0	1.86	0.00	0.00		0	0	Matches
106	Luis Cárdenas	mx MEX	GK	Monterrey	31	1993	17.0	0	0	0		0.00	0.00			0	0	Matches
107	Carlo	es ESP	MF	Querétaro	24	2001	14.0	0	14	2	14.3	1.00	0.14	0.00	0.00	0	0	Matches
108	Jan Carmona	mx MEX	MF	FC Juárez	21	2004	0.0	0	0	0		0.00	0.00			0	0	Matches
109	Luis Carmona	mx MEX	DF	FC Juárez	18	2007	0.4	0	0	0		0.00	0.00			0	0	Matches
110	Julián Carranza	ar ARG	FW	Necaxa	25	2000	3.4	3	9	4	44.4	2.66	1.18	0.22	0.50	1	1	Matches
111	Adalberto Carrasquilla	pa PAN	MF	UNAM	26	1998	26.9	2	27	9	33.3	1.00	0.33	0.07	0.22	0	0	Matches
112	Jordan Carrillo	mx MEX	MF	UNAM	23	2001	10.8	3	25	8	32.0	2.32	0.74	0.12	0.38	0	0	Matches
113	Jordan Carrillo	mx MEX	MF,FW	Santos Laguna	23	2001	4.0	0	5	3	60.0	1.25	0.75	0.00	0.00	0	0	Matches
114	Luis Carrillo	mx MEX	DF	Mazatlán	20	2005	0.2	0	0	0		0.00	0.00			0	0	Matches
115	Guilherme Carvalho	br BRA	MF	FC Juárez	25	1999	17.3	7	36	14	38.9	2.08	0.81	0.17	0.43	1	1	Matches
116	William Carvalho	pt POR	MF	Pachuca	33	1992	2.7	0	3	0	0.0	1.10	0.00	0.00		0	0	Matches
117	Kevin Castañeda	mx MEX	MF,FW	Tijuana	25	1999	30.0	12	88	34	38.6	2.94	1.13	0.08	0.21	5	6	Matches
118	Christian Castillo	mx MEX	FW	Tijuana	22	2003	0.7	0	1	0	0.0	1.36	0.00	0.00		0	0	Matches
119	José Castillo Pérez	mx MEX	DF	Guadalajara	23	2001	25.5	1	11	2	18.2	0.43	0.08	0.09	0.50	0	0	Matches
120	Raúl Castillo	mx MEX	FW	Puebla	24	2001	4.3	0	12	4	33.3	2.82	0.94	0.00	0.00	0	0	Matches
121	Ariel Castro	mx MEX	MF	Cruz Azul	20	2005	0.1	0	0	0		0.00	0.00			0	0	Matches
122	Christopher Castro	mx MEX	DF	Mazatlán	20	2005	0.3	0	0	0		0.00	0.00			0	0	Matches
123	Nicolás Castro	ar ARG	MF	Toluca	24	2000	20.3	5	65	22	33.8	3.19	1.08	0.08	0.23	0	0	Matches
124	Lucas Cavallini	ca CAN	FW	Puebla	32	1992	0.3	0	1	0	0.0	3.21	0.00	0.00		0	0	Matches
125	Juan Cázares	mx MEX	MF,FW	Querétaro	20	2005	4.2	0	6	0	0.0	1.41	0.00	0.00		0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
126	Nelson Cedillo	mx MEX	MF	Santos Laguna	18	2007	1.5	0	1	0	0.0	0.65	0.00	0.00		0	0	Matches
127	Alan Cervantes	mx MEX	MF	América	27	1998	7.2	1	4	2	50.0	0.56	0.28	0.25	0.50	0	0	Matches
128	Ángel Chávez	mx MEX	DF	Guadalajara	20	2005	0.1	0	0	0		0.00	0.00			0	0	Matches
129	Ricardo Chávez Soto	mx MEX	DF,MF	Monterrey	30	1994	22.4	2	21	6	28.6	0.94	0.27	0.10	0.33	0	0	Matches
130	Ronaldo Cisneros	mx MEX	FW	Querétaro	28	1997	1.5	0	1	0	0.0	0.67	0.00	0.00		0	0	Matches
131	Matías Cóccaro	uy URU	FW	Atlas	27	1997	2.5	1	6	2	33.3	2.38	0.79	0.17	0.50	0	0	Matches
132	Bryan Colula	mx MEX	DF,MF	Mazatlán	29	1996	13.9	2	9	4	44.4	0.65	0.29	0.22	0.50	0	0	Matches
133	Bryan Colula	mx MEX	DF	León	29	1996	7.9	1	6	3	50.0	0.76	0.38	0.17	0.33	0	0	Matches
134	Ari Contreras	mx MEX	DF	Pachuca	19	2005	0.7	0	0	0		0.00	0.00			0	0	Matches
135	Jesús Corona	mx MEX	MF,FW	Monterrey	32	1993	16.6	4	23	9	39.1	1.39	0.54	0.17	0.44	0	0	Matches
136	Joe Corona	us USA	MF	Tijuana	35	1990	0.8	0	1	0	0.0	1.20	0.00	0.00		0	0	Matches
137	José Corona	mx MEX	GK	Tijuana	44	1981	0.1	0	0	0		0.00	0.00			0	0	Matches
138	Mateo Coronel	ar ARG	FW,MF	Querétaro	26	1998	18.1	5	45	21	46.7	2.49	1.16	0.11	0.24	0	1	Matches
139	Ángel Correa	ar ARG	MF,FW	UANL	30	1995	30.4	14	105	53	50.5	3.45	1.74	0.12	0.25	1	2	Matches
140	Jafet Cortés	mx MEX	DF	Puebla	20	2005	0.0	0	0	0		0.00	0.00			0	0	Matches
141	Rogelio Cortéz Pineda	mx MEX	MF,FW	Necaxa	21	2004	3.8	0	7	1	14.3	1.83	0.26	0.00	0.00	0	0	Matches
142	Jordi Cortizo	mx MEX	MF	Monterrey	29	1996	0.1	0	0	0		0.00	0.00			0	0	Matches
143	Jordi Cortizo	mx MEX	MF	León	29	1996	9.9	0	22	1	4.5	2.23	0.10	0.00	0.00	0	0	Matches
144	Rodolfo Cota	mx MEX	GK	América	38	1987	10.0	0	0	0		0.00	0.00			0	0	Matches
145	Cade Cowell	us USA	FW	Guadalajara	21	2003	5.5	1	11	3	27.3	2.01	0.55	0.09	0.33	0	0	Matches
146	Aldo Cruz	mx MEX	DF	Atlético San Luis	27	1997	9.4	0	5	0	0.0	0.53	0.00	0.00		0	0	Matches
147	Cristián Dajome	co COL	MF,FW	Santos Laguna	31	1994	15.8	5	26	10	38.5	1.64	0.63	0.19	0.50	0	0	Matches
148	Jesús David Murillo	co COL	DF	FC Juárez	31	1994	21.2	1	9	4	44.4	0.42	0.19	0.11	0.25	0	0	Matches
149	José David Ramírez	mx MEX	DF,MF	León	29	1995	8.3	0	3	2	66.7	0.36	0.24	0.00	0.00	0	0	Matches
150	Víctor Dávila	cl CHI	FW,MF	América	27	1997	7.3	3	22	9	40.9	3.00	1.23	0.14	0.33	0	1	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
151	Diego De Buen	mx MEX	MF,DF	Necaxa	34	1991	11.0	1	16	8	50.0	1.46	0.73	0.06	0.13	0	0	Matches
152	Gustavo Del Prete	ar ARG	MF,FW	Atlas	29	1996	4.6	2	5	3	60.0	1.09	0.66	0.40	0.67	0	0	Matches
153	Everardo Del Villar	mx MEX	DF	Toluca	20	2005	18.0	1	6	3	50.0	0.33	0.17	0.17	0.33	0	0	Matches
154	Lucas Di Yorio	ar ARG	FW	Santos Laguna	28	1996	13.4	6	47	22	46.8	3.52	1.65	0.09	0.18	2	3	Matches
155	Nicolás Díaz Huincales	cl CHI	DF,MF	Puebla	26	1999	28.0	0	13	3	23.1	0.47	0.11	0.00	0.00	0	0	Matches
156	Ismael Díaz	pa PAN	MF,FW	León	28	1997	21.4	10	57	23	40.4	2.66	1.07	0.16	0.39	1	1	Matches
157	Jair Díaz	mx MEX	DF	Mazatlán	26	1998	18.3	0	12	2	16.7	0.66	0.11	0.00	0.00	0	0	Matches
158	Josué Díaz	mx MEX	DF	Cruz Azul	20	2004	0.0	0	0	0		0.00	0.00			0	0	Matches
159	Willer Ditta	co COL	DF	Cruz Azul	27	1998	32.2	0	19	5	26.3	0.59	0.16	0.00	0.00	0	0	Matches
160	Alexei Dominguez	mx MEX	MF,FW	Pachuca	20	2005	15.9	2	25	8	32.0	1.57	0.50	0.08	0.25	0	0	Matches
161	Juan Domínguez	mx MEX	FW,MF	León	26	1998	9.0	1	16	5	31.3	1.77	0.55	0.06	0.20	0	0	Matches
162	Juan Domínguez	mx MEX	MF,FW	Toluca	26	1998	5.0	1	16	5	31.3	3.18	0.99	0.06	0.20	0	0	Matches
163	Julio Domínguez	mx MEX	DF	Atlético San Luis	37	1987	3.0	0	1	0	0.0	0.34	0.00	0.00		0	0	Matches
164	Dória	br BRA	DF	Atlas	30	1994	12.4	1	4	1	25.0	0.32	0.08	0.25	1.00	0	0	Matches
165	Jonathan dos Santos	mx MEX	MF	América	35	1990	11.4	0	7	2	28.6	0.61	0.18	0.00	0.00	0	0	Matches
166	Rodrigo Dourado	br BRA	MF	América	31	1994	12.2	0	6	2	33.3	0.49	0.16	0.00	0.00	0	0	Matches
167	Rodrigo Dourado	br BRA	MF	Atlético San Luis	31	1994	11.9	0	12	4	33.3	1.01	0.34	0.00	0.00	0	0	Matches
168	Anderson Duarte	uy URU	MF,FW	Atlético San Luis	21	2004	3.9	0	3	0	0.0	0.77	0.00	0.00		0	0	Matches
169	Anderson Duarte	uy URU	FW,MF	Mazatlán	21	2004	7.6	2	22	5	22.7	2.91	0.66	0.09	0.40	0	0	Matches
170	Bayron Duarte	co COL	DF	Querétaro	22	2003	8.0	0	7	1	14.3	0.87	0.12	0.00	0.00	0	0	Matches
171	Rubén Duarte	es ESP	DF	UNAM	29	1995	22.8	2	18	3	16.7	0.79	0.13	0.11	0.67	0	0	Matches
172	Dudu	br BRA	MF,FW	Mazatlán	25	1999	18.8	1	22	6	27.3	1.17	0.32	0.05	0.17	0	0	Matches
173	Emmanuel Echeverría	mx MEX	DF	Santos Laguna	21	2003	16.7	1	6	3	50.0	0.36	0.18	0.17	0.33	0	0	Matches
174	Rodrigo Echeverría	cl CHI	MF,DF	León	30	1995	32.0	0	37	6	16.2	1.15	0.19	0.00	0.00	0	0	Matches
175	Juan Echilvestre	mx MEX	DF	Santos Laguna	18	2007	0.6	0	0	0		0.00	0.00			0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Javier Eduardo López	mx MEX	MF	Pachuca	30	1994	0.9	0	2	0	0.0	2.12	0.00	0.00		0	0	Matches
177	Francisco Eduardo Venegas	mx MEX	DF,MF	Querétaro	27	1998	20.9	0	16	5	31.3	0.77	0.24	0.00	0.00	0	0	Matches
178	Luis Enrique Quiñones	co COL	MF	Pachuca	34	1991	17.6	2	40	10	25.0	2.27	0.57	0.05	0.20	0	0	Matches
179	Carlos Ernesto Cisneros	mx MEX	MF	León	31	1993	0.9	0	2	1	50.0	2.14	1.07	0.00	0.00	0	0	Matches
180	Kevin Escamilla	mx MEX	MF	Tijuana	31	1994	2.0	0	2	0	0.0	0.98	0.00	0.00		0	0	Matches
181	Kevin Escamilla	mx MEX	MF,DF	Querétaro	31	1994	4.0	0	0	0		0.00	0.00			0	0	Matches
182	Thiago Espinosa	uy URU	DF	América	20	2004	1.0	0	1	0	0.0	1.05	0.00	0.00		0	0	Matches
183	Dagoberto Espinoza	mx MEX	DF,MF	América	21	2004	5.6	1	1	1	100.0	0.18	0.18	1.00	1.00	0	0	Matches
184	Lucas Esteves	br BRA	DF,MF	Atlético San Luis	25	2000	7.3	0	6	1	16.7	0.83	0.14	0.00	0.00	0	0	Matches
185	Ángel Estrada	mx MEX	MF	León	22	2003	3.7	0	5	0	0.0	1.36	0.00	0.00		0	0	Matches
186	Jaime Estrada	mx MEX	FW	Mazatlán	18	2007	0.1	0	0	0		0.00	0.00			0	0	Matches
187	Jose Estrada	mx MEX	FW	Toluca	18	2007	0.0	0	0	0		0.00	0.00			0	0	Matches
188	Oscar Estupiñan	co COL	FW	FC Juárez	28	1996	22.8	14	51	22	43.1	2.24	0.97	0.12	0.27	8	8	Matches
189	José Eulogio	mx MEX	GK	Pachuca	21	2004	1.0	0	0	0		0.00	0.00			0	0	Matches
190	Fábio	br BRA	FW	Mazatlán	28	1997	17.3	4	30	10	33.3	1.73	0.58	0.10	0.30	1	1	Matches
191	Kevin Facundo Gutiérrez	ar ARG	MF	Necaxa	28	1997	9.5	0	10	1	10.0	1.06	0.11	0.00	0.00	0	0	Matches
192	Franco Fagúndez	uy URU	MF	Santos Laguna	25	2000	0.1	0	0	0		0.00	0.00			0	0	Matches
193	Lorenzo Faravelli	ar ARG	MF	Cruz Azul	32	1993	7.2	0	7	2	28.6	0.97	0.28	0.00	0.00	0	0	Matches
194	Lorenzo Faravelli	ar ARG	MF	Necaxa	32	1993	15.0	0	15	4	26.7	1.00	0.27	0.00	0.00	0	0	Matches
195	Marco Farfan	us USA	DF	UANL	26	1998	10.0	1	5	1	20.0	0.50	0.10	0.20	1.00	0	0	Matches
196	Juan Fedorco	ar ARG	DF	Puebla	24	2000	10.2	0	6	1	16.7	0.59	0.10	0.00	0.00	0	0	Matches
197	Gabriel Fernández	uy URU	FW	Cruz Azul	31	1994	20.1	12	66	27	40.9	3.28	1.34	0.15	0.37	2	2	Matches
198	Rafael Fernández	mx MEX	DF	Tijuana	24	2000	29.2	1	10	2	20.0	0.34	0.07	0.10	0.50	0	0	Matches
199	Gustavo Ferrareis	br BRA	DF,MF	Atlas	29	1996	29.1	0	23	9	39.1	0.79	0.31	0.00	0.00	0	0	Matches
200	Álvaro Fidalgo	mx MEX	MF	América	28	1997	15.1	1	12	3	25.0	0.80	0.20	0.08	0.33	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
201	Sebastián Fierro	mx MEX	MF	Mazatlán	23	2001	3.9	0	2	0	0.0	0.51	0.00	0.00		0	0	Matches
202	Iker Fimbres	mx MEX	MF	Monterrey	20	2005	10.0	2	18	7	38.9	1.80	0.70	0.11	0.29	0	0	Matches
203	Leonardo Flores	mx MEX	MF,FW	Atlético San Luis	22	2003	5.5	1	18	7	38.9	3.29	1.28	0.06	0.14	0	0	Matches
204	Marcelo Flores	ca CAN	MF	UANL	21	2003	10.5	4	20	10	50.0	1.91	0.95	0.20	0.40	0	0	Matches
205	Nicolas Fonseca	uy URU	MF	León	26	1998	12.6	0	10	1	10.0	0.79	0.08	0.00	0.00	0	1	Matches
206	Alexis Francisco Peña	mx MEX	DF	Necaxa	29	1996	25.5	2	7	2	28.6	0.27	0.08	0.29	1.00	0	0	Matches
207	Adonis Frías	ar ARG	DF	León	27	1998	4.1	0	6	1	16.7	1.46	0.24	0.00	0.00	0	0	Matches
208	Raymundo Fulgencio	mx MEX	MF,FW	FC Juárez	25	2000	8.1	1	6	1	16.7	0.74	0.12	0.17	1.00	0	0	Matches
209	Rogelio Funes Mori	mx MEX	FW	León	34	1991	7.9	1	18	8	44.4	2.28	1.02	0.06	0.13	0	0	Matches
210	Eduardo Gabriel	br BRA	DF	Pachuca	29	1996	32.0	0	9	2	22.2	0.28	0.06	0.00	0.00	0	0	Matches
211	Benjamín Galdames	mx MEX	MF	Atlético San Luis	24	2001	16.7	3	18	4	22.2	1.07	0.24	0.17	0.75	0	0	Matches
212	Benjamín Galindo Jr.	mx MEX	DF	Atlético San Luis	26	1999	11.9	0	2	0	0.0	0.17	0.00	0.00		0	0	Matches
213	Jesús Gallardo	mx MEX	DF,MF	Toluca	30	1994	24.0	5	37	12	32.4	1.54	0.50	0.11	0.33	1	1	Matches
214	Omar Gálvez	mx MEX	MF	Monterrey	19	2006	0.2	0	0	0		0.00	0.00			0	0	Matches
215	Ariel Gamarra	py PAR	MF	Puebla	22	2003	12.5	0	9	2	22.2	0.72	0.16	0.00	0.00	0	0	Matches
216	Luis Gamboa	mx MEX	FW	Atlas	16	2008	1.8	0	4	1	25.0	2.28	0.57	0.00	0.00	0	0	Matches
217	Amaury García	mx MEX	DF,MF	Cruz Azul	23	2001	6.6	0	7	2	28.6	1.06	0.30	0.00	0.00	0	0	Matches
218	Brian García	mx MEX	DF	Pachuca	27	1997	26.5	1	13	2	15.4	0.49	0.08	0.08	0.50	0	0	Matches
219	Denzell García	mx MEX	MF,DF	FC Juárez	21	2003	31.7	3	34	10	29.4	1.07	0.32	0.09	0.30	0	0	Matches
220	Gael García	mx MEX	MF	León	21	2004	0.1	0	0	0		0.00	0.00			0	0	Matches
221	Jordan García	co COL	GK	León	20	2005	3.0	0	0	0		0.00	0.00			0	0	Matches
222	Jorge García	mx MEX	MF	Mazatlán	23	2002	1.9	0	1	0	0.0	0.52	0.00	0.00		0	0	Matches
223	José García	mx MEX	DF	FC Juárez	29	1996	18.6	0	15	0	0.0	0.81	0.00	0.00		0	0	Matches
224	Luan Garcia	br BRA	DF	Toluca	32	1993	4.3	0	4	1	25.0	0.92	0.23	0.00	0.00	0	0	Matches
225	Mateo García	ar ARG	MF	Atlas	28	1996	11.6	3	13	7	53.8	1.13	0.61	0.23	0.43	0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
226	Miguel Garcia	mx MEX	MF	Atlético San Luis	23	2001	18.3	1	21	7	33.3	1.15	0.38	0.05	0.14	0	0	Matches
227	Oscar Garcia	mx MEX	GK	León	22	2003	28.0	0	0	0		0.00	0.00			0	0	Matches
228	Stanley García	mx MEX	MF	UNAM	18	2006	0.2	0	0	0		0.00	0.00			0	0	Matches
229	Bryan Garnica	mx MEX	MF,DF	Puebla	29	1996	4.8	1	5	2	40.0	1.05	0.42	0.20	0.50	0	0	Matches
230	César Garza	mx MEX	MF	UNAM	20	2005	5.8	0	2	0	0.0	0.34	0.00	0.00		0	0	Matches
231	Jesús Garza	mx MEX	DF	UANL	25	2000	24.3	0	8	0	0.0	0.33	0.00	0.00		0	0	Matches
232	Valentín Gauthier	uy URU	DF	León	21	2003	12.4	0	5	0	0.0	0.40	0.00	0.00		0	0	Matches
233	Mourad El Ghezouani	ma MAR	FW	Tijuana	27	1998	17.2	3	22	5	22.7	1.28	0.29	0.14	0.60	0	0	Matches
234	André-Pierre Gignac	fr FRA	FW	UANL	39	1985	10.0	3	48	11	22.9	4.79	1.10	0.04	0.18	1	1	Matches
235	Said Godínez	mx MEX	MF	Mazatlán	20	2004	10.9	0	6	0	0.0	0.55	0.00	0.00		0	0	Matches
236	Alejandro Gómez	mx MEX	DF,MF	Tijuana	23	2002	24.3	2	13	6	46.2	0.53	0.25	0.15	0.33	0	0	Matches
237	Diego Gómez	mx MEX	MF	Necaxa	21	2003	0.1	0	0	0		0.00	0.00			0	0	Matches
238	Emiliano Gómez	uy URU	MF,FW	Puebla	23	2001	27.6	8	61	22	36.1	2.21	0.80	0.13	0.36	0	0	Matches
239	Luis Gómez	mx MEX	MF	Santos Laguna	18	2007	3.5	0	6	2	33.3	1.70	0.57	0.00	0.00	0	0	Matches
240	Miguel Gómez	mx MEX	DF,MF	Guadalajara	22	2002	6.2	0	4	0	0.0	0.65	0.00	0.00		0	0	Matches
241	Jaime Gómez Valencia	mx MEX	DF,MF	Querétaro	32	1993	17.7	0	4	0	0.0	0.23	0.00	0.00		0	0	Matches
242	Alfonso González	mx MEX	MF,FW	Atlas	30	1994	14.7	6	29	10	34.5	1.97	0.68	0.14	0.40	2	2	Matches
243	Alfonso González	mx MEX	MF	Monterrey	30	1994	0.2	0	0	0		0.00	0.00			0	0	Matches
244	Armando González	mx MEX	FW	Guadalajara	22	2003	26.5	24	101	48	47.5	3.82	1.81	0.20	0.42	4	5	Matches
245	Bryan González	mx MEX	MF,DF	Guadalajara	22	2003	32.3	5	50	14	28.0	1.55	0.43	0.10	0.36	0	0	Matches
246	Diego González	py PAR	MF,FW	Atlas	22	2003	27.9	6	70	23	32.9	2.50	0.82	0.06	0.17	2	2	Matches
247	Hugo González Durán	mx MEX	GK	Toluca	34	1990	18.0	0	0	0		0.00	0.00			0	0	Matches
248	Fernando González	mx MEX	MF	Querétaro	24	2001	5.2	0	12	2	16.7	2.30	0.38	0.00	0.00	0	0	Matches
249	Iván González	mx MEX	DF,MF	Mazatlán	18	2006	4.9	0	2	1	50.0	0.41	0.21	0.00	0.00	0	0	Matches
250	Joban González	mx MEX	MF	Tijuana	20	2005	0.5	0	1	0	0.0	1.96	0.00	0.00		0	0	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
