Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches,xG,npxG,xAG,Sh,source_file
116,William Carvalho,pt POR,MF,Pachuca,33.0,1992.0,7,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
117,Kevin Castañeda,mx MEX,"MF,FW",Tijuana,25.0,1999.0,34,33,2697,30.0,12,6,18,7,5,6,5,0,0.4,0.2,0.6,0.23,0.43,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
118,Christian Castillo,mx MEX,FW,Tijuana,22.0,2003.0,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
119,José Castillo Pérez,mx MEX,DF,Guadalajara,23.0,2001.0,30,28,2292,25.5,1,0,1,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
120,Raúl Castillo,mx MEX,FW,Puebla,24.0,2001.0,9,4,383,4.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
121,Ariel Castro,mx MEX,MF,Cruz Azul,20.0,2005.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
122,Christopher Castro,mx MEX,DF,Mazatlán,20.0,2005.0,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
123,Nicolás Castro,ar ARG,MF,Toluca,24.0,2000.0,30,22,1831,20.3,5,7,12,5,0,0,2,0,0.25,0.34,0.59,0.25,0.59,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
124,Lucas Cavallini,ca CAN,FW,Puebla,32.0,1992.0,1,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
125,Juan Cázares,mx MEX,"MF,FW",Querétaro,20.0,2005.0,9,6,382,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
126,Nelson Cedillo,mx MEX,MF,Santos Laguna,18.0,2007.0,2,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
127,Alan Cervantes,mx MEX,MF,América,27.0,1998.0,19,7,645,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
128,Ángel Chávez,mx MEX,DF,Guadalajara,20.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
129,Ricardo Chávez Soto,mx MEX,"DF,MF",Monterrey,30.0,1994.0,27,23,2020,22.4,2,2,4,2,0,0,8,1,0.09,0.09,0.18,0.09,0.18,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
130,Ronaldo Cisneros,mx MEX,FW,Querétaro,28.0,1997.0,3,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
131,Matías Cóccaro,uy URU,FW,Atlas,27.0,1997.0,14,1,227,2.5,1,0,1,1,0,0,2,1,0.4,0.0,0.4,0.4,0.40,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
132,Bryan Colula,mx MEX,"DF,MF",Mazatlán,29.0,1996.0,16,15,1248,13.9,2,0,2,2,0,0,4,1,0.14,0.0,0.14,0.14,0.14,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
133,Bryan Colula,mx MEX,DF,León,29.0,1996.0,11,7,714,7.9,1,1,2,1,0,0,3,0,0.13,0.13,0.25,0.13,0.25,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
134,Ari Contreras,mx MEX,DF,Pachuca,19.0,2005.0,1,1,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
135,Jesús Corona,mx MEX,"MF,FW",Monterrey,32.0,1993.0,28,20,1491,16.6,4,2,6,4,0,0,3,0,0.24,0.12,0.36,0.24,0.36,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
136,Joe Corona,us USA,MF,Tijuana,35.0,1990.0,6,1,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
137,José Corona,mx MEX,GK,Tijuana,44.0,1981.0,1,1,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
138,Mateo Coronel,ar ARG,"FW,MF",Querétaro,26.0,1998.0,24,18,1629,18.1,5,0,5,5,0,1,3,1,0.28,0.0,0.28,0.28,0.28,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
139,Ángel Correa,ar ARG,"MF,FW",UANL,30.0,1995.0,33,29,2737,30.4,14,12,26,13,1,2,6,0,0.46,0.39,0.85,0.43,0.82,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
140,Jafet Cortés,mx MEX,DF,Puebla,20.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
141,Rogelio Cortéz Pineda,mx MEX,"MF,FW",Necaxa,21.0,2004.0,16,3,345,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
142,Jordi Cortizo,mx MEX,MF,Monterrey,29.0,1996.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
143,Jordi Cortizo,mx MEX,MF,León,29.0,1996.0,25,7,888,9.9,0,1,1,0,0,0,4,1,0.0,0.1,0.1,0.0,0.10,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
144,Rodolfo Cota,mx MEX,GK,América,38.0,1987.0,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
145,Cade Cowell,us USA,FW,Guadalajara,21.0,2003.0,13,4,492,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
146,Aldo Cruz,mx MEX,DF,Atlético San Luis,27.0,1997.0,18,8,844,9.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
147,Cristián Dajome,co COL,"MF,FW",Santos Laguna,31.0,1994.0,33,14,1424,15.8,5,1,6,5,0,0,6,0,0.32,0.06,0.38,0.32,0.38,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
148,Jesús David Murillo,co COL,DF,FC Juárez,31.0,1994.0,24,21,1908,21.2,1,1,2,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
149,José David Ramírez,mx MEX,"DF,MF",León,29.0,1995.0,19,9,746,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
150,Víctor Dávila,cl CHI,"FW,MF",América,27.0,1997.0,20,9,661,7.3,3,0,3,3,0,1,2,0,0.41,0.0,0.41,0.41,0.41,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
151,Diego De Buen,mx MEX,"MF,DF",Necaxa,34.0,1991.0,13,11,989,11.0,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
152,Gustavo Del Prete,ar ARG,"MF,FW",Atlas,29.0,1996.0,11,5,411,4.6,2,1,3,2,0,0,1,0,0.44,0.22,0.66,0.44,0.66,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
153,Everardo Del Villar,mx MEX,DF,Toluca,20.0,2005.0,23,17,1620,18.0,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
154,Lucas Di Yorio,ar ARG,FW,Santos Laguna,28.0,1996.0,14,14,1202,13.4,6,3,9,4,2,3,4,1,0.45,0.22,0.67,0.3,0.52,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
155,Nicolás Díaz Huincales,cl CHI,"DF,MF",Puebla,26.0,1999.0,29,28,2516,28.0,0,1,1,0,0,0,11,2,0.0,0.04,0.04,0.0,0.04,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
156,Ismael Díaz,pa PAN,"MF,FW",León,28.0,1997.0,27,22,1927,21.4,10,6,16,9,1,1,0,0,0.47,0.28,0.75,0.42,0.70,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
157,Jair Díaz,mx MEX,DF,Mazatlán,26.0,1998.0,22,18,1645,18.3,0,1,1,0,0,0,8,0,0.0,0.05,0.05,0.0,0.05,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
158,Josué Díaz,mx MEX,DF,Cruz Azul,20.0,2004.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
159,Willer Ditta,co COL,DF,Cruz Azul,27.0,1998.0,33,32,2902,32.2,0,2,2,0,0,0,10,0,0.0,0.06,0.06,0.0,0.06,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
160,Alexei Dominguez,mx MEX,"MF,FW",Pachuca,20.0,2005.0,24,19,1430,15.9,2,3,5,2,0,0,2,0,0.13,0.19,0.31,0.13,0.31,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
161,Juan Domínguez,mx MEX,"FW,MF",León,26.0,1998.0,15,11,813,9.0,1,1,2,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
162,Juan Domínguez,mx MEX,"MF,FW",Toluca,26.0,1998.0,13,3,453,5.0,1,1,2,1,0,0,2,0,0.2,0.2,0.4,0.2,0.40,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
163,Julio Domínguez,mx MEX,DF,Atlético San Luis,37.0,1987.0,8,3,266,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
164,Dória,br BRA,DF,Atlas,30.0,1994.0,13,12,1115,12.4,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
165,Jonathan dos Santos,mx MEX,MF,América,35.0,1990.0,22,12,1025,11.4,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
166,Rodrigo Dourado,br BRA,MF,América,31.0,1994.0,15,13,1101,12.2,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
167,Rodrigo Dourado,br BRA,MF,Atlético San Luis,31.0,1994.0,15,11,1069,11.9,0,2,2,0,0,0,4,1,0.0,0.17,0.17,0.0,0.17,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
168,Anderson Duarte,uy URU,"MF,FW",Atlético San Luis,21.0,2004.0,11,3,349,3.9,0,1,1,0,0,0,2,0,0.0,0.26,0.26,0.0,0.26,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
169,Anderson Duarte,uy URU,"FW,MF",Mazatlán,21.0,2004.0,13,8,681,7.6,2,0,2,2,0,0,3,0,0.26,0.0,0.26,0.26,0.26,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
170,Bayron Duarte,co COL,DF,Querétaro,22.0,2003.0,10,8,724,8.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
171,Rubén Duarte,es ESP,DF,UNAM,29.0,1995.0,27,22,2051,22.8,2,1,3,2,0,0,10,0,0.09,0.04,0.13,0.09,0.13,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
172,Dudu,br BRA,"MF,FW",Mazatlán,25.0,1999.0,29,18,1690,18.8,1,3,4,1,0,0,2,1,0.05,0.16,0.21,0.05,0.21,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
173,Emmanuel Echeverría,mx MEX,DF,Santos Laguna,21.0,2003.0,26,15,1503,16.7,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
174,Rodrigo Echeverría,cl CHI,"MF,DF",León,30.0,1995.0,33,33,2884,32.0,0,1,1,0,0,0,8,0,0.0,0.03,0.03,0.0,0.03,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
175,Juan Echilvestre,mx MEX,DF,Santos Laguna,18.0,2007.0,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
176,Javier Eduardo López,mx MEX,MF,Pachuca,30.0,1994.0,4,0,85,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
177,Francisco Eduardo Venegas,mx MEX,"DF,MF",Querétaro,27.0,1998.0,29,23,1879,20.9,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
178,Luis Enrique Quiñones,co COL,MF,Pachuca,34.0,1991.0,31,16,1584,17.6,2,0,2,2,0,0,7,1,0.11,0.0,0.11,0.11,0.11,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
179,Carlos Ernesto Cisneros,mx MEX,MF,León,31.0,1993.0,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
180,Kevin Escamilla,mx MEX,MF,Tijuana,31.0,1994.0,7,1,184,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
181,Kevin Escamilla,mx MEX,"MF,DF",Querétaro,31.0,1994.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
182,Thiago Espinosa,uy URU,DF,América,20.0,2004.0,4,1,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
183,Dagoberto Espinoza,mx MEX,"DF,MF",América,21.0,2004.0,7,7,507,5.6,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
184,Lucas Esteves,br BRA,"DF,MF",Atlético San Luis,25.0,2000.0,12,9,653,7.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
185,Ángel Estrada,mx MEX,MF,León,22.0,2003.0,12,3,331,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
186,Jaime Estrada,mx MEX,FW,Mazatlán,18.0,2007.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
187,Jose Estrada,mx MEX,FW,Toluca,18.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
188,Oscar Estupiñan,co COL,FW,FC Juárez,28.0,1996.0,28,26,2049,22.8,14,2,16,6,8,8,4,0,0.61,0.09,0.7,0.26,0.35,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
189,José Eulogio,mx MEX,GK,Pachuca,21.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
190,Fábio,br BRA,FW,Mazatlán,28.0,1997.0,23,16,1558,17.3,4,2,6,3,1,1,2,0,0.23,0.12,0.35,0.17,0.29,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
191,Kevin Facundo Gutiérrez,ar ARG,MF,Necaxa,28.0,1997.0,15,9,851,9.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
192,Franco Fagúndez,uy URU,MF,Santos Laguna,25.0,2000.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
193,Lorenzo Faravelli,ar ARG,MF,Cruz Azul,32.0,1993.0,16,7,652,7.2,0,1,1,0,0,0,1,1,0.0,0.14,0.14,0.0,0.14,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
194,Lorenzo Faravelli,ar ARG,MF,Necaxa,32.0,1993.0,16,15,1349,15.0,0,2,2,0,0,0,3,1,0.0,0.13,0.13,0.0,0.13,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
195,Marco Farfan,us USA,DF,UANL,26.0,1998.0,13,10,900,10.0,1,1,2,1,0,0,2,1,0.1,0.1,0.2,0.1,0.20,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
196,Juan Fedorco,ar ARG,DF,Puebla,24.0,2000.0,11,11,922,10.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
197,Gabriel Fernández,uy URU,FW,Cruz Azul,31.0,1994.0,28,19,1809,20.1,12,5,17,10,2,2,0,1,0.6,0.25,0.85,0.5,0.75,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
198,Rafael Fernández,mx MEX,DF,Tijuana,24.0,2000.0,30,30,2627,29.2,1,2,3,1,0,0,10,1,0.03,0.07,0.1,0.03,0.10,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
199,Gustavo Ferrareis,br BRA,"DF,MF",Atlas,29.0,1996.0,31,30,2623,29.1,0,3,3,0,0,0,4,1,0.0,0.1,0.1,0.0,0.10,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
200,Álvaro Fidalgo,mx MEX,MF,América,28.0,1997.0,19,15,1358,15.1,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
201,Sebastián Fierro,mx MEX,MF,Mazatlán,23.0,2001.0,11,3,350,3.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
202,Iker Fimbres,mx MEX,MF,Monterrey,20.0,2005.0,20,9,900,10.0,2,0,2,2,0,0,0,0,0.2,0.0,0.2,0.2,0.20,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
203,Leonardo Flores,mx MEX,"MF,FW",Atlético San Luis,22.0,2003.0,14,4,492,5.5,1,1,2,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
204,Marcelo Flores,ca CAN,MF,UANL,21.0,2003.0,18,11,943,10.5,4,0,4,4,0,0,0,0,0.38,0.0,0.38,0.38,0.38,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
205,Nicolas Fonseca,uy URU,MF,León,26.0,1998.0,15,13,1135,12.6,0,0,0,0,0,1,5,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
206,Alexis Francisco Peña,mx MEX,DF,Necaxa,29.0,1996.0,28,28,2291,25.5,2,0,2,2,0,0,2,1,0.08,0.0,0.08,0.08,0.08,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
207,Adonis Frías,ar ARG,DF,León,27.0,1998.0,5,4,369,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
208,Raymundo Fulgencio,mx MEX,"MF,FW",FC Juárez,25.0,2000.0,23,8,733,8.1,1,2,3,1,0,0,2,0,0.12,0.25,0.37,0.12,0.37,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
209,Rogelio Funes Mori,mx MEX,FW,León,34.0,1991.0,22,8,709,7.9,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
210,Eduardo Gabriel,br BRA,DF,Pachuca,29.0,1996.0,32,32,2876,32.0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
211,Benjamín Galdames,mx MEX,MF,Atlético San Luis,24.0,2001.0,29,15,1507,16.7,3,2,5,3,0,0,2,0,0.18,0.12,0.3,0.18,0.30,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
212,Benjamín Galindo Jr.,mx MEX,DF,Atlético San Luis,26.0,1999.0,12,12,1074,11.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
213,Jesús Gallardo,mx MEX,"DF,MF",Toluca,30.0,1994.0,27,23,2156,24.0,5,5,10,4,1,1,11,0,0.21,0.21,0.42,0.17,0.38,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
214,Omar Gálvez,mx MEX,MF,Monterrey,19.0,2006.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
215,Ariel Gamarra,py PAR,MF,Puebla,22.0,2003.0,17,11,1123,12.5,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
216,Luis Gamboa,mx MEX,FW,Atlas,16.0,2008.0,11,0,158,1.8,0,1,1,0,0,0,2,0,0.0,0.57,0.57,0.0,0.57,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
217,Amaury García,mx MEX,"DF,MF",Cruz Azul,23.0,2001.0,17,5,595,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
218,Brian García,mx MEX,DF,Pachuca,27.0,1997.0,31,27,2384,26.5,1,4,5,1,0,0,0,1,0.04,0.15,0.19,0.04,0.19,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
219,Denzell García,mx MEX,"MF,DF",FC Juárez,21.0,2003.0,34,34,2854,31.7,3,2,5,3,0,0,4,0,0.09,0.06,0.16,0.09,0.16,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
220,Gael García,mx MEX,MF,León,21.0,2004.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
221,Jordan García,co COL,GK,León,20.0,2005.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
222,Jorge García,mx MEX,MF,Mazatlán,23.0,2002.0,6,1,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
223,José García,mx MEX,DF,FC Juárez,29.0,1996.0,24,18,1671,18.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
224,Luan Garcia,br BRA,DF,Toluca,32.0,1993.0,8,5,391,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
225,Mateo García,ar ARG,MF,Atlas,28.0,1996.0,20,13,1040,11.6,3,1,4,3,0,0,1,0,0.26,0.09,0.35,0.26,0.35,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
226,Miguel Garcia,mx MEX,MF,Atlético San Luis,23.0,2001.0,32,19,1644,18.3,1,3,4,1,0,0,4,0,0.05,0.16,0.22,0.05,0.22,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
227,Oscar Garcia,mx MEX,GK,León,22.0,2003.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
228,Stanley García,mx MEX,MF,UNAM,18.0,2006.0,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
229,Bryan Garnica,mx MEX,"MF,DF",Puebla,29.0,1996.0,18,4,429,4.8,1,2,3,1,0,0,0,1,0.21,0.42,0.63,0.21,0.63,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
230,César Garza,mx MEX,MF,UNAM,20.0,2005.0,12,6,523,5.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
231,Jesús Garza,mx MEX,DF,UANL,25.0,2000.0,29,25,2184,24.3,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
232,Valentín Gauthier,uy URU,DF,León,21.0,2003.0,15,12,1119,12.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
233,Mourad El Ghezouani,ma MAR,FW,Tijuana,27.0,1998.0,24,18,1550,17.2,3,1,4,3,0,0,4,1,0.17,0.06,0.23,0.17,0.23,Matches,0.0,0.0,0.0,0.0,liga_mx_standard_clean.csv
